;text;topic
54;klima umweltschutz innovation m eeeeeen nennen eneeeeeeeeeeereeneenn;Klima
55;zukunftsfähige stark europäisch union;Politik und Ideologie
56;onneeeeee essen eeeeeeeereeeeenn;wirtschaft
57;klar regel;wirtschaft
58;coooooooo nennen eeeeeeeeeeeeeeeeeeeeeeeeeneenn;wirtschaft
59;grundsatz liberal außenpolitik;Politik und Ideologie
60;ones eeeeeeeeeeene nennen;wirtschaft
61;freiheit menschenrecht weltweit;Politik und Ideologie
62;cc ooneennnneneeeneeeeeneeeeeeeeeeeeeeeeeeeeenn;wirtschaft
63;entwicklungspolitik chance;wirtschaft
64;einwanderung flucht;soziale Ursachen
65;cuoooe een neeeeeeeeeeeeeeeeeeeeeeeeeeeeen;wirtschaft
66;ganzheitlich energiesystem;Gesundheit
67;cc comes eeeeeeeeeeeene;wirtschaft
68;land forstwirtschaft angeln fischerei jagd;wirtschaft
69;cc oonennnnneeeeeeeeeeeeeeeeeeeeenn;wirtschaft
70;wohnen oo ee essen eeeeeeeeeeeeeenn;wirtschaft
71;liberales bürgergeld oosmeeee een nnneeeeeeeeeeneeeeeeeeeeeeeeeeenn;Politik und Ideologie
72;enkelfitte rente;wirtschaft
73;ooooonnn rennen eeeeeeeeeeeeeeeeeeeeeeenen;wirtschaft
74;pandemie zeigen;Gesundheit
75;gespürt vorher;wirtschaft
76;welt verändern rasant;wirtschaft
77;erwach- sen chance risiko;wirtschaft
78;ändern tragen risiko chance ergreifen;wirtschaft
79;deutschland trügerisch bild vermit- teln bleiben können;Politik und Ideologie
80;versprechen vertraut deutschland land bleiben können gerne leben verändern;Politik und Ideologie
81;wissen falsch;Bildung
82;ergebnis politik unser staat träge schlank stark;wirtschaft
83;pandemie zeigen;Gesundheit
84;staat ver- waltung digitalisieren formular zettelwirtschaft festhalten;soziale Ursachen
85;staat gesundheitssystem digitalisieren gesundheitsamt gegenseitig fax schicken;Gesundheit
86;hochquali fiziert beamtin beamter liste abtippen hilfe modern digital technologie effektiv infektion kette nachverfolgen;Klima
87;staat per sms impfung einladen impftermine per brief vergeben;Politik und Ideologie
88;schützend maske schnell pragma- tisch schutzbedürftig mensch schicken drucken aufwendig bezugsschein versenden per post nötig gefährdet mensch maske belebt innenstadt abzuholen;Infrastruktur
89;krise basistechnologie papier klammern sein;Klima
90;jahrhundert;Politik und Ideologie
91;schluss;wirtschaft
92;unser staat umfassend modernisieren   jahrhun dern ankommen;Politik und Ideologie
93;bilanz politik leben kosten zukunft;wirtschaft
94;wettbewerb unternehmertum innovation för dern setzen politik koalition altbekann- tes altmodisch;wirtschaft
95;wohlstand nachhaltigkeit wachstum klimapolitik wirtschaftlich stärke öko logisch verantwortung verbinden setzen verbot dirigismus;soziale Ursachen
96;sozialsystem fit zukunft problem demographisch wan dels verschärfen;Politik und Ideologie
97;weltbeste bildung sorgen   zulassen bildungssystem mensch fair aufstiegschance bieten;Politik und Ideologie
98;eigeninitiative übernahme persönlich verantwortung jeder einzelnen stärken verzetteln bürokratie;wirtschaft
99;handlungsfähig rechtsstaat sorgen sicherheit bürgerrecht gleichermaßen schützen politik freiheit sicherheit erschrecken- art weise unterordnen;Politik und Ideologie
100;bleiben;wirtschaft
101;wissen;Bildung
102;nachricht bleiben;wirtschaft
103;;wirtschaft
104;schicksal;wirtschaft
105;hand;wirtschaft
106;mission;wirtschaft
107;programm frei demokrat bundestagswahl   kraft umfassend modernisierung deutschland stecken;Politik und Ideologie
108;stecken mensch;wirtschaft
109;stecken kraft frei wissenschaft sozial markt wirtschaft;wirtschaft
110;schnell entwicklung impfstoffen covid-durch deutsch forscherin forscher zeigen hart arbeit entschlossenheit erfindergeist berg versetzen;Gesundheit
111;grundlage freiheit;Politik und Ideologie
112;wich tig;wirtschaft
113;holen freiheit neustart politik;Politik und Ideologie
114;land stecken;wirtschaft
115;bleiben;wirtschaft
116;veränderung nötig;soziale Ursachen
117;veränderung fortschritt;wirtschaft
118;alt irrweg finden neuerdings zulauf;Politik und Ideologie
119;versuchen men- schen merkmal herkunft kultur religion sexuell orientierung hautfarbe spalten gegeneinander stellung bringen;soziale Ursachen
120;linke versuchen mensch merkmal erfolg einkommen vermögen spalten gegeneinander stellung bringen;wirtschaft
121;beide irr weg;wirtschaft
122;fortschritt vorne mitte;wirtschaft
123;richtig richtung;Politik und Ideologie
124;mitte vorne   fit zukunft;Politik und Ideologie
125;fit auf- holwettbewerb entfessel kraft sozial markt wirtschaft weltbe bildung wohlstand freiheit aufstiegschance;wirtschaft
126;nutzen agilität marktwirt schaft schnell krise wachsen;wirtschaft
127;vorreiter modernisierung;Politik und Ideologie
128;grund deutschland neu;Politik und Ideologie
129;nutzen chance digitalisierung;Wissenschaft
130;modernisierung pflichtprogramm verwaltung gesundheitswesen arbeitsmarkt;wirtschaft
131;land chance;wirtschaft
132;nutzen schub kraft freiheit sozial marktwirtschaft modernisierung bewältigung heraus forderung europa freiheit menschenrecht weltweit;Politik und Ideologie
133;german mut klima- schutz nachhaltig entwicklung;Gesundheit
134;chance aufbau eigentum zukunftssicherung;wirtschaft
135;frei demokrat setzen freiheit verantwortung;Politik und Ideologie
136;setzen kraft sozial marktwirtschaft wirtschaftlich prosperität gegenmodell dirigisti sch staat klein-klein verzetteln erziehungsberechtigter bürgerin bürger aufführen;wirtschaft
137;stehen lebendig kulturszene entfaltung individuell kreativität;soziale Ursachen
138;gesellschaft zusam- menhalt vorgegeben leben entwurf anpassen;soziale Ursachen
139;respektieren persönlich entscheidung jeder einzelnen grundlage freiheit mensch erkennen;Politik und Ideologie
140;frei demokrat setzen freiheit rechtsstaat bürgerrecht krisenzeit gelten privileg abtun belieben zuteilen vorenthalten;Politik und Ideologie
141;frei demokrat setzen kraft eigenverantwortung privatinitiative   freiheit individuum;Politik und Ideologie
142;land ge- meinsam unser wertepartner global westen freiheit menschenrecht weltweit entschlossen verteidigen global kooperation nachhaltig entwicklung wohle mensch befördern;Gesundheit
143;frei demokrat erkennen agenda vereint nation ziel umfassend versuch menschheit verschieden aspekt nach- haltiger entwicklung global verbindend zielsystem bringen;soziale Ursachen
144;chance freiheit zukünftig generation;Politik und Ideologie
145;land beitrag global entwicklung leisten frieden welt dienen;Gesundheit
146;frei demokrat setzen weltoffenheit toleranz wettbewerb idee lebendig demokratie selbstbewusst bürgerin bürger;wirtschaft
147;ziel;wirtschaft
148;richtig richtung;Politik und Ideologie
149;unser land richtig rich tung geben;Politik und Ideologie
150;frei demokrat mitwirken;wirtschaft
151;stimme fortschritt freiheit krise gemeinsam bürgerin bürger bewältigen deutschland potential entfesseln;Politik und Ideologie
152;legen programm überzeugung;Politik und Ideologie
153;taktik farbenspiel;wirtschaft
154;treten   bundestagswahl koalition überzeugung richtig weg land;Politik und Ideologie
155;stark seriös bund regierung frei demokrat bilden wert freiheit politisch entscheidung angemessen bedeutung erhalten;Politik und Ideologie
156;möglichst idee umsetzen;wirtschaft
157;ge wählen kanzler kanzlerin;wirtschaft
158;stellen wahl;soziale Ursachen
159;stellen wahl unser land individuell freiheit persönlich verantwortung sozial marktwirtschaft umfassend nachhaltig keit;soziale Ursachen
160;staat stark schlank modern agieren selbstzufrieden altmodisch träge;soziale Ursachen
161;programm frei demokrat bundestagswahl bleiben demokratie usa setzen kurs kräftig anhaltend wirtschaftswachstum;soziale Ursachen
162;systemisch wettbewerber autoritär regime china reklamieren erfolgreich weg krise;wirtschaft
163;umso entschlossen fundament aufholwettbewerb legen weltspitze wettbewerbsfähigkeit steuer abgabe;wirtschaft
164;investieren massiv grundlage aufstieg wachstum bildungssystem;Politik und Ideologie
165;lassen infrastruktur lang verkommen bauen;Politik und Ideologie
166;stärke kraft sozial markt wirtschaft freihandel;wirtschaft
167;bringen verhältnis privat staat leistungsbereitschaft fördernd balance;wirtschaft
168;geben mittelstand selbstständig start-up raum erfolg kreativ lösung;Politik und Ideologie
169;ermutigen erschweren mission;wirtschaft
170;coronakrise deutschland wirtschaft fahrt verlieren;wirtschaft
171;trotz krise schnell wachstumskurs;wirtschaft
172;zukunftsfähig standort arbeitsplatz brauchen echt modernisierungsimpul- se;wirtschaft
173;frei demokrat setzen innovation kraft sozial marktwirtschaft agenda wachstum entlasten entfesseln investieren;wirtschaft
174;schnell hilfe negativ gewinnsteuer wirtschaftskrise   frei demokrat fordern kurzfristig liquidi tätshilfe direkt finanzamt auszahlen;wirtschaft
175;steuervorauszahlungen konto unternehmen abzu- buchen überweisen finanzamt negativ einkommen beziehungsweise körperschaftsteuer liquiditätssoforthilfe negativ gewinnsteuer;wirtschaft
176;bemessungsgrundlage dienen letzter steuerbescheid;Politik und Ideologie
177;schritt deutlich erweitert verlustverrechnung gewinn vergange ner künftig einführen;wirtschaft
178;sorgen   wirtschaftlich krisenzeit schnell unbürokratisch hilfe verhindern unnötig jobverlust insolvenz;wirtschaft
179;entfesselungspakt deutsch wirtschaft   frei demokrat fordern entfesselungspakt   deutsch wirtschaft maßnahme bürokratie- entlastung bündeln vorantreiben;Politik und Ideologie
180;stetig wachsend bürokratiedschungel belasten bürgerin   bürger deutsch unternehmen bremsen wirtschaftlich entwicklung;wirtschaft
181;initiative bürokratie   programm frei demokrat bundestagswahl   entlastungsgesetz iv strategie einheitlich ansprech partner   verlegung sozialversicherungsbei träge folgemonat gesamtstrategie bündeln;Politik und Ideologie
182;gelten schlanker vergabe register informationsbestimmung;Politik und Ideologie
183;belas tung geplant regelung doppelt umfang belastung abbauen one two out europäisch ebene;Politik und Ideologie
184;unternehmensteuerlast prozent senken   frei demokrat steuerlich belastung unternehmen oecd-durchschnitt organisation wirtschaftlich zusammenarbeit entwicklung   prozent senken;wirtschaft
185;ziel zug angestreb- ten harmonisierung unternehmensbesteuerung europa deutsch sonderweg gewerbesteuer beenden;Politik und Ideologie
186;finanzierung kommune grundlage stellen kommunal zuschlag eigen hebesatzrecht körperschaftsteuer zuvor abgesenkt ein kommensteuer hoch anteil kommune umsatzsteuer;wirtschaft
187;zudem gemeinsam usa global mindestbesteuerung unternehmen einsetzen;Politik und Ideologie
188;sorgen fairness wettbewerb international konzern aggressiv steuervermeidung betreiben mittelständler;Politik und Ideologie
189;forschung entwicklung steuerlich fördern   frei demokrat forschung entwicklung steuerlich stark fördern;wirtschaft
190;deutschland dauer- haft wohlstand sozial sicherheit gewährleisten unternehmen innovativ produkt dienstleistung entwickeln;wirtschaft
191;steuerrecht beitrag leisten rahmenbedingung bereitstellung wagniskapital verbessern;wirtschaft
192;schaffen gut bedingung start-up geben innovation chance;Politik und Ideologie
193;coronakrise zeigen stet wandel wirtschaft idee weg erfordern;wirtschaft
194;deutschland digitalisierung aufholen;Politik und Ideologie
195;brauchen steuerrecht innovativ unternehmen unterstützen;Politik und Ideologie
196;verbessert abschreibungsbedingung   frei demokrat abschreibungsbedingung verbessern;Politik und Ideologie
197;hierzu degressiv abschreibung afa beweglich wirtschaftsgüter verstetigen digital gut einheitlich verkürzt abschreibungsfrist höchstens festsetzen sofern sofortabschreibung betracht;wirtschaft
198;grenze so fortabschreibung geringwertig wirtschaftsgüter erhöhen;wirtschaft
199;investition wohnungsbau fördern linear abschreibung prozent erhöhen;Politik und Ideologie
200;mittelstand fläche halten langfristig sichern   frei demokrat insbesondere mittlerer unternehmen industrie handwerk handel ländlich region perspektive schaffen;wirtschaft
201;voraussetzung hierfür flächendeckend zukunftstauglich digital infrastruktur leistungsfähig ver- kehrswege stark dual bildungssystem;Politik und Ideologie
202;abwande rung überalterung fachkräftemangel setzen mittel stehen hart;Politik und Ideologie
203;brauchen modern ansatz insbesondere ländlich region;Politik und Ideologie
204;unser mittelstand hidde champion stärken;Politik und Ideologie
205;unternehmen erbgänge substanzbesteuerung gefährden lehnen verschärfung erbschaftsteuer wiedereinführung vermögensteuer;wirtschaft
206;marktwirtschaft wachstum corona-folg überwinden   frei demokrat fordern rückkehr marktwirt- schaftlich prinzip;wirtschaft
207;bedingt covid- -pandemie unverschuldet finanziell not geraten;wirtschaft
208;hilfsprogramm weg bringen weg nothilfe rettung schirme einzeln unternehmen lässt aufrecht erhalten;Politik und Ideologie
209;ineffizient verzerren wettbewerb reduzieren wettbewerbsfähigkeit innovationskraft bestehend betrieb gründerinn gründer;wirtschaft
210;wachsen marktmacht einzeln unter nehmen innovation hoch preis konsumentin konsument fehlanreiz unternehmen führen;wirtschaft
211;wettbewerb national international stärken insbesondere vermeiden unnötig verflechtung markt staatswirtschaft ent- stehen;wirtschaft
212;unterstützen maßnahme gleichmäßig unternehmen gelten wettbewerb verzer- ren tragend wirtschaftswachstum beitragen;wirtschaft
213;beteiligungsbremse staat anteil post telekom verkaufen   frei demokrat fordern beteiligungsbremse staat;Politik und Ideologie
214;unnötig staatlich beteiligung unternehmensanteil öffentlich daseinsvor sorge gehören verkaufen insbesondere post telekom;Politik und Ideologie
215;erlös digital infrastruktur investieren;Infrastruktur
216;staatlich beteiligung stark notwendigkeit überprüfen perspektivisch abbauen;Politik und Ideologie
217;beteiligung zulässig entsprechend reduzieren;Politik und Ideologie
218;programm frei demokrat bundestagswahl   europäisch wettbewerbsordnung   frei demokrat fair regelbasiert europäisch wettbewerbsordnung schützen stärken international standard setzen;Politik und Ideologie
219;gehören einsatz protektionismus europäisch binnenmarkt;Politik und Ideologie
220;eu-entsenderichtlinie verein- fachen deutsch arbeitnehmer-entsendegesetz entbürokratisi;Politik und Ideologie
221;brauchen insbesondere jung mittelständisch unternehmen gut wettbe werbsbedingungen bereich digitalwirtschaft;Politik und Ideologie
222;konzentration marktmacht etabliert unternehmen behindern echt wettbewerb innovation;wirtschaft
223;schaden insbesondere verbraucherin verbrau chern zukunftsfähigkeit standort;Politik und Ideologie
224;wen- entscheiden politisch förderung national champion;Bildung
225;derlei alleingäng innerhalb europäisch binnenmarkt bremsen innovation skalierbarkeit;Politik und Ideologie
226;senken letztlich wettbewerbsfähig keit europäisch unternehmen amerikanisch chinesisch konkurrenz;wirtschaft
227;sehen sozial markt wirtschaft lernend system modell öko nomisch friedensordnung europa;Politik und Ideologie
228;wirksame regulierung gatekeeper-unternehm   frei demokrat wirksam kontrolle unternehmen digitalwirtschaft schaffen zugang internet kontrollieren;wirtschaft
229;gatekeeper-unternehmen betreiber suchmaschine sozial netzwerk dominierend handelsplattform wettbewerbsbe dingung mittlerer unternehmen entscheidend beeinflussen speziell regulierung unterwerfen;wirtschaft
230;regulierung verhindern gatekeeper wettbewerb verzerren bei spielsweise suchergebniss begünstigen interoperabilität angebot anderer unterneh- men einschränken geschäftsdate partnerinn partner unlauter weise vorteil nutzen;wirtschaft
231;wirksam kontrolle global agierend gatekeeper-unternehm ebene national recht behörde eu-mitgliedstaat ausgehen;Politik und Ideologie
232;unterstützen plan schaffung digital markets act ebene europäisch union kartellrecht ergänzend europäisch regu lierung gatekeeper-unternehm schaffen;Politik und Ideologie
233;deutschland fürsprecher freihandel   frei demokrat deutschland international fürsprecher regelbasiert freihandel abschluss weit freihandelsabkommen vorantreiben;Politik und Ideologie
234;hierfür bundesregierung innerhalb europa welt protektionistisch tendenz entgegentreten aktiv führungsrolle handelsverträg investitionsabkommen fair investitionsbedingung einnehmen;Politik und Ideologie
235;institutionell verankerung regelbasiert freihandelsordnung vorantreiben;wirtschaft
236;handelspolitik nächster bundesregierung gewicht verleihen fordern staatsministerin staatsminister außenhandel;Politik und Ideologie
237;bundesministerium wirtschaft   energie zudem bundesministerium wirtschaft freihandel energie umbenennen;wirtschaft
238;handlungsfähigkeit europäisch union handel politik erhalten freihandelsabkommen ge- stalen eu-japan abkommen zustimmung europäisch parlament national regional parlament benötigen;Politik und Ideologie
239;eu weltweit marktverzerrun gen vorgehen stark subventioniert staatsunternehmen entstehen;wirtschaft
240;setzen zudem grundsatz reziprozität wonach unternehmen zugang europäisch markt umgekehrt fall;Politik und Ideologie
241;wto reformieren freihandel stärken   frei demokrat bewährt rahmen welthandelsorganisation wto weiterentwickeln;Politik und Ideologie
242;reformprozess transparent inklusiv;wirtschaft
243;national alleingäng willkürzöller nicht+tarifär han delshemmniss lehnen;wirtschaft
244;setzen blockade wto-streitbeilegung schnellstmöglich lösen;Politik und Ideologie
245;erfordern umfassend verhandlung rund interessenausgleich industrie schwelle entwicklungsland erreichen;wirtschaft
246;rahmen verhandlungsrunde evaluieren wto-regel praxis greifen;Bildung
247;wol- len subvention dumping überall bekämpfen praktik fair wettbewerb behindern;wirtschaft
248;aktuell betreffen insbesondere bau ver- kehrsmittel züg flugzeug schiff;Politik und Ideologie
249;gründung transatlantisch wirtschaftsraum   frei demokrat anlauf um fassend transatlantisch freihandelsabkommen transatlantisch wirtschaftsraum erreichen;Politik und Ideologie
250;blaupause eu-freihandelsabkommen kanada ceta lie fern abschließen deutschland ratifizieren;Politik und Ideologie
251;eu-freihandelsabkommen mercosur zügig abschließen ratifizieren;Politik und Ideologie
252;zukunftsbranche tourismus heimisch wirtschaft stärken   frei demokrat tourismuswirtschaft nach- haltig stärken;soziale Ursachen
253;nachhaltiges reise pandemie verstärkt fokus rücken;Klima
254;gestärkt bewusstsein soll- te nutzen tourismus nachhaltig weiterzuent- wickeln;Wissenschaft
255;brauchen pandemiefest krisenma   programm frei demokrat bundestagswahl   nagement tourismuswirtschaft zukunft stärken;Politik und Ideologie
256;tourismus strukturschwach region hinein wichtig wirtschaftsfaktor deutschland;wirtschaft
257;coronakrise vorher gesund branche million mitarbeiterin mitarbeiter schwer treffen;wirtschaft
258;zusätzlich stellen fachkräftemangel zahlreich bürokratie pflicht mittlerer unternehmen herausforderung;Politik und Ideologie
259;stark zukunftskonzept profitieren gesamt touristisch wertschöpfungskette   gastronomie einzelhandel dienstleistung;wirtschaft
260;setzen vielfalt ideologisch denkschrank;soziale Ursachen
261;reise individualverkehr innovation ökologisch;Klima
262;motor fungieren ausbau digitalisierung;Politik und Ideologie
263;breitbandversorgung bleiben wachsend online-reisemarkt reiseinnovatio nen abhängen;wirtschaft
264;anreiz investition schaffen überflüssig bürokratie abschaffen;wirtschaft
265;deutschland gehören steuer sozialabgabe welt spitze;wirtschaft
266;frei demokrat balance privat staat wiederherstellen seriös haushaltspolitik aufgeben;wirtschaft
267;fordern grundlegend umdenken steuerpolitik bürgerin bürger spürbar entlasten unabdingbar voraussetzung impuls wirtschaftlich erholung unser land schaffen;wirtschaft
268;wichtig punkt agenda wachstum wachs tum gelingen folge coronapandemie überwinden;wirtschaft
269;stehen solide investitions- orientiert haushaltspolitik grundgesetz veranker- ten schuldenbremse;wirtschaft
270;generation heraus forderung finanzpolitisch spielraum verfügen gerecht;Politik und Ideologie
271;abgabenquote prozent senken;wirtschaft
272;frei demokrat trendwende abgabenquote erreichen abgabenbelastung arbeitnehmer arbeitgeber pro zent senken;wirtschaft
273;angela merkel bundeskanzlerin steigen abgabenquote steuerquote plus sozialbeitragsquote deutschland prozent amtsantritt liegen prozent;Politik und Ideologie
274;frei demokrat irrweg verlassen leistungsträgerinn leistungsträger unser land hö here abgabe hindern unser wohlstand sichern;wirtschaft
275;schwung zielgerichtet entlastung   frei demokrat wirtschaft fördern steuerrecht gezielt impuls setzen   bürgerin bürger entlasten unternehmen perspektive eröffnen nachhaltig wirtschaftswachs tum ermöglichen;wirtschaft
276;deutschland nehmen steuer belastung bürgerin bürger unternehmen inzwischen weltweit spitzenplatz industrie nation;wirtschaft
277;schaden standort deutschland verhindern notwendig investition;wirtschaft
278;chancentarif mittelstandsbauch   frei demokrat einkommensteuertarif sogenannter mittelstandsbauch vollständig abschaffen leistungsgerechter linear chancentarif gestalten;wirtschaft
279;abschaffung schritt   erreichen;Politik und Ideologie
280;steigen steuerlast mittlerer einkommen schnell;wirtschaft
281;  klar durchschnittsverdienerin durchschnittsverdiener fast hoch steuersatz zahlen;wirtschaft
282;leistungsfeindlich ungerecht;wirtschaft
283;umso wichtig bürgerin bürger deutsch land steuer abgabe nachhaltig deutlich entlasten;wirtschaft
284;lehnen verschärfung erbschaftsteuer;Politik und Ideologie
285;tarif räd automatisch steuererhöhung verhindern   frei demokrat einkommensteuertarif ändern staat lang quasi automatisch steuererhöhung profitieren;wirtschaft
286;fordern regel-   deutschland gehören steuer sozialabgabe weltspitze;wirtschaft
287;frei demokrat balance privat staat wiederher- stellen seriös haus haltspolitik aufgeben;soziale Ursachen
288;fordern grundlegend umdenken steuerpolitik bürgerin nen bürger spürbar entlasten unabdingbar vorausset zung impuls wirtschaftlich erholung unser land schaffen;wirtschaft
289;lohnsteuer solidaritätszuschlag   durchschnittliches bruttojahres einkommen   +   +   beziehen doppelverdienerhaushalte quelle oecd;wirtschaft
290;gehaltserhöhung greifen staat hälfte;wirtschaft
291;leistungsfeindlich ungerecht;wirtschaft
292;brauchen fairness steuer;Politik und Ideologie
293;spitzensteuersatz spitzenverdiener   frei demokrat fair tarif einkommensteuer chancentarif;wirtschaft
294;spitzensteuersatz schrittweise rechts verschieben ziel einkommen euro greifen;wirtschaft
295;steuertarif steuerzah lerinnen steuerzahler zusätzlich strecken;wirtschaft
296;belastung arbeitnehmerin arbeitnehmer deutschland mittlerweile oecd- staat organisation wirtschaftlich zusammenarbeit entwicklung;wirtschaft
297;steuerpflichtig fache durch- schnittlich bruttogehalt arbeitnehmer deutschland erhalten zahlen momentan spitzensteuersatz;wirtschaft
298;liegen wert fach;wirtschaft
299;  programm frei demokrat bundestagswahl   mäßig anpassung steuertarif einschließlich frei- betrag freigrenz pauschbetrag entwicklung gehälter preis;wirtschaft
300;tarif rad stellen;wirtschaft
301;regelmäßig korrektur einkommen steuertarifs steuerzahlerinn steuerzahler kommend erheblich mehrbelastung tragen;wirtschaft
302;solidaritätszuschlag versprechen komplett abschaffen   frei demokrat solidaritätszuschlag komplett abschaffen;soziale Ursachen
303;solidaritätszuschlag bleiben dauer angelegt sondersteuer;Politik und Ideologie
304;laufen solidarpakt;Politik und Ideologie
305;erhebung solidaritäts- zuschlags rechtfertigen;Politik und Ideologie
306;anhaltend erhebung wiederherstellung deut sch einheit verspielen politik vertrauen bürgerin nen bürger;Politik und Ideologie
307;abschaffung solidaritätszuschlag   frage politisch glaubwürdigkeit;Politik und Ideologie
308;zuletzt hierbei entlastung betrof- fen mittelständisch unternehmen;Politik und Ideologie
309;abschaffung wirtschaft arbeitsmarktpolitik;wirtschaft
310;substanzbesteuerung   frei demokrat lehnen einmalig vermögen abgabe wiederbelebung vermö gensteuer;wirtschaft
311;beide mittelständisch geprägt wirtschaft hemmschuh bekämpfung wirtschaftlich folge coronapandemie unternehmen liquidität unabhängig ertragslage entziehen;wirtschaft
312;erbschaftsteuer hinblick   einzeln bürgerin jeder einzeln bürger erreichen freiwillig angabe finanz amt easy tax freiwillig bleiben;wirtschaft
313;ziel steuerbescheid fall innerhalb weniger geben;Politik und Ideologie
314;bagatell lenkungssteuer abschaffen   frei demokrat überflüssig bagatell lenkungssteuer schaumwein zwischenerzeug nissteuer biersteuer kaffeesteuer abschaffen;Politik und Ideologie
315;beibehaltung steuer verursachen bürokratie;Politik und Ideologie
316;stehen gering einnahme;wirtschaft
317;frei demokrat fair tarif einkommensteuer chancentarif;wirtschaft
318;spitzensteuersatz schrittweise rechts verschieben ziel einkommen euro greifen;wirtschaft
319;steuertarif steuer zahlerinn steuerzahler zusätzlich strecken;wirtschaft
320;einkommen gelten   spitz steuersatz   durchschnittlich bruttolöhne -gehalt arbeitnehmer   quelle bundesministerium finanz statistisch bundesamt;wirtschaft
321;administrierbarkeit zusamme hang erhebung ergebend verhältnis kosten nutzen überprüfen;Politik und Ideologie
322;easy tax einfach steuererklärung   frei demokrat easy tax einführen vor ausgefüllt steuererklärung umfassend digital service steuerzahlerinn steuerzahler;Politik und Ideologie
323;besteuerungsverfahren umfangreich innovati-   ve lösung setzen;Politik und Ideologie
324;arbeitnehmerin arbeitnehmer rentnerin rentner easy tax vollständig steuererklärung finanz amt vorbereiten betroffener bestätigen;wirtschaft
325;kontrolle verarbeitet datum angabe zusätzlich pflichtangabe finanzbehörde erhalten steuer pflichtigen angemessen frist;wirtschaft
326;selbstverständlich einklang prinzip datensouveränität je   programm frei demokrat bundestagswahl   steuerlich erleichterung homeoffice   frei demokrat arbeitgeber arbeitnehmer vereinbart homeoffice erhöht werbungskostenpauschale gewähren;wirtschaft
327;arbeitgeber gestellt büroausstattung arbeitnehmer steuerfrei nutzen;wirtschaft
328;hinaus interesse rechtssicherheit rechtlich rahmen homeoffi- ce-arbeit tatsächlich gegebenheit angepasst mobil arbeitsplatz geltend vorschrift angegli chen;wirtschaft
329;doppelbesteuerung rente verhindern   frei demokrat doppelbesteuerung rente verhindern beweislastumkehr zugunsten steuerpflichtige einführen;Politik und Ideologie
330;gelten rente bezieherinn rentenbezieher selbst ständig gefahr doppelbesteuerung     groß;Politik und Ideologie
