;text;topic
58;eeeeeeeenn;wirtschaft
59;gesundheitsschutz jugendschutz entkrimi nalisierung bestimmen drogenpolitik;wirtschaft
60;naturrespektieren;wirtschaft
61;souverän europa welt;Politik und Ideologie
62;solidaritätstärk;soziale Ursachen
63;sozial-ökologisch wirtschaften;wirtschaft
64;demokratie erweitern;Politik und Ideologie
65;europäisch nachbarschafte pflegen;Politik und Ideologie
66;frieden sichern;wirtschaft
67;eeenenn;wirtschaft
68;zukunft respekt solidarisch europa leitgedanke neu jahrzehnt;Politik und Ideologie
69;seite >;wirtschaft
70;sozial politik zukunftsprogramm spd;wirtschaft
71;kapitel;wirtschaft
72;zukunft;Politik und Ideologie
73;respekt;wirtschaft
74;europa;Politik und Ideologie
75;anfang jahrzehnt   jahrhundert stehen deutschland europa welt gewaltig aufgabe;Politik und Ideologie
76;corona-krise drängend frage teils überlageren teils stark fokus rücken   gelingen arbeit wohlstand sichern vollbeschäftigung sorgen;wirtschaft
77;finden mensch arbeit bleiben;wirtschaft
78;überwinden wachsend ungleichheit;Politik und Ideologie
79;nehmen hoch einkommen perspektive sichern last risiko schulter der liegen wehren;wirtschaft
80;gelingen leben wirtschaften verändern menschenge macht klimawandel aufhalten;soziale Ursachen
81;nehmen gestaltung digital wandel demokratisch gesellschaft hand bleiben entwicklung digital welt weniger technologiekon zern diktieren;Gesundheit
82;sorge gleich teilhabe zusammenhalt;soziale Ursachen
83;nehmen gesellschaft auseinanderdriftet populist nationalist leicht spiel;Politik und Ideologie
84;jahrzehnt beginnen herausforderung corona-pandemie;Politik und Ideologie
85;bürger*in- nen unternehmen bedeuten krise hart einschränkung;Politik und Ideologie
86;umso bemerkenswert bereitschaft solidarität üben schützen einschnitt persönlich freiheit akzeptieren;Politik und Ideologie
87;nächster monat rückkehr normalität ermöglichen be- schränkungen öffentlich privat leben zug zug überwinden;Politik und Ideologie
88;corona begleiten;wirtschaft
89;viele;wirtschaft
90;erfahrung krise kollek- tiv gedächtnis einschreiben;Gesundheit
91;erfahren persönlich begegnung dauer ersetzen;Politik und Ideologie
92;ha- ben lernen digital zusammenarbeiten kommunizieren;wirtschaft
93;mittlerweile erkennen unabdingbar arbeit vieler mensch täglich leben überleben wertschätzung bezah lung sicherheit bekommen verdienen;wirtschaft
94;eindringlich bestätigen familie krisenfe verlässlich infrastruktur bildung betreuung angebot kind jugendarbeit anweisen;wirtschaft
95;krise überwinden brauchen gemeinsam anstrengung;Politik und Ideologie
96;neu mut wachsen aufgabe zuversichtlich angehen;Politik und Ideologie
97;sichern ausbauen erarbeiten klimawandel bewältigen arbeit schaffen chance last gerecht verteilen gesellschaft zusam- menhalt gefahr spaltung begegnen;Klima
98;sozialdemokrat*innen entschließen aufgabe bewältigen;Politik und Ideologie
99;meister bürger*inne unser land einen bedürfnis respekt zusammenhalt zuversicht sicher zukunft deutschland europa;Politik und Ideologie
100;zuversicht entstehen vertrauen einfluss nehmen wohin leben wohin gesellschaft entwickeln;Wissenschaft
101;bürger*innen mitbestimmen richtung  ;Politik und Ideologie
102;spürbar gewachsen bewusstsein ökologisch verant wortung dringend sorge schwindend zusammenhalt wachsend kritik ungleichheit gesellschaft;soziale Ursachen
103;spd-parteivorstand seite >;wirtschaft
104;sozial politik zukunftsprogramm spd;wirtschaft
105;kapitel;wirtschaft
106;corona-krise überaus deutlich gewinnmaximierung kosten- minimierung maß ding;Politik und Ideologie
107;wirtschaft gesundheitssystem bildungssystem justiz wichtig bereich kante nähen;soziale Ursachen
108;gesellschaft stabil widrig umstand krisenhaft situation;wirtschaft
109;dransetzen bleiben;wirtschaft
110;stabilität verdanken beeindruckend solidarität demo- kratisch grundwert gesellschaft;Politik und Ideologie
111;akzeptanz begeisterung neu respekt demokratisch institution entstehen transparenz beteiligung;Politik und Ideologie
112;zusammenhalt gesellschaft respekt verschiedenheit mensch lebensentwurf wichtig grundlage;soziale Ursachen
113;vielfalt unschätzbar gewinn wer- sorgen bereich gesellschaft unser parlament format beteiligung angemessen widerspiegeln;soziale Ursachen
114;deutschland vergleich land wirtschaftlich;wirtschaft
115;gelten fehlen gewissheit;wirtschaft
116;politik beitragen ungleichheit überwinden sicherheit wandel garantieren zuversicht entstehen;wirtschaft
117;zukunft sichern   kurz blick zukunft spätestens klimaneutral wirtschaften;Politik und Ideologie
118;windkraft sonne energiequelle unterstützen sauber wasserstoffwirtschaft;Klima
119;öf fentlich gebäude schule supermarkt beziehen solarstrom klimafreundlich unter nehmertum finanziell belohnen;wirtschaft
120;sehen jahrhundertaufgabe riesig potenzial sicher arbeitsplatz;wirtschaft
121;deutschland erfolgreich exporteur umweltfreundlich tech nologien gelingen produktionsprozeß nachhaltig r jahrzehnt erneuerbar energie;wirtschaft
122;sozial-ökologisch umbau wirtschaft meistern wirtschaftlich erfolg zu- künftig bruttoinlandsprodukt messen wohlergehen gesamt ge sellschaft natur;wirtschaft
123;richten politik nachhaltigkeitsziel vereint na tion sdg deutsch nachhaltigkeitsstrategie weiterentwickeln;soziale Ursachen
124;staat maßgeblich impuls klug spielregel sozial technisch innovatio n hervorbringen förderung wissenschaft forschung massiv stetig investition modern infrastruktur aktiv förderung region wandel beteiligung bürger*inne beschäftigter besonderer;wirtschaft
125;wer arbeitsplatz zukunftsfähig arbeitsplatz schaffen;wirtschaft
126;sichern einkom- men perspektive;wirtschaft
127;sozial-ökologisch gesellschaftsvertrag sorgen wandel abhängen;wirtschaft
128;spd-parteivorstand seite >;wirtschaft
129;sozial politik zukunftsprogramm spd;wirtschaft
130;kapitel;wirtschaft
131;respekt erneuern   corona-krise deutschland auge führen unser alltag arbeit angewiesen einkommen bislang knapp leben reichen;Politik und Ideologie
132;kassierer*innen supermarkt busfahrer*inn reinigungskraft pflegekraft erzieher*in verdienen anerkennung gut einkommen arbeitsbe dingunge niederschlagen;wirtschaft
133;kämpfen;wirtschaft
134;wertvoll funktionierend sozialstaat corona-krise erleben;wirtschaft
135;be- mühen wirtschaftlich sozial folge krise bestmöglich verschieden maßnahme abmildern tragfähig kurzarbeitergeld;wirtschaft
136;erkennbar gesellschaft;wirtschaft
137;vollendet gleich stellung mann frau zeigen unvermittelt alt rollenmodelle zurückversetzen sehen;Politik und Ideologie
138;unzureichend absicherung künstler*inn selbstständig überteuert wohnung ballungszent ren mangelnd infrastruktur ländlich raum;Politik und Ideologie
139;respekt bürger*inne gleich verwirkli chungschance sicher leben;Politik und Ideologie
140;wohnung kita-platz zugang kosten- los bildung mobilität kultur sport schnell internetanschluss zugang wissen welt verlässlich digital dienst aktiv zivilgesellschaft gesundheitsversorgung mitbestimmung arbeitsleben sicher rente pflege alter sozial grundrecht voraussetzung stabilität familie gesellschaft;wirtschaft
141;treten gesellschaft gegenseitig respekt tragen;wirtschaft
142;gesell- schaft frei vorurteil bürger*inne gleichermaßen respektieren;soziale Ursachen
143;schuld ein ander respekt egal eine”*r studieren deutschland woanders osten westen gebären weiblich männlich divers jung alt arm reich behinderung;wirtschaft
144;wertschätzung jeder einzelner unterschied;soziale Ursachen
145;gesellschaft zusammenhalt stellen hass hetze jedweder art ausgrenzung diskriminierung erstarken rechtsex- trem kraft entschiedenheit entgegen;soziale Ursachen
146;gleichwertig lebensverhältnis deutschland schaffen;Politik und Ideologie
147;gehören deutsch einheit vollenden ungleichgewicht metropole peripherie traditionell industrieregion boom-zon stadt land reduzieren;Politik und Ideologie
148;zeigen herausforderung gesellschaftlich transforma- tionsprozesse strukturwandel;Politik und Ideologie
149;respekt anerkennung spezi- fisch ostdeutsch lebenserfahrung lebensleistung zentral vertrauen demokratie stärken;Politik und Ideologie
150;ziel sichtbarkeit ostdeutsche bereich erhöhen;Politik und Ideologie
151;spd-parteivorstand seite >;wirtschaft
152;sozial politik zukunftsprogramm spd;wirtschaft
153;kapitel;wirtschaft
154;europa stärken   grenzenlos reisen arbeiten studieren leben;Politik und Ideologie
155;europäisch union eu leben million mensch prägen möglichkeit freiheit eröffnen unermess- lich wert kulturell vielfalt gesellschaft erlebbar;Politik und Ideologie
156;ge zeigen gemeinsam erreichen;wirtschaft
157;zukunft ankommen;Politik und Ideologie
158;global wettbewerb geprägt umfeld europäisch wert interesse behaupten europa innen einen außen handlungsfähig;Politik und Ideologie
159;freiheit rechtstaatlichkeit europa schützen eu modern demokratie welt;Politik und Ideologie
160;europa klimaschutz vorreiter;Klima
161;digital souverän europa basis wertebasiert digital wirtschaft;Politik und Ideologie
162;investition gemeinsam wirtschaft innovationskraft stärken europa modern sozialst nachhaltig wettbewerbsfähig wirtschaftsraum welt sichern grundlage unser wohlstand;wirtschaft
163;schaffen voraussetzung souverän europa sozial gerechtigkeit wohlstand menschenrecht stehen schließen gerecht friedlich nachhaltig welt einsetzen;Politik und Ideologie
164;miteinander humanitär solidarisch flüchtlingspolitik gewährleisten;soziale Ursachen
165;demokratie freiheit rechtsstaatlichkeit fundament gemeinschaft;Politik und Ideologie
166;wer- zulassen nationalistisch hass populistisch hetze europa spalten;Politik und Ideologie
167;ernst europäisch solidarität;Politik und Ideologie
168;beginn pandemie schnell kraftvoll handeln groß wiederaufbaufond geschichte europäisch union weg bringen solidarleistung sozial folge corona-krise ab milderen gleichzeitig sozial-ökologisch wandel vorantreiben innovation fördern;Politik und Ideologie
169;europa bekommen weltweit anerkennung;Politik und Ideologie
170;basis neu vertrauen europa aufbauen wirtschaftlich politisch spaltung eu verhindern;Politik und Ideologie
171;zusammenhalt wählen   viele erreichen regierungskoalition;Politik und Ideologie
172;erfolg tragen erkennbar sozial demokratisch handschrift;wirtschaft
173;zählen verlängerung erhöhung kurzarbeiter- geld corona-kinderbonus erhöhung kinderzuschlag geld kita-ausbau ausgestaltung corona-konjunkturpaket schwerpunkt wirt- schaftlich stabilisierung sozial sicherung ökologisch transformation deutlich einschränkung werkvertrag leiharbeit fleischindustrie;wirtschaft
174;grundrente mindestausbildungsvergütung brückenteilzeit abschaffung soli zuschlag niedrig mittlerer einkommen durchsetzen;wirtschaft
175;anstehend bundestagswahl richtungsfrag;Politik und Ideologie
176;sozialstaat abbauen sozialleistung kürzen;wirtschaft
177;setzen konzept sozialstaat entgegen ermöglichen wandel meistern kommend krise trotzen;wirtschaft
178;krise ansparen lebensbereich gesetz markt unterwerfen setzen zentral zukunftsmission konkret investitionsschwer punkt entgegen;wirtschaft
179;streben gegenseitig respekt deutschland europa welt werben programm;Politik und Ideologie
180;spd-parteivorstand seite >;wirtschaft
181;sozial politik;wirtschaft
182;sozial politik zukunftsprogramm spd;wirtschaft
183;kapitel;wirtschaft
184;lebenswerte zukunft   sehen;Politik und Ideologie
185;sehen viele;wirtschaft
186;sehen entwicklung ändern stoppen zukunft;Gesundheit
187;welt unser wohlstand sichern erhalten ausbauen klima umwelt schützen;Klima
188;ermöglichen bürger*inner sicher leben entfalten;soziale Ursachen
189;bürger*inne eindruck staatlich handeln reparaturbetrieb gleichen;wirtschaft
190;mal schraube drehen mal;Politik und Ideologie
191;politisch klein klein überwinden;soziale Ursachen
192;bewältigung zukunftsaufgabe;Politik und Ideologie
193;benennen zukunftsmissioner zentral bedeutung;Politik und Ideologie
194;gelten kampf klimawandel zukunft mobilität digitalisierung gesundheitssystem;Klima
195;zukunftsmissioner anpacken wirt- schaft modernisieren high-tech schlüsselbranche fördern lebensgrundla gen erhalten arbeitsplatz zukunft schaffen;wirtschaft
196;umsetzung mission brauchen hoch niveau öffentlich investition sozial-ökologisch ausgerichtet wirtschaft finanzpolitik;wirtschaft
197;mission zu sammenwirken gewerkschaft wissenschaft wirtschaft zivilgesellschaft voranbringen klimafreundlich infrastrukturausbau grundlage gesamtgesellschaft- lich infrastrukturkonsens gestalten;Politik und Ideologie
198;zeigen anspruch modern kooperativ regieren;wirtschaft
199;zukunftsmission |;Politik und Ideologie
200;klimaneutrales deutschland   klimawandel stoppen menschheitsaufgabe;Klima
201;politik richten klimaabkommen paris global erderwärmung möglichst grad celsius begrenzen;wirtschaft
202;ziel setzen deutschland spätestens komplett klimaneutral;Klima
203;klimaschutzgesetz sorgen klimaab konkret bieten wirkungsvoll kontrollmechanismus erreichung klimaziel;Klima
204;einklang europäisch klimaziel minderungzsziel deutlich anheben minderungs- ziel festschreiben;Politik und Ideologie
205;ziel praktisch politik umsetzen;wirtschaft
206;ausstieg atom energie nächster jahr vollziehen;Gesundheit
207;kohleausstieg beschlossen sache;Klima
208;gelten schnell ausbau stromerzeugung erneuerbar energie erfolgen schnell nötig stromleitung verteilnetze bauen desto eher fossil energieträger verzichten;Politik und Ideologie
209;wahlperiode ausstieg auf gleis setzen umfassend strukturhilfe verbinden zügig umsetzen;Politik und Ideologie
210;his torisch entscheidung;Politik und Ideologie
211;arbeitsmarkt stark industriell basis um- bau stark hervorgehen gezielt infrastruktur innovation investie ren;wirtschaft
212;zukunftsmission klimaneutral deutschland jobmotor;Politik und Ideologie
213;rahmen klimapolitik grundlage schaffen bewältigung klimawandel anpacken chance profitieren nachsehen gering einfluss co:-bilanz;Klima
214;spd-parteivorstand seite >;wirtschaft
215;sozial politik zukunftsprogramm spd;wirtschaft
216;kapitel;wirtschaft
217;ziel leben arbeit wirtschaft spätestens negativ auswirkung klima;wirtschaft
218;energieversorgung deutschland basieren vollständig erneu- erbar energie gebäude effizient erneuerbar energie beheizen;Klima
219;industrie weltmarkt weiterhin führend co>-neutral produzieren   technologie exportieren klimaneutral welt brauchen;wirtschaft
220;sichern arbeitsplatz zukunft erreichen gleichzeitig ökologisch ziel;wirtschaft
221;klimaschutz sozial aufgabe nächster jahrzehnt;Klima
222;deutschland spätestens treibhausgasneutral leben arbeiten wirtschaft   sorgen unser strom spätestens voll ständig erneuerbar energie beziehen;Politik und Ideologie
223;strombedarf kommend jahrzehnt deutlich steigen anstatt fossil energieträger deutlich strom verkehr industrie einsetzen;wirtschaft
224;brauchen jährlich ungefähr;Politik und Ideologie
225;twh strom zusätzlich entsprechen stromverbrauch hamburg;Politik und Ideologie
226;brauchen jahrzehnt entschlossen ausbau erneuerbar energie;Politik und Ideologie
227;richtig entscheidung treffen ausbau erneuerbar energie digitalisierung stromnetze steigerung energieeffizienz aufbau speicher- technologie wasserstoffproduktion transportnetz investition klimafreundlich produktionsprozeß industrie modernisierung wohngebäu- fabrik schule;Klima
228;erneuerbarer strom sektor einsetzen;Klima
229;direkt elektrifizierung sinnvoll menge wasserstoff erneuerbar energie benötigen;Politik und Ideologie
230;wasser stoff stoßen verbrennung keinerlei treibhausgas speicherbar;Politik und Ideologie
231;reichlich vorhanden lässt aufspaltung wasser sauerstoff wasserstoff erzeu- gen;Politik und Ideologie
232;sauber wasserstoff großindustriell hergestellt maßstab klimaneutralität erreichen;Klima
233;brauchen tempo ausbau stromnetze bahnstreck wasserstoffleitung ladesäul elektroauto;Politik und Ideologie
234;ausbau infrastruktur bedarf vorausgehen;Politik und Ideologie
235;planung aufbau nachhaltig infrastruktur;Politik und Ideologie
236;hinausreich;Politik und Ideologie
237;massiv ausbau erneuerbar energie beteiligung bürger*in- nen ort beispielsweise energiegenossenschaft herzstück klima schutz- energiepolitik;Klima
238;zukunftspakt bund land kommune kommunal spitzenverband vereinbaren verbindlich ausbauziel erneuerbar energie sonne wind geother mie;Politik und Ideologie
239;energiewende ort win-win-situation laden bürger*innen gemeinde mitmachen mieterstrom gemeinschaftlich eigenver sorgung stärken kommunal beteiligungsmodell ausweiten nachhaltig stromanleihe auflegen;Politik und Ideologie
240;klar verantwortung zukunft mensch bran- chen region tragen;soziale Ursachen
241;gelten beschließen strukturhilfe ausstieg betroffen bergbauregion hinaus;Politik und Ideologie
242;verlässlich unterstützung aufbau neu wertschöpfung zukunftsfähig arbeitsplatz oberer priorität wiedernutzbarmachung nachsorge bergbaulich fläche;wirtschaft
243;sorgen geeignet dach solaranlage bekommen;Wissenschaft
244;schritt sorgen öffentlich gebäude gewerblich neubau solar-strom erzeugen;Politik und Ideologie
245;ziel solaranlage supermarkt schule rathaus;wirtschaft
246;innovativ form erneuerbar stromerzeugung integriert photovoltaik gebäudehülle landwirtschaftlich fläche gezielt fördern strategisch energiepartnerschaft aufbauen;Politik und Ideologie
247;umstieg erneuerbar energie energie effizient nutzen;Klima
248;energieeffizienzziel -standards weiterentwickeln;Klima
249;spd-parteivorstand seite >;wirtschaft
250;sozial politik zukunftsprogramm spd;wirtschaft
251;kapitel;wirtschaft
252;anfang gelten zug national emissionshandel co:-preis;wirtschaft
253;kombination maßnahme umweltbonus kauf elektroauto förderprogram- men heizungstausch sorgen klimafreundlich alternative attraktiv;Klima
254;einsatz erneuerbar energie verkehr gebäudewärme unterstützen sek torenkopplung eeg-umlage bestehend form abschaffen bundeshaushalt finanzieren;Politik und Ideologie
255;dienen einnahme co:-bepreisung;wirtschaft
256;maßnahme leisten beitrag sozial gerecht finanzierung energiewende stromrechnung deutlich sinken;wirtschaft
257;sorgen bürger*innen   niedrig einkommen hintertreffen geraten;wirtschaft
258;ansteigen co:-preises sozial gerecht ausgleichsmaßnahme sorgen;wirtschaft
259;pro-kopf-bonus   prüfen;wirtschaft
260;gebäudesektor schrittweise coneutral;Klima
261;co:-preis investition lenken vermieter*inn modernisierung motivieren;wirtschaft
262;be stands-mietwohnungsbau;Politik und Ideologie
263;ziel millio nen haus innovativ heiz energiesystem z;Gesundheit
264;wärmepumpe versorgen;wirtschaft
265;gesetzlich regelung schaffen co:-preis vermieter*inn tragen;Politik und Ideologie
266;orientieren ziel warmmieten-neutralität;wirtschaft
267;investi- tion wärmenetz quartierskonzept staatlich fördern;wirtschaft
268;langfristig angelegt industriestrategie planungssicherheit sozial ökologisch umbau wirtschaft schaffen;wirtschaft
269;industriestrategie verbindung european green deal gesamteuropäisch lösung einbetten;Politik und Ideologie
270;umstieg klimaschonend produktionsprozeß direkt investitionsför derung staatlich unterstützen derzeitig hoch kosten klimaschonend techno logien ausgleichen klima- umweltschädlich subvention abbauen;wirtschaft
271;markt umweltfreundlich ausgangsmateriali schaffen;Politik und Ideologie
272;öffentlich hand bauherr straße gebäude schrittweise aus schließlich klimaneutral grundmaterialie bau beschaffen;Politik und Ideologie
273;industrie sichern verlagerung produktion emission ausland maßgeschneidert instrument unattraktiv;wirtschaft
274;sorgen unternehmen international wettbewerb stehen industriestrompreis wettbewerbsfähig;wirtschaft
275;ressource lang verschwenderisch umgehen;wirtschaft
276;wirt schaft kreislaufwirtschaft umbauen;soziale Ursachen
277;menge abfall deutschland produzieren deutlich;Politik und Ideologie
278;recycling rohstoffsicherungskonzept erarbeiten sicher lieferung umweltfreundlich produktion nötig rohstoff gewährleisten;wirtschaft
279;schlüsselindustrie weg klimaneutralität unterstützen konkret transformationsziel entwickeln fördern;Klima
280;deutschland leitmarkt wasserstofftechnologien klimaneutral erzeugung stahl co:-arm pkw lkw schiff flugverkehr;wirtschaft
281;spd-parteivorstand seite >;wirtschaft
282;sozial politik zukunftsprogramm spd;wirtschaft
283;kapitel;wirtschaft
284;zukunftsmission il;Politik und Ideologie
285;modernstes mobilitätssystem europas   bürger*inne schnell zuverlässig klimafreundlich b gelangen;Politik und Ideologie
286;denken mobilität neu nachhaltig bezahlbar barrierefrei verlässlich;soziale Ursachen
287;bürger*inne steigen bus bahn rad;Infrastruktur
288;dennoch bleiben auto mensch wichtig;Politik und Ideologie
289;schadstoffausstoß null reduzieren;Politik und Ideologie
290;mission klimaneutral mobilität;Klima
291;verkehrswende voranbringen modern klimafreundlichste mobilitätssystem europa aufbauen;Politik und Ideologie
292;gesamtstaatlich aufgabe bundes- regierung beitrag leisten land kommune pflicht nehmen;Politik und Ideologie
293;ziel mobilitätsgarantie jede*r bürger*in stadt land wohnortnah anschluss öffentlich verkehr;Infrastruktur
294;nutzen möglichkeit digitalisierung mobilitätsdienstleistung vernetzt mobilitätsangebot digital plattform nutzbar;wirtschaft
295;modell euro-ticket modellprojekt ticketfrei nahverkehr unterstützen;Politik und Ideologie
296;mobilitätsplan weg bringen öffentlich personennah verkehr schienenverkehr neu niveau bringen;Politik und Ideologie
297;bund austauschpro- gramm beitrag leisten bus bahn kommune klimaneutral fahren vorhanden flotte modernisieren;Politik und Ideologie
298;förderprogramm geändert straßenverkehrsrecht kommune unterstützen stadt fläche öffentlich verkehr fußgänger*inn radfahrer*in schaffen;Infrastruktur
299;straßenverkehr sinn vision zero sicher insbesondere rad fahrer*inne;Klima
300;knotenpunkt einrichtung barrierefrei mobilitätsstation nachhal- tig urban mobilität fördern möglichst auto umweltfreundlich verkehr umsteigen;Politik und Ideologie
301;national leitstelle mobilität einrichten erarbeitung regional mobilitätsplan unterstützen frühzeitig beteiligung ort sicherstellen;wirtschaft
302;schienenverkehr schwerpunkt verkehrspolitisch agenda;soziale Ursachen
303;bahnfahren in nereuropäisch günstig attraktiv fliegen;Politik und Ideologie
304;rasch deutschlandtakt umsetzen europatakt aufbauen;Politik und Ideologie
305;hierfür investieren aus neu bau schienennetz lärmschutz ausbau attraktivitätssteigerung bahnhof;Politik und Ideologie
306;ziel großstadt an fernverkehrsnetz anschließen schnell zug nachtzugverbindunga nachbarland etablieren;Infrastruktur
307;attraktivität nahverkehr verbessern investition angebot qualität zug busse reaktivierung alt bahnstreck;wirtschaft
308;eng verlässlich taktung komfortabl zug flächendeckend w-lan reser vierungsmöglichkeit sitzplatz ermöglichen;Politik und Ideologie
309;mindestens prozent schienennetz elektrifizieren schiene digitalisieren elektrifiziert strecke verbindlich nutzung einsatz wasserstoffbetrieben zug unterstützen;wirtschaft
310;deutsch bahn garant verläss- lich mobilität;Politik und Ideologie
311;integriert konzern öffentlich eigentum erhalten;wirtschaft
312;verpflichtung tariftreue personalübergang beschäftigter betreiberwech sel gewährleistung arbeitsbedingung vergaberecht sorgen fairness markt mobilitätsdienstleistung;wirtschaft
313;spd-parteivorstand seite >;wirtschaft
314;sozial politik zukunftsprogramm spd;wirtschaft
315;kapitel;wirtschaft
316;deutsch bahn kerngeschäft transport person gut schiene konzentrieren gemeinwohlorientiert ziel ausrichten;Politik und Ideologie
317;schie nengüterverkehr ausbauen modernisieren;Politik und Ideologie
318;erneuerung digitalisierung loks waggon investieren;Politik und Ideologie
319;kostennachteil schiene straße parallel kapazitätsaufbau schienengüterverkehr verringern;wirtschaft
320;potenzial wasserstraße stark nutzen güterverkehr lkw umweltfreundlich binnenschifffahrt verlagern;Klima
321;zukunft gehören elektrisch antriebe;Politik und Ideologie
322;entwicklung aktiv gestalten automobilindustrie leitindustrie bleiben zukunft mittel- ständisch zulieferer arbeitsplatz sichern;wirtschaft
323;elektrifizierung verkehr massiv voranbringen;Politik und Ideologie
324;mindestens million pkw deutschland voll elektrisch fahren;Politik und Ideologie
325;deutschland zentrum batteriezellenfertigung recycling ge braucht batterie;Politik und Ideologie
326;schwerlastverkehr wasserstoff-brennstoffzelle wichtig rolle spielen;Klima
327;forschung hierzu unterstützen;Wissenschaft
328;unterstützen automobil-zulieferindustrie umstellung produktionsprozess erschlie ßung neu geschäftsfeld;wirtschaft
329;gemeinsam sozialpartner lokal akteur re- gional transformationscluster aufbauen qualifiziert bezahlt beschäftigung region schaffen;Politik und Ideologie
330;stromtanken einfach tanke benzin diesel;wirtschaft
331;fort schritt ausbau ladesäul elektroauto vierteljährlich evaluieren nötig versorgungsauflag staatlich ausbau notwendig verlässlich erreichbar keit ladepunkt herstellen;Politik und Ideologie
332;tempolimit km h bundesautobahne einführen;Politik und Ideologie
333;schützen umwelt senken unfallzahle deutlich;Politik und Ideologie
334;zusätzlich forschung entwicklung pilotprojekt vorantreiben schiff flugzeug laster klimaschädlich co ausstoßen;Politik und Ideologie
335;verbinden projekt aufbau umweltfreundlich wasserstoff wirtschaft;Politik und Ideologie
336;spd-parteivorstand seite >;wirtschaft
337;sozial politik zukunftsprogramm spd;wirtschaft
338;kapitel;wirtschaft
339;zukunftsmission ill;Politik und Ideologie
340;digitale souveränität deutschland europa   deutschland digital infrastruktur weltniveau verfügen voll ständig durchgängig digitalisiert verwaltung bildungssystem leben digital welt lernen;Politik und Ideologie
341;selbstbestimmung digital mündigkeit bürger*inne leitbild digitalisierung zugutekommen;Infrastruktur
342;schnell sicher bezahlbar internetzugang   jahrhundert unverzichtbar;Infrastruktur
343;r deutschland gigabit-gesellschaft;Politik und Ideologie
344;mittelständisch unternehmen ländlich raum global agieren schnell internet anweisen wettbewerbsfähig bleiben;Politik und Ideologie
345;versprechen einhalten versorgung haushalt unternehmen bandbreite mindestens gigabit pro sekun de garantieren konkret gesetzlich festgelegt ausbau versorgungsverpflichtungen entsprechend zwischenziel;Politik und Ideologie
346;stehen netzbetreiber verantwortung;soziale Ursachen
347;ziel modern bürgernah staat bürger*inne einfach digital zugang dienstleistung bieten;wirtschaft
348;verpflichtung bund land kommune bereitstellung digital verwaltungsdienstleistung ausbauen verwaltungsleistung möglichst schnell digital verfügbar;wirtschaft
349;jede*r bürger*in zusatzkosten extragerat möglichkeit leistung freiwillig datenschutz- konform digital identität nutzen;wirtschaft
350;anspruch leistung automatisch antrag erhalten einfach form klick beantragen;Politik und Ideologie
351;bürger*in modell digital life-chain berechtigun gen vergeben löschen somit kontrollieren datum zugreifen;Politik und Ideologie
352;öffentlich finanziert software open-source transparent entwickeln öffentlich zugänglich;wirtschaft
353;verfolgen ziel schule deutschland erstklassig ausstatten;Politik und Ideologie
354;r schüler*in digital endgerät zugang internet verfügung stehen;Infrastruktur
355;digitalpakt schule konjunkturpaket bund land schritt digital lehrmittelfreiheit tun;Politik und Ideologie
356;investieren moderni sierungsprogramm bund aufsetzen sowohl sanierungsbedarf schulgebäude digital ausstattung umfassen;Politik und Ideologie
357;sorgen einfach unbürokra- tisch umsetzung digital grundausstattung schule;Politik und Ideologie
