text;topic;sentiment_label;score;sentence;hate_label;hate_score;sequence;labels;scores;Top 3
freiheitlich grundordnung staatin handeln bürger pflicht gleichbehandlung unterwerfen bürger istin gestaltung privat rechtsverhältnis frei;soziale Ursachen;neutral;0.6609726548194885;In einer freiheitlichen Grundordnung ist der Staatin seinem Handeln gegenüber dem Bürger der Pflicht zur Gleichbehandlung unterworfen, der Bürger selbst jedoch istin der Gestaltung seiner privaten Rechtsverhältnisse frei;neutral;0.9633586406707764;In einer freiheitlichen Grundordnung ist der Staatin seinem Handeln gegenüber dem Bürger der Pflicht zur Gleichbehandlung unterworfen, der Bürger selbst jedoch istin der Gestaltung seiner privaten Rechtsverhältnisse frei;soziale ursachen;0.3775072395801544;
partei beschränken   partei politisch system mitwirken art;Politik und Ideologie;neutral;0.7553414106369019;Macht der Parteien beschränken  Die Parteien sollen am politischen System mitwirken (Art;neutral;0.9811681509017944;Macht der Parteien beschränken  Die Parteien sollen am politischen System mitwirken (Art;politik und ideologie;0.5512018799781799;
sicherheit bürger verbessern;Soziale Ursachen;neutral;0.5708634853363037;Sicherheit der Bürger verbessern;neutral;0.988783061504364;Sicherheit der Bürger verbessern;soziale ursachen;0.3800924718379974;
bundesamt sicherheit informations technik bsi behörde digital verbraucherschutz ausbauen;Politik und Ideologie;neutral;0.8738865852355957;Das Bundesamt für Sicherheit in der Informations technik (BSI) soll zu einer Behörde des digitalen Verbraucherschutzes ausgebaut werden;neutral;0.985630452632904;Das Bundesamt für Sicherheit in der Informations technik (BSI) soll zu einer Behörde des digitalen Verbraucherschutzes ausgebaut werden;politik und ideologie;0.4779936075210571;
verhinderung abschiebung straftatbestand erklären;Politik und Ideologie;neutral;0.6122834086418152;Verhinderung von Abschiebungen zu Straftatbestand erklären;neutral;0.9559839367866516;Verhinderung von Abschiebungen zu Straftatbestand erklären;politik und ideologie;0.3506786227226257;
vereint nation reformieren verändert gewichtung welt rech nung tragen;wirtschaft;neutral;0.7353603839874268;Auch die Vereinten Nationen sind so zu reformieren, dass den veränderten Gewichtungen in der Welt Rech- nung getragen wird;neutral;0.9553297162055968;Auch die Vereinten Nationen sind so zu reformieren, dass den veränderten Gewichtungen in der Welt Rech- nung getragen wird;wirtschaft;0.3594559729099273;
jobcenter personenstandsregister standesamt zugänglich missbräuchlich inanspruchnahme hartz iv zweit drittfrau verhindern;wirtschaft;neutral;0.7559500336647034;Den Jobcentern sind die Personenstandsregister der Standesämter zugänglich zu machen, um missbräuchliche Inanspruchnahme von Hartz IV durch Zweit- oder Drittfrauen zu verhindern;neutral;0.9838953614234924;Den Jobcentern sind die Personenstandsregister der Standesämter zugänglich zu machen, um missbräuchliche Inanspruchnahme von Hartz IV durch Zweit- oder Drittfrauen zu verhindern;wirtschaft;0.3181616961956024;
setzen aufkauf fläche landwirtschafts- fremd investor erschweren;Infrastruktur;neutral;0.6331537961959839;Wir setzen uns dafür ein, den Aufkauf von Flächen durch landwirtschafts- fremde Investoren zu erschweren;neutral;0.9766659140586852;Wir setzen uns dafür ein, den Aufkauf von Flächen durch landwirtschafts- fremde Investoren zu erschweren;infrastruktur;0.4224464297294616;
zukünftig instrument kostenersparnis kostenträger leistungsgerechtigkeit patient behandlungsqualität;wirtschaft;neutral;0.7052695155143738;Er wird zukünftig nicht nur ein Instrument der Kostenersparnis für Kostenträger sein, sondern auch ein Mittel zur Leistungsgerechtigkeit für die Patienten und für die Behandlungsqualität;neutral;0.9555479288101196;Er wird zukünftig nicht nur ein Instrument der Kostenersparnis für Kostenträger sein, sondern auch ein Mittel zur Leistungsgerechtigkeit für die Patienten und für die Behandlungsqualität;gesundheit;0.4003377258777618;
biologisch konventionell   produktion entscheidend qualität produkt;wirtschaft;neutral;0.8066950440406799;Dabei kommt es uns nicht darauf an, ob sie aus biologischer oder konventioneller  Produktion kommen, sondern entscheidend ist die Qualität der Produkte;neutral;0.9873487949371338;Dabei kommt es uns nicht darauf an, ob sie aus biologischer oder konventioneller  Produktion kommen, sondern entscheidend ist die Qualität der Produkte;gesundheit;0.2627549767494201;
