,text,topic
185,ziel zug angestreb- ten harmonisierung unternehmensbesteuerung europa deutsch sonderweg gewerbesteuer beenden,soziale Ursachen
186,finanzierung kommune grundlage stellen kommunal zuschlag eigen hebesatzrecht körperschaftsteuer zuvor abgesenkt ein kommensteuer hoch anteil kommune umsatzsteuer,wirtschaft
187,zudem gemeinsam usa global mindestbesteuerung unternehmen einsetzen,wirtschaft
188,sorgen fairness wettbewerb international konzern aggressiv steuervermeidung betreiben mittelständler,wirtschaft
189,forschung entwicklung steuerlich fördern   frei demokrat forschung entwicklung steuerlich stark fördern,wirtschaft
190,deutschland dauer- haft wohlstand sozial sicherheit gewährleisten unternehmen innovativ produkt dienstleistung entwickeln,wirtschaft
191,steuerrecht beitrag leisten rahmenbedingung bereitstellung wagniskapital verbessern,wirtschaft
192,schaffen gut bedingung start-up geben innovation chance,wirtschaft
193,coronakrise zeigen stet wandel wirtschaft idee weg erfordern,wirtschaft
194,deutschland digitalisierung aufholen,wirtschaft
195,brauchen steuerrecht innovativ unternehmen unterstützen,wirtschaft
196,verbessert abschreibungsbedingung   frei demokrat abschreibungsbedingung verbessern,wirtschaft
197,hierzu degressiv abschreibung afa beweglich wirtschaftsgüter verstetigen digital gut einheitlich verkürzt abschreibungsfrist höchstens festsetzen sofern sofortabschreibung betracht,wirtschaft
198,grenze so fortabschreibung geringwertig wirtschaftsgüter erhöhen,wirtschaft
199,investition wohnungsbau fördern linear abschreibung prozent erhöhen,wirtschaft
200,mittelstand fläche halten langfristig sichern   frei demokrat insbesondere mittlerer unternehmen industrie handwerk handel ländlich region perspektive schaffen,Infrastruktur
201,voraussetzung hierfür flächendeckend zukunftstauglich digital infrastruktur leistungsfähig ver- kehrswege stark dual bildungssystem,wirtschaft
202,abwande rung überalterung fachkräftemangel setzen mittel stehen hart,wirtschaft
203,brauchen modern ansatz insbesondere ländlich region,Infrastruktur
204,unser mittelstand hidde champion stärken,wirtschaft
205,unternehmen erbgänge substanzbesteuerung gefährden lehnen verschärfung erbschaftsteuer wiedereinführung vermögensteuer,wirtschaft
206,marktwirtschaft wachstum corona-folg überwinden   frei demokrat fordern rückkehr marktwirt- schaftlich prinzip,wirtschaft
207,bedingt covid- -pandemie unverschuldet finanziell not geraten,wirtschaft
208,hilfsprogramm weg bringen weg nothilfe rettung schirme einzeln unternehmen lässt aufrecht erhalten,wirtschaft
209,ineffizient verzerren wettbewerb reduzieren wettbewerbsfähigkeit innovationskraft bestehend betrieb gründerinn gründer,wirtschaft
210,wachsen marktmacht einzeln unter nehmen innovation hoch preis konsumentin konsument fehlanreiz unternehmen führen,wirtschaft
211,wettbewerb national international stärken insbesondere vermeiden unnötig verflechtung markt staatswirtschaft ent- stehen,wirtschaft
212,unterstützen maßnahme gleichmäßig unternehmen gelten wettbewerb verzer- ren tragend wirtschaftswachstum beitragen,wirtschaft
213,beteiligungsbremse staat anteil post telekom verkaufen   frei demokrat fordern beteiligungsbremse staat,wirtschaft
214,unnötig staatlich beteiligung unternehmensanteil öffentlich daseinsvor sorge gehören verkaufen insbesondere post telekom,wirtschaft
215,erlös digital infrastruktur investieren,wirtschaft
216,staatlich beteiligung stark notwendigkeit überprüfen perspektivisch abbauen,wirtschaft
217,beteiligung zulässig entsprechend reduzieren,wirtschaft
218,programm frei demokrat bundestagswahl   europäisch wettbewerbsordnung   frei demokrat fair regelbasiert europäisch wettbewerbsordnung schützen stärken international standard setzen,Politik und Ideologie
219,gehören einsatz protektionismus europäisch binnenmarkt,Politik und Ideologie
220,eu-entsenderichtlinie verein- fachen deutsch arbeitnehmer-entsendegesetz entbürokratisi,wirtschaft
221,brauchen insbesondere jung mittelständisch unternehmen gut wettbe werbsbedingungen bereich digitalwirtschaft,wirtschaft
222,konzentration marktmacht etabliert unternehmen behindern echt wettbewerb innovation,wirtschaft
223,schaden insbesondere verbraucherin verbrau chern zukunftsfähigkeit standort,wirtschaft
224,wen- entscheiden politisch förderung national champion,wirtschaft
225,derlei alleingäng innerhalb europäisch binnenmarkt bremsen innovation skalierbarkeit,Politik und Ideologie
226,senken letztlich wettbewerbsfähig keit europäisch unternehmen amerikanisch chinesisch konkurrenz,Politik und Ideologie
227,sehen sozial markt wirtschaft lernend system modell öko nomisch friedensordnung europa,wirtschaft
228,wirksame regulierung gatekeeper-unternehm   frei demokrat wirksam kontrolle unternehmen digitalwirtschaft schaffen zugang internet kontrollieren,wirtschaft
229,gatekeeper-unternehmen betreiber suchmaschine sozial netzwerk dominierend handelsplattform wettbewerbsbe dingung mittlerer unternehmen entscheidend beeinflussen speziell regulierung unterwerfen,wirtschaft
230,regulierung verhindern gatekeeper wettbewerb verzerren bei spielsweise suchergebniss begünstigen interoperabilität angebot anderer unterneh- men einschränken geschäftsdate partnerinn partner unlauter weise vorteil nutzen,wirtschaft
231,wirksam kontrolle global agierend gatekeeper-unternehm ebene national recht behörde eu-mitgliedstaat ausgehen,wirtschaft
232,unterstützen plan schaffung digital markets act ebene europäisch union kartellrecht ergänzend europäisch regu lierung gatekeeper-unternehm schaffen,Politik und Ideologie
233,deutschland fürsprecher freihandel   frei demokrat deutschland international fürsprecher regelbasiert freihandel abschluss weit freihandelsabkommen vorantreiben,wirtschaft
234,hierfür bundesregierung innerhalb europa welt protektionistisch tendenz entgegentreten aktiv führungsrolle handelsverträg investitionsabkommen fair investitionsbedingung einnehmen,wirtschaft
235,institutionell verankerung regelbasiert freihandelsordnung vorantreiben,wirtschaft
236,handelspolitik nächster bundesregierung gewicht verleihen fordern staatsministerin staatsminister außenhandel,wirtschaft
237,bundesministerium wirtschaft   energie zudem bundesministerium wirtschaft freihandel energie umbenennen,wirtschaft
238,handlungsfähigkeit europäisch union handel politik erhalten freihandelsabkommen ge- stalen eu-japan abkommen zustimmung europäisch parlament national regional parlament benötigen,Politik und Ideologie
239,eu weltweit marktverzerrun gen vorgehen stark subventioniert staatsunternehmen entstehen,wirtschaft
240,setzen zudem grundsatz reziprozität wonach unternehmen zugang europäisch markt umgekehrt fall,Politik und Ideologie
241,wto reformieren freihandel stärken   frei demokrat bewährt rahmen welthandelsorganisation wto weiterentwickeln,wirtschaft
242,reformprozess transparent inklusiv,wirtschaft
243,national alleingäng willkürzöller nicht+tarifär han delshemmniss lehnen,wirtschaft
244,setzen blockade wto-streitbeilegung schnellstmöglich lösen,wirtschaft
245,erfordern umfassend verhandlung rund interessenausgleich industrie schwelle entwicklungsland erreichen,wirtschaft
246,rahmen verhandlungsrunde evaluieren wto-regel praxis greifen,wirtschaft
247,wol- len subvention dumping überall bekämpfen praktik fair wettbewerb behindern,wirtschaft
248,aktuell betreffen insbesondere bau ver- kehrsmittel züg flugzeug schiff,wirtschaft
249,gründung transatlantisch wirtschaftsraum   frei demokrat anlauf um fassend transatlantisch freihandelsabkommen transatlantisch wirtschaftsraum erreichen,wirtschaft
250,blaupause eu-freihandelsabkommen kanada ceta lie fern abschließen deutschland ratifizieren,wirtschaft
251,eu-freihandelsabkommen mercosur zügig abschließen ratifizieren,wirtschaft
252,zukunftsbranche tourismus heimisch wirtschaft stärken   frei demokrat tourismuswirtschaft nach- haltig stärken,wirtschaft
253,nachhaltiges reise pandemie verstärkt fokus rücken,wirtschaft
254,gestärkt bewusstsein soll- te nutzen tourismus nachhaltig weiterzuent- wickeln,wirtschaft
255,brauchen pandemiefest krisenma   programm frei demokrat bundestagswahl   nagement tourismuswirtschaft zukunft stärken,wirtschaft
256,tourismus strukturschwach region hinein wichtig wirtschaftsfaktor deutschland,wirtschaft
257,coronakrise vorher gesund branche million mitarbeiterin mitarbeiter schwer treffen,wirtschaft
258,zusätzlich stellen fachkräftemangel zahlreich bürokratie pflicht mittlerer unternehmen herausforderung,wirtschaft
259,stark zukunftskonzept profitieren gesamt touristisch wertschöpfungskette   gastronomie einzelhandel dienstleistung,wirtschaft
260,setzen vielfalt ideologisch denkschrank,wirtschaft
261,reise individualverkehr innovation ökologisch,wirtschaft
262,motor fungieren ausbau digitalisierung,wirtschaft
263,breitbandversorgung bleiben wachsend online-reisemarkt reiseinnovatio nen abhängen,wirtschaft
264,anreiz investition schaffen überflüssig bürokratie abschaffen,wirtschaft
265,deutschland gehören steuer sozialabgabe welt spitze,wirtschaft
266,frei demokrat balance privat staat wiederherstellen seriös haushaltspolitik aufgeben,wirtschaft
267,fordern grundlegend umdenken steuerpolitik bürgerin bürger spürbar entlasten unabdingbar voraussetzung impuls wirtschaftlich erholung unser land schaffen,wirtschaft
268,wichtig punkt agenda wachstum wachs tum gelingen folge coronapandemie überwinden,wirtschaft
269,stehen solide investitions- orientiert haushaltspolitik grundgesetz veranker- ten schuldenbremse,wirtschaft
270,generation heraus forderung finanzpolitisch spielraum verfügen gerecht,wirtschaft
271,abgabenquote prozent senken,wirtschaft
272,frei demokrat trendwende abgabenquote erreichen abgabenbelastung arbeitnehmer arbeitgeber pro zent senken,wirtschaft
273,angela merkel bundeskanzlerin steigen abgabenquote steuerquote plus sozialbeitragsquote deutschland prozent amtsantritt liegen prozent,wirtschaft
274,frei demokrat irrweg verlassen leistungsträgerinn leistungsträger unser land hö here abgabe hindern unser wohlstand sichern,wirtschaft
275,schwung zielgerichtet entlastung   frei demokrat wirtschaft fördern steuerrecht gezielt impuls setzen   bürgerin bürger entlasten unternehmen perspektive eröffnen nachhaltig wirtschaftswachs tum ermöglichen,wirtschaft
276,deutschland nehmen steuer belastung bürgerin bürger unternehmen inzwischen weltweit spitzenplatz industrie nation,wirtschaft
277,schaden standort deutschland verhindern notwendig investition,wirtschaft
278,chancentarif mittelstandsbauch   frei demokrat einkommensteuertarif sogenannter mittelstandsbauch vollständig abschaffen leistungsgerechter linear chancentarif gestalten,wirtschaft
279,abschaffung schritt   erreichen,wirtschaft
280,steigen steuerlast mittlerer einkommen schnell,wirtschaft
281,  klar durchschnittsverdienerin durchschnittsverdiener fast hoch steuersatz zahlen,wirtschaft
282,leistungsfeindlich ungerecht,wirtschaft
283,umso wichtig bürgerin bürger deutsch land steuer abgabe nachhaltig deutlich entlasten,wirtschaft
284,lehnen verschärfung erbschaftsteuer,wirtschaft
285,tarif räd automatisch steuererhöhung verhindern   frei demokrat einkommensteuertarif ändern staat lang quasi automatisch steuererhöhung profitieren,wirtschaft
286,fordern regel-   deutschland gehören steuer sozialabgabe weltspitze,wirtschaft
287,frei demokrat balance privat staat wiederher- stellen seriös haus haltspolitik aufgeben,wirtschaft
288,fordern grundlegend umdenken steuerpolitik bürgerin nen bürger spürbar entlasten unabdingbar vorausset zung impuls wirtschaftlich erholung unser land schaffen,wirtschaft
289,lohnsteuer solidaritätszuschlag   durchschnittliches bruttojahres einkommen   +   +   beziehen doppelverdienerhaushalte quelle oecd,wirtschaft
290,gehaltserhöhung greifen staat hälfte,wirtschaft
291,leistungsfeindlich ungerecht,wirtschaft
292,brauchen fairness steuer,wirtschaft
293,spitzensteuersatz spitzenverdiener   frei demokrat fair tarif einkommensteuer chancentarif,wirtschaft
294,spitzensteuersatz schrittweise rechts verschieben ziel einkommen euro greifen,wirtschaft
295,steuertarif steuerzah lerinnen steuerzahler zusätzlich strecken,wirtschaft
296,belastung arbeitnehmerin arbeitnehmer deutschland mittlerweile oecd- staat organisation wirtschaftlich zusammenarbeit entwicklung,wirtschaft
297,steuerpflichtig fache durch- schnittlich bruttogehalt arbeitnehmer deutschland erhalten zahlen momentan spitzensteuersatz,wirtschaft
298,liegen wert fach,wirtschaft
299,  programm frei demokrat bundestagswahl   mäßig anpassung steuertarif einschließlich frei- betrag freigrenz pauschbetrag entwicklung gehälter preis,wirtschaft
300,tarif rad stellen,wirtschaft
301,regelmäßig korrektur einkommen steuertarifs steuerzahlerinn steuerzahler kommend erheblich mehrbelastung tragen,wirtschaft
302,solidaritätszuschlag versprechen komplett abschaffen   frei demokrat solidaritätszuschlag komplett abschaffen,wirtschaft
303,solidaritätszuschlag bleiben dauer angelegt sondersteuer,wirtschaft
304,laufen solidarpakt,wirtschaft
305,erhebung solidaritäts- zuschlags rechtfertigen,wirtschaft
306,anhaltend erhebung wiederherstellung deut sch einheit verspielen politik vertrauen bürgerin nen bürger,wirtschaft
307,abschaffung solidaritätszuschlag   frage politisch glaubwürdigkeit,wirtschaft
308,zuletzt hierbei entlastung betrof- fen mittelständisch unternehmen,wirtschaft
309,abschaffung wirtschaft arbeitsmarktpolitik,wirtschaft
310,substanzbesteuerung   frei demokrat lehnen einmalig vermögen abgabe wiederbelebung vermö gensteuer,wirtschaft
311,beide mittelständisch geprägt wirtschaft hemmschuh bekämpfung wirtschaftlich folge coronapandemie unternehmen liquidität unabhängig ertragslage entziehen,wirtschaft
312,erbschaftsteuer hinblick   einzeln bürgerin jeder einzeln bürger erreichen freiwillig angabe finanz amt easy tax freiwillig bleiben,wirtschaft
313,ziel steuerbescheid fall innerhalb weniger geben,wirtschaft
314,bagatell lenkungssteuer abschaffen   frei demokrat überflüssig bagatell lenkungssteuer schaumwein zwischenerzeug nissteuer biersteuer kaffeesteuer abschaffen,wirtschaft
315,beibehaltung steuer verursachen bürokratie,wirtschaft
316,stehen gering einnahme,wirtschaft
317,frei demokrat fair tarif einkommensteuer chancentarif,wirtschaft
318,spitzensteuersatz schrittweise rechts verschieben ziel einkommen euro greifen,wirtschaft
319,steuertarif steuer zahlerinn steuerzahler zusätzlich strecken,wirtschaft
320,einkommen gelten   spitz steuersatz   durchschnittlich bruttolöhne -gehalt arbeitnehmer   quelle bundesministerium finanz statistisch bundesamt,wirtschaft
321,administrierbarkeit zusamme hang erhebung ergebend verhältnis kosten nutzen überprüfen,wirtschaft
322,easy tax einfach steuererklärung   frei demokrat easy tax einführen vor ausgefüllt steuererklärung umfassend digital service steuerzahlerinn steuerzahler,wirtschaft
323,besteuerungsverfahren umfangreich innovati-   ve lösung setzen,wirtschaft
324,arbeitnehmerin arbeitnehmer rentnerin rentner easy tax vollständig steuererklärung finanz amt vorbereiten betroffener bestätigen,wirtschaft
325,kontrolle verarbeitet datum angabe zusätzlich pflichtangabe finanzbehörde erhalten steuer pflichtigen angemessen frist,wirtschaft
326,selbstverständlich einklang prinzip datensouveränität je   programm frei demokrat bundestagswahl   steuerlich erleichterung homeoffice   frei demokrat arbeitgeber arbeitnehmer vereinbart homeoffice erhöht werbungskostenpauschale gewähren,wirtschaft
327,arbeitgeber gestellt büroausstattung arbeitnehmer steuerfrei nutzen,wirtschaft
328,hinaus interesse rechtssicherheit rechtlich rahmen homeoffi- ce-arbeit tatsächlich gegebenheit angepasst mobil arbeitsplatz geltend vorschrift angegli chen,wirtschaft
329,doppelbesteuerung rente verhindern   frei demokrat doppelbesteuerung rente verhindern beweislastumkehr zugunsten steuerpflichtige einführen,wirtschaft
330,gelten rente bezieherinn rentenbezieher selbst ständig gefahr doppelbesteuerung     groß,wirtschaft
331,rentenkasse finanzverwaltung detailliert individuell berechnung vorlegen,wirtschaft
332,ersichtlich umfang doppelt besteuerung rentenein künft,wirtschaft
333,spekulationsfrist einführen sparerfreibetrag erhöhen   frei demokrat wiedereinführung spekulationsfrist privat veräußerung gewinn wertpapier,wirtschaft
334,sparerfreibetrag deutlich anheben,wirtschaft
335,sparerinne sparer klein anleger entlasten,wirtschaft
336,langfristig kapitalanlage unternehmen attraktiv gestalten mensch sparen altersvorsorge wachstumsgewinnen teilhaben,wirtschaft
