,text,topic
148,sonderrecht muslim unser schule,wirtschaft
149,koranunterricht verfassungsfeindlich moscheevereine,wirtschaft
150,konfuzius-institute öffentlich bildungseinrichtung,wirtschaft
151,bologna scheitern diplom magister einführen,wirtschaft
152,autonomie hochschule stärken freiheit forschung lehre bewahren,wirtschaft
153,geld gender studies gender-quoten,wirtschaft
154,kultur,wirtschaft
155,deutsch leitkultur multikulturalismus,wirtschaft
156,deutsch sprache zentrum identität,wirtschaft
157,kulturförderung,wirtschaft
158,brauchtum gedenken,wirtschaft
159,medium,wirtschaft
160,öffentlich-rechtlich rundfunk neu gestalten,wirtschaft
161,cancel culture bekämpfen,wirtschaft
162,meinungsfreiheit tugendterror,wirtschaft
163,bauen wohnen miete,wirtschaft
164,wohneigentumsförderung,wirtschaft
165,wohngeld sozial wohnungsbau,wirtschaft
166,inhaltsverzeichnis   klima energie technik digitalisierung,wirtschaft
167,klimawandel positiv begegnen,wirtschaft
168,kernforderung klimapolitik,wirtschaft
169,technisch fortschritt begrüfsen,wirtschaft
170,energie green deal,wirtschaft
171,digitalisierung mensch dienen,wirtschaft
172,datenschutz datensicherheit,wirtschaft
173,infrastruktur grundlage ausbau derdigitalisierung,wirtschaft
174,digitalisierung öffentlichen verwaltung,wirtschaft
175,digital souveränität,wirtschaft
176,mobilität infrastruktur,wirtschaft
177,verkehrspolitik,wirtschaft
178,motorisiert individualverkehr schützen,wirtschaft
179,bundesautobahne entlasten transitverkehr schiene wasserweg verlagern,wirtschaft
180,sichererer sauber verlässlich schienenverkehr,wirtschaft
181,flugverkehr wirtschaftsfaktor stärken,wirtschaft
182,deutsch automobilindustrie leitindustrie erhalten,wirtschaft
183,stadt land gleichrangig entwickeln,Infrastruktur
184,entscheidung nah bürger bringen,wirtschaft
185,landschaft regional identität,wirtschaft
186,infrastruktur,wirtschaft
187,kommune stärken erfüllung pflichtaufgabe sicherstellen,wirtschaft
188,ausbau digital infrastruktur beschleunigen,wirtschaft
189,nord stream fertigstellen,wirtschaft
190,landwirtschaft umwelt verbraucherschutz,wirtschaft
191,eu-agrarpolitik renationalisieren,wirtschaft
192,grün berufe wertschätzen,wirtschaft
193,familienbetrieb mittelpunkt stellen,wirtschaft
194,düngung bedarf pflanze orientieren,wirtschaft
195,praxiskonformen pflanzenschutz etablieren,wirtschaft
196,tierwohl haltung transport weiterentwickeln,wirtschaft
197,schutz heimisch ökosystem verbessern,wirtschaft
198,zeitgemäfses wildtiermanagement umsetzen,wirtschaft
199,wald schützen bewahren,wirtschaft
200,gesund lebensmittel heimisch produktion fördern,wirtschaft
201,transparenz verbraucherschutz ausbauen,wirtschaft
202,wasserversorgung öffentlicher hand belassen,wirtschaft
203,ausbau erneuerbar energie einschränken,wirtschaft
204,kapitel demokratie rechtsstaat     halten unmittel bar demokratie unverzichtbar autoritär teilweise totalitär gebar regierungspolitiker einhalt gebieten,wirtschaft
205,demokratie rechtsstaat   demokratie rechtsstaat   volk souverän   regierungspolitiker bund land flüchtling europa corona-politik prinzip deutsch staatlichkeit recht verfassung vielfach verletzen,wirtschaft
206,volksvertreter etabliert partei grundgesetzlich garantiert parlament vorbehalt wichtig entscheidung staat widerstand nehmen lassen,wirtschaft
207,bundesregierung pflicht vertrag brüchen selbstermächtigung eu-institution entgegenzutreten,wirtschaft
208,einzeln recht verfassungswidrig mafsnahme mutig richter hundert urteil fall bringen,wirtschaft
209,unser land politisch klasse herausgebilden vordringlich interesse status materiell wohlergehen gelten,wirtschaft
210,setzen sozial kulturell zukunft unser volk stärke wirtschaft unser wohlstand auf spiel stellen multikulturalität diversität globalisierung vermeintlich gendergerechtigkeit,wirtschaft
211,halten schalthebel staatlich politisch bildung informationell medial einfluss bevölkerung hand,wirtschaft
212,halten unmittelbar demokratie unverzichtbar autoritär teilweise totalitär gebar regierungspolitiker einhalt gebieten,wirtschaft
213,demokratie rechtsstaat,wirtschaft
214,volksabstimmung schweizer modell   afd fordern volksentscheid schweizer modell deutschland,wirtschaft
215,uneingeschränkt volkssouveränität fast bewährt optimiert gestaltung eidgenössisch bun desstaat fortwährend spitzenstellung wohlstand frieden freiheit gewährleisten,wirtschaft
216,volksabstimmung flut oftmals unsinnig gesetzesvorlage eindammen parlament sorgfältig arbeit zwingen,wirtschaft
217,unange messen beschluß abgeordneter sache riegel vorschieben,wirtschaft
218,hierzu zahlen diät fraktion parteien finanzierung finanzierung parteinah stiftung,wirtschaft
219,wortbruch etabliert partei be züglich euro zentralisierung eu bedrohen zukunft unser land nachfolgend generation,wirtschaft
220,fatal politik   beenden,wirtschaft
221,afd fordern volksentscheid,wirtschaft
222,oe,wirtschaft
223,schweizer modell einführung volksabstimmung deutschland,wirtschaft
224,schweizer modell afd verhandelbarer,wirtschaft
225,einführung inhalt jeglicher koalitionsvereinbarung beinhalten yonsansiimmung   insbesondere folgend element schweizer modell afd verhandelbar inhalt   zustimmung volk grundgesetz jeglicher koalition   ändern bedeutsam völkerrechtlich nbarung vertrag schließen,wirtschaft
226,volk   geben abgeordneter finger   schauen parlament beschlossen gesetz   ablehnen,wirtschaft
227,schicksalsfragen nation entscheiden bürger weitsichtig friedfertig gemeinwohl- orientiert berufspolitiker,wirtschaft
228,demokratie rechtsstaat   volk möglichkeit erhalten gesetzesinitia tive einbringen per volksabstimmung be schliefse,wirtschaft
229,hierbei jenseits art,wirtschaft
230,abs,wirtschaft
231,gg thematisch beschränkung geben,wirtschaft
232,qualität entscheidung bürger sichern ausgeprägt auto- nomen prozess willensbildung information pflicht -rechte breit gesellschaftlich debatte,wirtschaft
233,parlament möglichkeit erhalten volksabstimmung initiieren,wirtschaft
234,einziger bundestag vertreten partei halten deutsch volk mündig schweizer,wirtschaft
235,entgegen anderslautend behauptung entscheiden bürger schicksalsfragen nation weitsichtig friedfertig gemeinwohl- orientiert berufspolitiker,wirtschaft
236,lehre wiedervereinigung ablehnung eu-verfassungsvertrag französisch niederländisch volk entscheidung vereinigt königreich europäisch union austreten,Politik und Ideologie
237,vertrauen regierung parlament währungskris migration islamisierung energiewende tragfähig lösun gen finden,wirtschaft
238,volk souverän direkt mitbestimmung träger schicksalhaft entscheidung,wirtschaft
239,demokratie rechtsstaat,wirtschaft
240,gewaltenteilung gewährleisten   zahlreich gesetz politisch praxis   gewaltenteilung deutschland kernelement rechtsstaat gefahr bringen überbordend staatsgewalt führen ehemalig politiker richterstühl abgeordneter kanzler ministerpräsident minister insoweit kontrollieren parteipolitisch netzwerk verboten verfassungswidrig amterpatronag entstehen lang tolerieren,wirtschaft
241,öffentlich amt ausschließlich eignung befähigung fachlich leistung vergeben art,wirtschaft
242,abs,wirtschaft
243,gg,wirtschaft
244,entpolitisierung justiz   afd einflussnahme politisch partei   ernennung richter staatsanwalt beenden,wirtschaft
245,praxis ändern   staatsanwaltschaft weisungsgebunden einzelfall   justizminister berichtspflichtig,wirtschaft
246,unabhän- gigkeit gewalt selbstver- waltung justiz ausbauen esin europäisch land üblich,Politik und Ideologie
247,  unterstützen modellvorschlag deutsch   richterbund justizwahlausschuss justizverwaltungsrat einrichten,wirtschaft
248,insbesondere verfassungsgericht rechnungshöfe parteipolitisch einwirkung schützen,wirtschaft
249,afd einfluss nahme politisch partei ernen nung richter staatsanwalt beenden,wirtschaft
250,insbesondere verfassungsgericht rechnungshöfe partei- politisch einwirkung schützen,wirtschaft
251,afd fordern   mitarbeiter öffentlich verwaltung unabhängig loyal dienst verrichten,wirtschaft
252,beamten richter stellen ausschliejs- lich qualifikation besetzen,wirtschaft
253,demokratie rechtsstaat   verfassungsschutz reformieren   behördlich organisiert verfassungsschutz schnellstmöglich prüfstand stellen reformieren zukunft parteipolitisch instrument politisch gegner missbrauchen,wirtschaft
254,trennung amt mandat kampf ämterpatronag   kanzler ministerpräsident minister abgeordneter,wirtschaft
255,institution parlamentarisch staatssekretär abschaffen,wirtschaft
256,gelten institut politisch beamter staatsverwaltung ministerialdirektor polizeipräsident,wirtschaft
257,mitarbeiter öffentlichen verwaltung unabhängig loyal dienst verrichten,wirtschaft
258,beamten richterstelle aus schliefslich qualifikation besetzen,wirtschaft
259,partei buchwirtschaft beenden,wirtschaft
260,grundsatz fachlich eignung beruflich qualifikation spitzenpersonal staat kabinett gelten,wirtschaft
261,parteipolitische karriere fachlich defizit ausgleichen,wirtschaft
262,partei beschränken   partei politisch system mitwirken art,wirtschaft
263,abs,wirtschaft
264,g beherrschen,wirtschaft
265,all- partei ausbeutung staat gefährden demokratie,wirtschaft
266,politisch instrumentalisierung staat ursache verbreitet politikverdrossenheit,wirtschaft
267,demokratie rechtsstaat,wirtschaft
268,loyalität abgeordneter bürger staat gelten parteivorstände,wirtschaft
269,offiziell parteienfinanzierung höhe   mittlerweile jährlich ca,wirtschaft
270,million euro   partei zusätzlich finanzausstattung verschaffen,wirtschaft
271,hervorzuheben finanzierung so-   genannt politisch stiftung alleine,wirtschaft
272,million euro mittel bundeshaushalt jahrlich ea les zuflieisen,wirtschaft
273,ferner halten bundestagsabge   siaatlich parteienfi ordnen zustehend mitarbeiterpauschale nanzierung neu regeln euro monatlich überhöht,wirtschaft
274,fall wissenschaftlich qualifiziert personal partei finanzierung soldat anstellen hinterfragen,Wissenschaft
275,nn afd gesamt staatlich parteienfinanzierung   neu regeln deutlich begrenzen staatlich   finanzierung parteistiftung abschaffen,wirtschaft
276,parteienfinanzierung entgegen   derzeitig praxis unbeschränkt kontrolle   rechnungshöfe unterliegen,wirtschaft
277,unabdingbar   restriktiv korruption vermeidend neuordnung   spendenregelung,wirtschaft
278,ferner partei   beteiligung unternehmen insbesondere medienunternehmen verbieten,wirtschaft
279,frei listenwahl frei mandat   politisch klasse deutschland wahlrecht wahlverfahren lauf zeitimmer ausnutzen angepassen einfluss volk bewerberauswahl minimieren,wirtschaft
280,wähler derzeit starr wahlliste partei ankreuzen vorlegen,wirtschaft
281,ideal bürgerabgeordnet verwirklichen   fordern begren- zung mandatszeit abgeordneter amtszeit bundeskanzler   legislatur period,wirtschaft
282,demokratie rechtsstaat   sicher listenplätz bestimmen -- -- parteivorstände zusammensetzung parlament,wirtschaft
283,demokratischer gestaltung wahlsys tems afd wähler entscheidung personell zusammensetzung parlament zurück- geben,wirtschaft
284,treten frei listenwahl möglichkeit kumulieren panaschieren strei chens kandidat,wirtschaft
285,verkleinerung parlament   mittlerweile abgeordneter leisten deutschland gröfst parlament welt,wirtschaft
286,oktober cdu/csu spd durchge setzen wahlrechtsänderung entsprechen bundesverfassungsgericht angemahnt reform wahl bundestag,wirtschaft
287,abgeordneter bund land dazugehörig verwaltungsapparat deutschland übergrofse parlament,wirtschaft
288,streben bundestag hälfte verkleinern,wirtschaft
289,berufspolitikertum mandat amtszeit begrenzen   ungebrochen tendenz berufspolitikertum monopolisierung vorschub leisten unübersehbar kluft wähler gewählt stetig vergröfsert,wirtschaft
290,vetternwirtschaft filz korruptionsfördernd struktur lobbyismus folge,wirtschaft
291,demokratie rechtsstaat,wirtschaft
292,ideal bürgerabgeordnet verwirkli-   chen fordern begrenzung mandatszeit abgeordneter amtszeit bund kanzler legislaturperiode,wirtschaft
293,abgeord   netenvergütung politisch idealismus rege lung hinsichtlich   motivation kandidatur nebentätigkeit   mandat,wirtschaft
294,parlamentarier deutlich verschärfen bestechung   bundestagsabgeordneter voll arbeitskraft parlamentarisch arbeit widmen,wirtschaft
295,mandat bezahlt nebentätigkeit leiden,wirtschaft
296,überbordend lobbyismus brüssel berlin eindämmen,wirtschaft
297,regelung hinsichtlich nebentätigkeit parlamentarier deutlich verschärfen bestechung verhindern,wirtschaft
298,unseren abgeordneter satzung entsprechend regel auferlegen,wirtschaft
299,ferner setzen lobbyisten-gesetz konkret pflicht sanktion mandatsträger lobbyist vorbildlich regelung anderer demokratie entsprechen,wirtschaft
300,freiheit verantwortung     alternative deutschland treten wiederherstellung bürgerlich selbstbestimmung zivilrechtsverkehr,wirtschaft
301,lehnen sog,wirtschaft
302,antidiskriminierungs- gesetz,wirtschaft
303,freiheit verantwortung   freiheit verantwortung   zentrum unser menschenbild stehen freiheit verantwortung,wirtschaft
304,befähigung bereitschaft jeder einzelner freiheit verant- wortung leben gestalten angelegen heiten familie besorgen,wirtschaft
305,gängelung indoktrination staat gesellschaftlich gruppe lehnen,wirtschaft
306,bürgerlich-freiheitlich rechtsordnung   prinzip gleichheit gesetz bürgerlich vertragsfreiheit gehören zivilisatorisch errungenschaft europa,wirtschaft
307,weitaus grölst teil menschheitsgeschichte gehören unhinterfragt normalität mensch geburt stand ungleich rechtlich selbstbestimmung beschränken extrem rechtlosigkeit form leibeigenschaft sklaverei,Politik und Ideologie
308,christlich humanistisch kultur europäisch volk bringen vorgenannt prinzip hervor verwirklichen jahrhundertelang prozess,Politik und Ideologie
309,letzter jahrzehnt erschreckenderweise abkehr europäisch grundwerte verzeichnen,Politik und Ideologie
310,zivilisatorisch rückschritt gilt entgegenzutreten,wirtschaft
311,artikel grundgesetz heifst mann frau gleichberechtigt,wirtschaft
312,staat fördern tatsächlich durchsetzung gleichberechtigung frau mann wirken beseitigung   freiheitund verantwortung,wirtschaft
313,bestehend nachteil,wirtschaft
314,geschlecht benachteiligen bevorzugen,wirtschaft
315,satz klar gut sinn,wirtschaft
316,staat aufgrund geschlecht benachteiligen individuell menschenrecht,wirtschaft
317,mensch gleich weise,wirtschaft
318,jurist vertreten falsch these artikel gg erlauben staat einzeln mensch stellvertretend jeweilig geschlecht bevorzugen benachteiligen   kollektiv vorgestellt geschlechter gleichzustellen,wirtschaft
319,esin freiheitlich rechtsstaat nie- mals legitim ziel staatlich handeln willkür- lich abgegrenzt gesellschaftlich teilbereiche willkürlich festgesetzt geschlechter   quote erzwingen,wirtschaft
320,genauso gesetz lich vorgeschrieben ungleichbehandlung verwirklichung gleichberechtigung,wirtschaft
321,gesetz vorschreiben verfassungswidrig ablehnen,wirtschaft
322,afd deutsch bundestag aufhebung einsetzen,wirtschaft
323,alternative deutschland treten bewahrung bzw,wirtschaft
324,wiederherstellung bürgerlich selbst bestimmung zivilrechtsverkehr,wirtschaft
325,lehnen sog,wirtschaft
326,antidiskriminierungsgesetz,wirtschaft
327,zentraler grundwert freiheitlich zivilrechtsordnung vertragsabschlussfreiheit freiheit jeder einzelnen entscheiden bürgerin rechtlich beziehung treten,wirtschaft
328,alternative deutschland treten gleichheit gesetz,wirtschaft
329,lehnen sogenannter   quotenregelung,wirtschaft
330,freiheit verantwortung   einfluss europäisch union fundamental prinzip privatautonomie deutsch gesetzgebung schritt schritt zerstören,Politik und Ideologie
331,freiheitlich grundordnung staatin handeln bürger pflicht gleichbehandlung unterwerfen bürger istin gestaltung privat rechtsverhältnis frei,wirtschaft
332,aufhebung trennung staat gesellschaft beschädigen freiheitlich natur rechtsordnung öffnen tür tor letzter konsequenz totalitär herrschaftsordnung,wirtschaft
333,afd deutsch bundestag entwicklung bewahrung freiheitlich privatrechtsordnung einsetzen,wirtschaft
334,leistung quote freiheit diskriminierung   grundgesetzlich garantiert gleichberechtigung mann frau parteienkartell propagiert gleichstellung gleichmacherei,wirtschaft
335,afd lehntjed art quote,wirtschaft
336,leistungs- feindlich ungerecht stellen verfassungswidrig diskriminierung der dar nichtin genuss quote,wirtschaft
337,schutz persönlich freiheit digital übergriffen   eingriff privatsphäre monopolistisch datengetrieben grofskonzern behörde geheim- dienst überschreiten deutlich grundge-   freiheitund verantwortung,wirtschaft
338,setzlich garantiert freiheitsrecht,wirtschaft
339,gefährdung freiheit entgegenwirken bürger informationell selbstbestimmung zurückgeben verfassungsrechtlich stärken,wirtschaft
340,hinweisgeber whistleblower schützen   totalitär tendenz deutschland demokratiegefährdend mafs annehmen,wirtschaft
341,verfassungswidrig grenzöffnung massiv grundrechtseinschränkung name corona-krise bisherig höhepunkt täglich bruch verfassung regierungspolitiker,wirtschaft
342,mainstream-medien elementar aufgabe gewalt aufgeben kritisch-objektiv berichterstattung regierung lobhudelei tauschen,wirtschaft
343,bleiben oftmals alter nativ medium whistleblower aufdeckung offenlegung regierungsamtlichen unrecht,wirtschaft
344,grund anonym hinweisgeber aufdeckung korruption machtmissbrauch straftat politik verwaltung wirtschaft zivilgesellschaftlich organisation unverzichtbar,wirtschaft
345,eu-richtlinie hinweisgeberschutz unzureichend,wirtschaft
346,fordern einheitlich deutsch bürger gesetz verständlich klar regel informationelle,wirtschaft
347,selbstbestimmung entsprechend anpassung beamtenrecht,wirtschaft
348,wichtig uriekgeben bestandteil gesetz vorge verfassungsrechtlich schriebene intern whistleblower-kanal altemati- ve extern meldemöglichkeite unabhängig selbstständig behörde vollumfänglich schutz hinweisgeber repressalie inklusive   gesetzlich garantiert vertraulichkeit,wirtschaft
349,kapitel   eu europa     afd stehen freiheit selbstbe   stimmung europäi-   sch nation,wirtschaft
350,souve- ränen demokratisch   nationalstaat erhalten,wirtschaft
351,eu europa   eu europa   europa vaterländ   afd stehen freiheit selbstbestimmung europäisch nation,Politik und Ideologie
352,bekennen europa vaterländ gemeinschaft souverän staat aufall gebiet zusammenarbeiten gemeinsam gestalten,wirtschaft
353,gehören insbesondere frei handel fair wettbewerb,wirtschaft
354,staatsähnlich europäisch union etabliert partei anstreben halten sinn prosperierend friedlich europa kontraproduktiv,Politik und Ideologie
355,selbstverantwortlich lebendig demokratie gestaltet nationalstaat übernational einrichtung ersetzbar,wirtschaft
356,gruppe benachbart staat völkerrechtlich basis konstruktiv friedlich kooperieren,wirtschaft
357,versuch derzeit staat mitjeweil sprache kultur historisch erfahrung ausgestaltet gesamtstaat bilden scheitern,wirtschaft
358,gebilde verfügen weder staatsvolk erforderlich mindestmaf kulturell identität notwendig voraussetzun gen gelingend staat,wirtschaft
359,souverän demokratisch nationalstaat erhalten,wirtschaft
360,volkssouveränität leben mutter herzstück demokratie,wirtschaft
361,eu europa   zurückführung europäisch union staatenbund souverän staat   union europäisch staat zukunft gelingen schnell drehend rad entdemokratisierung zentralisierung speiche greifen bevor heutig eu pervertierung gründung idee zugrunde,Politik und Ideologie
362,wirtschafts- geschichtlich ungewöhnlich idee einheits- währung wirtschaftlich völlig unterschiedlich entwickelt staat scheitern,wirtschaft
363,handeln politisch wunschvorstellung   ökonomisch gesetz nichtin einklang bringenist,wirtschaft
364,einführung sogenannter corona wiederaufbaupaktes transferunion     halten austritt deutschland europäisch union   dimension heben,Politik und Ideologie
365,transferunion stehen gründung nichtnur widerspruch europäisch europäisch   vertrag versprechen deutsch politiker   wirtschaft inter- essengemeinschaft   abstieg europäisch notwendig,Politik und Ideologie
366,volkswirtschaft konflikt staat folge,wirtschaft
367,vergleichbar versagen zeigen eu jahrelang anhaltend migrationskrise,wirtschaft
368,krise management corona-krise verheerend,wirtschaft
369,fehlentwicklung klima energiepolitik treiben eu unvorstellbar kostspielig gesetz subventionspakete voran,wirtschaft
370,langfristig unheil verschuldung umverteilungs-eskapade deutsch steuerzahler treffen,wirtschaft
371,eu europa   vehemenz europäisch union transformation planwirtschaftlich superstaat   letzter vorantreiben erkenntnis bringen grundlegend reformansätz eu verwirklichen lassen,Politik und Ideologie
372,halten austritt deutschland europäisch union gründung europäisch wirtschaft interessengemeinschaft notwendig,Politik und Ideologie
373,steuer finanz    steuer finanz   steuer finanz   eu-steuern   steuer erheben vollständig national kompetenz mitgliedstaat europäi sch union verbleiben,wirtschaft
374,steuereinnahme bestimmen national haushalt,wirtschaft
375,budgethoheit stellen zentral kontrollmöglichkeit parlament regierungshandeln dar,wirtschaft
376,zusammenhang recovery fonds eu-kommission gefordert einführung mehrere steuer recht   setzung ertragshoheit eu verhindern,wirtschaft
377,steuersystem weniger steuerart verständlich systematik   steuerreformkonzept ehemalig verfassungsrichter kirchhoff grofse reform,wirtschaft
378,orientierung können konzentration grofse steuerart umsatzsteuer einkommenssteuer   steuer   erheben grundsteuer gewerbesteuer etlicher vollständig aufkommen betrachten klein   national kompetenz f   mitaliedstaat   verbrauchsteuer bundesebene ersatzlos entfallen,wirtschaft
379,europäisch energiesteuer   umion verbleiben schaumweinsteuer kaffeesteuer,Politik und Ideologie
380,  landesebene biersteuer kommunalebene vergnügungssteuer schankerlaubnissteuer jagd fischereisteuer zweitwohnungssteuer entfallen,wirtschaft
381,gemeinsam verwaltungsaufwendig aufkommensschwach,wirtschaft
