text;topic;sentiment_label;score;sentence;hate_label;hate_score;sequence;labels;scores;Top 3
  transformation notwendig technologie existieren;Wissenschaft;neutral;0.7498705983161926;machen  Viele der für die Transformation notwendigen Technologien existieren bereits;neutral;0.9893594980239868;machen  Viele der für die Transformation notwendigen Technologien existieren bereits;wissenschaft;0.4229326248168945;
strategie green deal ei- n folgenabschätzung maßnahme begleitung übergang verbinden;Klima;neutral;0.814824640750885;Deshalb müssen alle Strategien des Green Deals mit ei- ner Folgenabschätzung und mit Maßnahmen zur Begleitung des Übergangs verbunden werden;neutral;0.8348880410194397;Deshalb müssen alle Strategien des Green Deals mit ei- ner Folgenabschätzung und mit Maßnahmen zur Begleitung des Übergangs verbunden werden;klima;0.296654462814331;
pande miebedingen kind erwachsene sport schmerzlich vermissen sportver sportstättenbetreiber stark beuteln;Gesundheit;neutral;0.8479467034339905;Pande- miebedingt haben viele Kinder und Erwachsene ihren Sport schmerzlich vermisst, Sportver- eine und Sportstättenbetreiber wurden stark gebeutelt;neutral;0.9874786138534546;Pande- miebedingt haben viele Kinder und Erwachsene ihren Sport schmerzlich vermisst, Sportver- eine und Sportstättenbetreiber wurden stark gebeutelt;gesundheit;0.3977568745613098;
leistungsfähigkeit modern staat bürgerin bürger   unions-versprechen verlässlich leistungsfähig staat sorgen verwaltung einfach nutzerfreundlich;Politik und Ideologie;Positiv;0.5267903804779053;Neue Leistungsfähigkeit für einen modernen Staat - zum Wohl der Bürgerinnen und Bürger  Unser Unions-Versprechen: Wir werden für einen verlässlichen, leistungsfähigen Staat sorgen und die Verwaltung einfacher und nutzerfreundlicher machen;neutral;0.9895483255386353;Neue Leistungsfähigkeit für einen modernen Staat - zum Wohl der Bürgerinnen und Bürger  Unser Unions-Versprechen: Wir werden für einen verlässlichen, leistungsfähigen Staat sorgen und die Verwaltung einfacher und nutzerfreundlicher machen;politik und ideologie;0.3720587790012359;
sauber fahrzeug leistungsfähig infrastruktur in vestier ladestation binnenschiff hafen landverstromung;Infrastruktur;neutral;0.7962741255760193;Dazu werden wir in saubere Fahrzeuge und leistungsfähige Infrastruktur in- vestieren, auch in neue Ladestationen für Binnenschiffe in Häfen (Landverstromung);neutral;0.985363245010376;Dazu werden wir in saubere Fahrzeuge und leistungsfähige Infrastruktur in- vestieren, auch in neue Ladestationen für Binnenschiffe in Häfen (Landverstromung);infrastruktur;0.6877708435058594;
e beginnen behörde forschungseinrichtung dezentralisie- ren osten deutschland ansiedeln;Wissenschaft;neutral;0.7502055168151855;e Wir haben bereits begonnen, Behörden und Forschungseinrichtungen zu dezentralisie- ren und vor allem im Osten Deutschlands anzusiedeln;neutral;0.9811232686042786;e Wir haben bereits begonnen, Behörden und Forschungseinrichtungen zu dezentralisie- ren und vor allem im Osten Deutschlands anzusiedeln;wissenschaft;0.3161104321479797;
attrakti ven angebot deutsch bahn maximal synergie güter perso nenverkehr unser schienensystem nutzen;Infrastruktur;neutral;0.4945440292358398;Mit einem attrakti- ven Angebot der Deutschen Bahn wollen wir maximale Synergien bei Güter- und Perso- nenverkehr in unserem Schienensystem nutzen;neutral;0.9854807257652284;Mit einem attrakti- ven Angebot der Deutschen Bahn wollen wir maximale Synergien bei Güter- und Perso- nenverkehr in unserem Schienensystem nutzen;infrastruktur;0.2854368388652801;
e wissenschaftskommunikation weiterbildungsangebot forschender bürgerwissenschaftlerin -wissenschaftler citizen sci- enc format stärken;Wissenschaft;neutral;0.7193033695220947;e Wir wollen die Wissenschaftskommunikation durch mehr Weiterbildungsangebote für Forschende ebenso wie Bürgerwissenschaftlerinnen und -wissenschaftler (Citizen Sci- ence Formate) stärken;neutral;0.9856534600257874;e Wir wollen die Wissenschaftskommunikation durch mehr Weiterbildungsangebote für Forschende ebenso wie Bürgerwissenschaftlerinnen und -wissenschaftler (Citizen Sci- ence Formate) stärken;wissenschaft;0.611343264579773;
e gemeinsam agrarpolitik gap systemwechsel erfolgen ökologisch nachhaltigkeit;Klima;neutral;0.7867763638496399;e Mit der neuen Gemeinsamen Agrarpolitik (GAP) ist ein Systemwechsel erfolgt hin zu mehr ökologischer Nachhaltigkeit;neutral;0.9866016507148744;e Mit der neuen Gemeinsamen Agrarpolitik (GAP) ist ein Systemwechsel erfolgt hin zu mehr ökologischer Nachhaltigkeit;klima;0.3516181111335754;
fairness sozial sicherheit gesellschaftlich   zusammenhalt;soziale Ursachen;neutral;0.6937426328659058;Neue Fairness und soziale Sicherheit - für den gesellschaftlichen  Zusammenhalt;neutral;0.9678046107292176;Neue Fairness und soziale Sicherheit - für den gesellschaftlichen  Zusammenhalt;soziale Ursachen;0.3111279904842376;
aussiedler spätaussiedler jüdisch kontingentflüchtlinge besser- stellen rentenrechtlich benachteiligung beseitigen;soziale Ursachen;neutral;0.7051334381103516;Wir wollen Aussiedler und Spätaussiedler sowie jüdische Kontingentflüchtlinge besser- stellen und rentenrechtliche Benachteiligungen beseitigen;neutral;0.9868924021720886;Wir wollen Aussiedler und Spätaussiedler sowie jüdische Kontingentflüchtlinge besser- stellen und rentenrechtliche Benachteiligungen beseitigen;soziale Ursachen;0.288096159696579;
sicher arbeit zukunft;Gesundheit;neutral;0.5952911972999573;Sichere Arbeit mit Zukunft;neutral;0.9155495166778564;Sichere Arbeit mit Zukunft;gesundheit;0.309826135635376;
versorgung al- len leistung daseinsvorsorge gut dienstleistung vor-ort-angebote digital möglichkeit anbindung zusammenbringen;wirtschaft;Positiv;0.6341117024421692;Eine gute Versorgung mit al- len Leistungen der Daseinsvorsorge, mit Gütern und Dienstleistungen ist möglich, wenn Vor-Ort-Angebote, digitale Möglichkeiten und eine gute Anbindung zusammengebracht werden;neutral;0.983630359172821;Eine gute Versorgung mit al- len Leistungen der Daseinsvorsorge, mit Gütern und Dienstleistungen ist möglich, wenn Vor-Ort-Angebote, digitale Möglichkeiten und eine gute Anbindung zusammengebracht werden;wirtschaft;0.2528705894947052;
fördern transparenz mittlerer unternehmen startups nutzen;wirtschaft;neutral;0.5434640049934387;Das fördert Transparenz und kann vor allem kleinen und mittleren Unternehmen sowie Startups nutzen;neutral;0.9763175249099731;Das fördert Transparenz und kann vor allem kleinen und mittleren Unternehmen sowie Startups nutzen;wirtschaft;0.300294429063797;
