,text,topic
126,kohle öl fossil gas energiesystem sonnen windenergie basieren,wirtschaft
127,fossil verbrennungsmotor festhalten schaf- fen mobilität bahn rad fuß emissionsfrei auto,wirtschaft
128,öl erdgas wärmen künftig kraft erneuerbare,wirtschaft
129,zukunft leise sauber gesünd günstig sozial gerecht,wirtschaft
130,auto stadt bedeuten platz mensch,Infrastruktur
131,leiser straße sauber luft die nen villa ruhig stadtrand leisten,Infrastruktur
132,angebot klima- umweltfreundlich verkehrsmittel rufbussen carsharing erleichtern pendeln befördern leben land,wirtschaft
133,veränderung entstehen geschäftsfeld industriezweig arbeitsplatz,wirtschaft
134,bereich wandeln verschwinden,wirtschaft
135,mensch herausforderung zumutung,wirtschaft
136,sozial-ökologi- sch transformation gelingen gemeinsam verlust verringern brücke bauen,wirtschaft
137,chance weiterbildung brauchen bekommen,wirtschaft
138,aufgabe sorge tragen kosten belastung veränderung gerecht verteilen,wirtschaft
139,klimagerechter wohlstand bedeuten ökologie soziale zusammenzudenken übergang gestalten mensch stadt land,Infrastruktur
140,handwerkerin stahlarbeiter,wirtschaft
141,verlust intakt natur umwelt dramatisch klimakrise groß bedrohung gesund leben,wirtschaft
142,lebensgrundlage schützen ökologisch krise arte sterben eindammen bedürfen kurskor rektur brauchen kurs,wirtschaft
143,plane- tar grenze leitprinzip politik tragen umweltgerechtigkeit,wirtschaft
144,entsprechend verändern wirtschaftsweise endlich planet unendlich wachstum geben,wirtschaft
145,setzen priorität,wirtschaft
146,belohnen fördern mensch tier klima natur   bundestagswahlprogramm,wirtschaft
147,bündnis grünen     kapitel,wirtschaft
148,kapitel,wirtschaft
149,bereit,wirtschaft
150,schützen,wirtschaft
151,zerstörerisch wirken kosten tra- gen schnell überwinden,wirtschaft
152,schutz meer gewässer klima boden tier pflanze bestandteil unser wirtschaft recht systems gelingen stabilität ökosystem lebensgrundlage gewährleisten,wirtschaft
153,grundlage friedlich zusammenleben,wirtschaft
154,schaffen klimagerecht wohlstand   lebensqualität klimaneutralität   weg klimaneutralität bieten riesig chance leben qualität stadt stau abgase platz sicher rad fahren fuß spielen leben,Infrastruktur
155,dorf anbinden öffentlich nahverkehr,wirtschaft
156,wald kind schönheit natur entdecken,wirtschaft
157,gesund essen herstellen wahrung tierrecht umweltschutz,wirtschaft
158,klimaschutz rein technik voraussetzung gesund leben gesund erde,wirtschaft
159,energierevolution erneuerbar heizen wohnen wirtschaften   klimaneutralität raus fossil energie,wirtschaft
160,strom benzin unser auto kerosin flugzeug tank schweröl schiff öl heizung gas industriebetrieb erneuerbar energie umstellen wer-,wirtschaft
161,energierevolution,wirtschaft
162,brauchen zuallererst massiv ausbauoffensive erneuerbaren schnell umsetzen,wirtschaft
163,hängen zukunft unser industriestandort versorgungssicherheit,wirtschaft
164,ausbaupfad kraft kapazität industrie handwerker*innen beschränken politisch rahmenbedingung begrenzen,wirtschaft
165,beseitigen kontinuierlich prozess bestehend ausbauhemmnis naturver- traglich zugunsten bürger*inne,wirtschaft
166,ziel sofort jahrlich zubau mindestens gigawatt gw wind land   bundestagswahlprogramm,wirtschaft
167,bündnis grünen bundestagswahlprogramm,wirtschaft
168,mitte r gw wind see   gw   bereich solarenergie ausbau beginnend gw gw pro steigern mitte r,wirtschaft
169,umfassend steuer abgabenreform sorgen sektorenkoppelung vorankommen strom verlässlich wettbewerbsfähig preis vorhanden,wirtschaft
170,energiemarktdesign ändern sodass erneuerbar strom lang ausbremsen,wirtschaft
171,stellen sonne wind zentrum ermöglichen industrie gewerbe handel flexibl verbrauch integration erneuerbar beizutra- gen,wirtschaft
172,erzeugungsspitze prinzip nutzen abschalten speicher produktion wärme grün wasserstoff nutzbar,wirtschaft
173,doppelt belastung bremsklötze schaffen,wirtschaft
174,kritisch infrastruktur sichern notstrom- fahig solaranlage,wirtschaft
175,verteilnetze verbraucher innen statten intelligent technik flexibel reagieren erneuerbar strom produzieren,wirtschaft
176,energieeffizienz   welt erneuerbaren energie wertvoll sparsam effizient umgehen,wirtschaft
177,gelten umso solange kohle öl fossil gas verbrennen,wirtschaft
178,ziel gebäude dämmen verbrauchsarm auto elektrisch betreiben effizient gewerbe indus trieprozesse weitergabe nutzung abwärme,soziale Ursachen
179,klar ordnungsrechtlich vorgabe,wirtschaft
180,strompreisvergünsti gung unternehmen international wettbewerb stehen umsetzung energieeffizienzmaßnahme knüpfen,wirtschaft
181,energie benötigen desto schnell schaf- fen prozent erneuerbare erreichen klimaziel sparen kosten energieinfrastruktur,wirtschaft
182,klimaschutz lohnen,wirtschaft
183,ordnungsrahmen sozial-ökologische marktwirtschaft   wirtschaft klimaneutralität plane- tar grenze ausrichten kreislaufwirtschaft etablieren,wirtschaft
184,bundestagswahlprogramm,wirtschaft
185,bündnis grünen   ie   kapitel,wirtschaft
186,kapitel,wirtschaft
187,bereit,wirtschaft
188,wirtschaftlich aufbruch corona-krise oko logisch modernisierung zusammenbringen,wirtschaft
189,brauchen sozial ökologisch neubegründung marktwirtschaft,wirtschaft
190,ehrgeizig vorgabe form grenzwert co;- reduktionsziele produktstandard deutsch europäi sch wirtschaft planungssicherheit geben impuls investition setzen,wirtschaft
191,faire preis sorgen klimagerech tes handeln lohnen,wirtschaft
192,forschung innovation klimagerecht wirtschaften stark fördern,wirtschaft
193,öffentlich beschaffung richten konsequent ressourcenschonendst sozial verträglichst produkt dienstleistung,wirtschaft
194,wirtschaft spitzenreiterin modern technolo gie schützen natürlich lebensgrundlage,wirtschaft
195,grün digitalisierung   vernetzt fahrzeug effizient industrie punktgenau verteilung regenerativ energie intelligent bewässerung feld digital datengetrieben innovation energie ressourcenverbrauch reduzieren zukunftstechno- logien führend,wirtschaft
196,hierzu fördern priorisieren digital anwendung lösung beitrag ressourcenscho nung leisten nachhaltig analog,wirtschaft
197,rebound-effekt gelten generell vermeiden suffizienz unterstützen,wirtschaft
198,fördern alternative kritisch rohstoff selten erde menschenrechtskonform gewinnung,wirtschaft
199,ausschreibung beschaf fungskriterien anpassen möglichst sozial-ökologisch nachhaltig technologie vorrangig einsatz,wirtschaft
200,it- beschaffung bund faktor herstellerabhängig keit folgebeschaffung technisch offenheit sicherheit datenschutz reparaturfähigkeit nachhaltigkeit sozial kriterium zwingend bewertung einfließen zertifizierung blau engel it-produkt standard,wirtschaft
201,reche datencenter bund nachhaltig umstellen erneuerbar ener gie betreiben zertifiziert umweltfreundlich hardware einset- zen,wirtschaft
202,"gelten anreiz schaffen stromverbrauch rechenzentr reduzieren einschließlich umstellung wasser kühlungssysteme co,-neutral rechenzentr fördern",wirtschaft
203,bundestagswahlprogramm,wirtschaft
204,bündnis grünen bundestagswahlprogramm,wirtschaft
205,arbeitsplatz gut bedingung   ambitioniert klimaschutzpolitik klimaneutral umbau wirtschaft gut chance bestehend arbeitsplatz deutschland land erhalten schaf- fen,wirtschaft
206,sozial-ökologisch modernisierung stärken wettbewerbs- fahigkeit hiesig unternehmen renaissance industriearbeitsplatz führen,wirtschaft
207,weg klimaneutrali kommend hunderttausend job entstehen green job,wirtschaft
208,entstehen handwerk bau- wirtschaft industriebereich kreislaufwirtschaft batteriezellenproduktion wasserstoffindustrie dienstleistungsfelder,wirtschaft
209,job möglichkeit tarifvertrag mindestens gleichwertig bedingung unterliegen,wirtschaft
210,förderung wirtschaftsfeldern,wirtschaft
211,sicher wandel qualifizierungs-kurzarbeitergeld   sehen verpflichtung unternehmen beschäf tign weg klimaneutral wirtschaftssystem unterstützen,wirtschaft
212,jobprofil grundlegend verändern arbeitsplatz verlieren,wirtschaft
213,brauchen ökolo- gisch transformation bess angebot weiterbil dung qualifizierung,wirtschaft
214,weiterbildung einführen weiterbildungsgeld erwerbstätig qualifizierungsphase sozial absicherung schaffen,wirtschaft
215,qualifizierungs-kurzarbeitergeld ermöglichen unterneh- men phase transformation beschäftigter betrieb halten nachhaltig qualifizieren,wirtschaft
216,qualifizierungs-kurz arbeit koppeln eng sozialpartnerschaft,wirtschaft
217,zudem betrieblich mitbestimmung entscheidung oko logisch transformation stärken,wirtschaft
218,unternehmen gewerkschaft betriebsrat wissen gemeinsam transformation gestalten,wirtschaft
219,bundestagswahlprogramm,wirtschaft
220,bündnis grünen     kapitel,wirtschaft
221,kapitel,wirtschaft
222,bereit,wirtschaft
223,transformationsfond region   ökologisch modernisierung industriell geprägt region herausforderung,wirtschaft
224,region insbesondere ansässig mittlerer unterneh men unterstützen regional transformationsfond auf legen,wirtschaft
225,förderung richten unternehmen kraft ökologisch strukturwandel bewältigen standort fest region verankern blei- ben,wirtschaft
226,regional akteur*inn wissenschaft politik wirt- schaft gewerkschaft einbinden gemein- sam vision erarbeiten region sozial wirtschaftlich zukunft stehen,wirtschaft
227,gleichzeitig format real labore experimentierraum fördern zivilgesellschaft wissenschaft wirtschaft kommune gemeinsam lösung herausforderung ort arbeiten forschen,wirtschaft
228,klimaschutz-sofortprogramm auflegen   zentral grundlage politik klimaabkommen paris bericht weltklimarat grad-limit verdeutlichen jeder zehntelgrad zählen überschreiten relevant kipppunkte klimasystem verhindern,wirtschaft
229,notwendig grad-pfad,wirtschaft
230,unmittelba res substanziell handeln nächster entscheidend,wirtschaft
231,aktuell lahmen ausbau erneuerbar energie koh- leausstieg spät verkehr gebäudesektor voran,wirtschaft
232,gemäß klimaentscheidung bundesverfassung gericht sachverständigenrat umweltfrag ver weisen klimapolitik budgetansatz orientieren,wirtschaft
233,"weltklimarat beziffern global co,-budget",wirtschaft
234,grad-ziel -prozentig wahrscheinlichkeit zielerreichung gigatonne co,wirtschaft
235,sachverständigenrat verbleibend national kohlenstoffbudget gigatonne co ableiten,wirtschaft
236,"fortdauernd emission heutig niveau deutsch co,-budget verbrauchen linear reduktion   lang zeitverlauf treibhausgasneutralität erfordern über   bundestagswahlprogramm",wirtschaft
237,bündnis grünen bundestagswahlprogramm,wirtschaft
238,proportional reduktionserfolg nächster,wirtschaft
239,klimaschutz-sofortprogramm weg bringen sektor sofort wirksam maßnahme anstößen beste- hend ausbauhindernisse beseitigen naheliegend einsparmöglichkei ten umsetzen klima-und entwicklungspartnerschafte sinn global budgetansatz stärken,soziale Ursachen
240,ungenügend klimaschutzgesetz generationen- budget- gerecht nachschärfen jahres- sektorenscharf ausbuchstabieren rolle expertenrat klimafrag stärken deutsch klimaziel mindestens minus prozent anheben,wirtschaft
241,ziel prozent erneuerbar energie erreichen,wirtschaft
242,deutschland klimaneutral,wirtschaft
243,klimagerecht wirtschaften belohnen   effektiv sozial gerecht klimaschutz okono misch lohnen,wirtschaft
244,derzeit kosten schaden ausstoß tonne co entstehen gering einpreisen,wirtschaft
245,aktuell berechnung umweltbundesamt verursachen emission tonne co schaden euro,wirtschaft
246,ziel wirtschaft nachhaltig produkt güns- tigst,wirtschaft
247,klug mix co;-prei- sen anreizen förderung ordnungsrecht abbau umweltschädlich subvention ändern,wirtschaft
248,klimaziel bepreisung co erreichen unweiger- lich erheblich sozial unwuchte führen,wirtschaft
249,können rauskaufe teilhaben,wirtschaft
250,sehen co;-beprei- sung instrument wirksam sozial gerecht einsetzen,wirtschaft
251,eu-emissionshandelssystem ets licht eu-klimaziel reformieren lenkungswirkung voll erfüllen,wirtschaft
252,deut- lich reduktion emissionszertifikat löschung über- schüssig zertifikat markt erreichen co;-preis bereich strom industrie europäisch luftverkehr sorgen erneuerbar energie kohle kerosin einsatz industrie planungssicherheit bekommen anreiz dekarbonisierung technologieführerschaft investieren,Politik und Ideologie
253,bereich verkehr wärme deutschland druck   bundestagswahlprogramm,wirtschaft
254,bündnis grünen     kapitel,wirtschaft
255,kapitel,wirtschaft
256,bereit,wirtschaft
257,klimabewegung grüne zudem co;-preis einge führen lenkungswirkung sozial gerecht verbessern,wirtschaft
258,erhöhung co;-preises euro vorziehen,wirtschaft
259,"co,-preis ansteigen konzert fördermaßnahme ordnungsrecht lich vorgabe erreichung klimaziel absichern",wirtschaft
260,einnahme national co;- preis geben energie geld pro kopf mensch,wirtschaft
261,energiegeld einführen   klimaschutz sozial gerecht einnahme national co;-preis direkt bürger*inne zurückgeben,wirtschaft
262,streben senkung eeg-umlage energie geld jede*rr bürger*in erhalten,wirtschaft
263,energiegeld geben zusätzlich einnahme transparent mensch entlasten direkt rückerstattung pro kopf bekom- men,wirtschaft
264,klimafreundlich verhalten belohnen finden sozial ausgleich system,wirtschaft
265,unterm strich gering verdiener*innen familie entlasten mensch hoch einkommen belasten,wirtschaft
266,bezieher*inn transferleistung arbeitslosengeld ii sozialhilfe profitieren ebenfalls energiegeld grundsicherung anrechnen,soziale Ursachen
267,pendler*innen niedrig einkommen anpassung unterstützen legen klimabonus-fonds großzügig hilfe unterstützen umstieg bus bahn emissionsfrei fahrzeug,wirtschaft
268,"co,-bremse gesetz   klimaschutz systematisch rechtsordnung auf nehmen",wirtschaft
269,vorgabe pariser klimavertrag atom ausstieg grundgesetz verankern ökologie wei- ter grundprinzip staatlich handeln stärken,wirtschaft
270,staat geben möglichkeit intelligent steuergesetzgebung ressourcenschonend verhalten belohnen erzeugung co preis versehen,wirtschaft
271,genehmigungsprozeß füh- ren klimaverträglichkeitsprüfung,wirtschaft
272,"co,-bremse   bundestagswahlprogramm",wirtschaft
273,bündnis grünen bundestagswahlprogramm,wirtschaft
274,klimaschutz querschnittsaufgabe gesetz klimawirkung prüfen vereinbarkeit nationa- len klimaschutzziel co;- budget sicherstellen möglich einsatz klimafreundlich alternative gewährleisten,wirtschaft
275,schaffen versorgungssicherheit erneuerbar   schnell raus kohle   wille koalition deutschland kohle kraftwerk klima gesundheit scha-,wirtschaft
276,klimaziel paris   grad-pfad vereinbar,wirtschaft
277,setzen kohleausstieg,wirtschaft
278,vollenden,wirtschaft
279,sinn möglichkeit eu-ebene nutzen,wirtschaft
280,erneut kohlekonzern mil- liarden steuergeld schenken massiv kli maschäde kohleverstromung einpreisen,wirtschaft
281,gelingen bes- ten eu emissionshandel lenkend co;-preis,wirtschaft
282,"europäisch ebene schnell erreichen setzen national co,-mindestpreis ets industrie strom euro pro tonne co",Politik und Ideologie
283,beschleunigt kohleausstieg bedürfen sinn versorgungssicherheit mas- siv ausbaus erneuerbar energie ausrichtung energiemarktdesigns sonne wind,wirtschaft
284,gesundheitsschutz grenzwert ausstoß schadstoff insbesondere quecksilber großfeuerungsanlage anschärfen,wirtschaft
285,tagebau zuhause verlassen,wirtschaft
286,braunkohletagebau garzweiler enteignung vertreibung bedroht mensch land nordrhein-westfa- len planung rechtssicherheit erhalt zukunft dorf geben,wirtschaft
287,bund richtig rah menbedingungen unterstützen,Politik und Ideologie
288,bergrecht grundle- gende überarbeiten betroffenenrecht umwelt naturschutz stärken,wirtschaft
289,naturholz rohstoff vielfältig einsetzbar wert- voll großkraftwerk verbrennen,wirtschaft
290,bundestagswahlprogramm,wirtschaft
291,bündnis grünen     kapitel,wirtschaft
292,kapitel,wirtschaft
293,bereit,wirtschaft
294,solardäch standard   energiewende mitmachen mie- ter*inn hausbesitzer*innen,wirtschaft
295,dach fassade bal kons kraftwerk fläche solaranlage helfen klimaschutz,wirtschaft
296,strom wärmeenergie dezentral ort erzeugen nutzen,wirtschaft
297,ziel millio n solardächer kommend,wirtschaft
298,wer- solardächer fördern standard,wirtschaft
299,beginnend neubau öffentlich gewerbegebäude dachsa- nierung standard perspektivisch bestand ausweiten,wirtschaft
300,leasing pacht contractingmodelle unterstützend wirken,wirtschaft
301,erhaltenswert bausub tanz lösungsansatz erarbeiten,wirtschaft
302,mieterstrom-regel deutlich vereinfachen mieterstromprojekt fördern,wirtschaft
303,bürokratische hürde nutzung strom dach abbauen eigenverbrauch direktvermarktung stärken,wirtschaft
304,photovoltaik land   photovoltaik dach fläche bringen politisch rechtlich rah menbedingungen verbessern bau erleichtern,wirtschaft
305,ausbau vorzugsweise versiegelt fläche parkplatz autobahn schiene konversion berg baufolgefläch erfolgen wertvoll ackerland,wirtschaft
306,flächenkonkurrenze vermeiden stellen mehr- fachnutz energieerzeugung biodiversität landwirtschaft vordergrund,wirtschaft
307,agri-photovoltaikanlag d,wirtschaft
308,stromproduktion landwirtschaftlich bzw,wirtschaft
309,gartenbaulich nutzung flä che wichtig beitrag klimaschutz ökologie leisten,wirtschaft
310,anstellen freiflächenanlage lebensräumo,wirtschaft
311,landwirtschaftsbetrieb okologi sch leistung geld erhalten zusätzlich ertrag erzielen,wirtschaft
312,wichtig zudem möglichkeit direkt langfristig stromlieferver tragen abschließen,wirtschaft
313,planung gelten bürgerin frühzeitig einbeziehen beteiligen erlös kommune profitieren,wirtschaft
314,bundestagswahlprogramm,wirtschaft
315,bündnis grünen bundestagswahlprogramm,wirtschaft
316,windenergieausbau wirtschaftsstandort deutschland sichern   windkraft schnell vorankommen bei- spiel ausbau außerhalb ausschreibung stärken,wirtschaft
317,windausbau gelten konflikt natur artenschutz minimieren anwohner innen schützen verfahren genehmigung abbau bürokratisch hürde klar rahmenbedingung beschleunigen,wirtschaft
318,schritt erneuerbar energie zwingend versor gungssicherheit definieren prozent fläche bundes- nutzen,wirtschaft
319,bundesland hierfür entsprechend beitrag leisten,wirtschaft
320,verhinderungsplanung lehnen,wirtschaft
321,exzessiv pauschal mindestabstand siedlung leisten beitrag akzeptanzsteigerung,wirtschaft
322,sorgen frühzeitig bürger*innenbetei- ligung ort klar vorrang bzw,wirtschaft
323,eignungsgebiet wind ausschlussgebieter gezielt artenschutzprogramm anwohner*innenfreundliche naturverträglich standort wahl stärken schutz vögeln fledermäuse,wirtschaft
324,planung genehmigung vereinfacht verfahren personal einheitlich bewertungsmaßstäbe beschleunigen,wirtschaft
325,repowering erleichtern sodass alt wind energieanlag gleich standort zügig leistungsstärk ersetzen,wirtschaft
326,alt anlage weiterbetrieb ermöglichen,wirtschaft
327,bau windenergieanlag direkt nähe industrie gewerbe unterstützen strom produzieren brauchen lärm- schutz anwohner*inne leicht gewährleisten,wirtschaft
328,bauen offshore-park verbinden europäi sch energieunion solarpark mittelmeerstaat wasserkraft skandinavien alpen,wirtschaft
329,vernetzt desto stark,wirtschaft
330,kontinent energiewende größe,wirtschaft
331,bürger*inne energiewende beteiligen energiewende möglichst profitieren,wirtschaft
332,bürger innen-projekt wind solarpark fördern europarechtlich garantiert möglich   bundestagswahlprogramm,wirtschaft
333,bündnis grünen     kapitel,wirtschaft
334,kapitel,wirtschaft
335,bereit,wirtschaft
336,keit bürger innen-energiegemeinschaft vollumfänglich aus- schöpfen,wirtschaft
