,text,topic
143,weltof- fen sicher land land verantwortung sicherheit frieden freiheit wohlstand europa weltweit übernehmen,wirtschaft
144,corona-krise land staat verwaltung herausfordern offenlegen bereich schnell mutig,wirtschaft
145,brauchen kraftvoll neustart krise,wirtschaft
146,r modernisierungsjahrzehnt land,wirtschaft
147,ma- chen,wirtschaft
148,klar zaubern arbeiten gestalten,wirtschaft
149,unionsgeführt bundesregierung viele erreichen,wirtschaft
150,politik wachstum solide finanz grundlage schaffen pande mie umfassend handeln schutz bürgerin bürger virus impfstoffrevolution umfassend hilfe betrieb beschäftigter,wirtschaft
151,selbstverständlich garantieren,wirtschaft
152,erfolg schicksal ergebnis hart arbeit,wirtschaft
153,richtung klar wandel gestalten deutschland spitze bleiben,wirtschaft
154,vorstellung sicherheit wandel,wirtschaft
155,stark krise dynamik schaffen,wirtschaft
156,dynamik wirtschaft klimaschutz voranbringen arbeitsplatz sichern schaffen familie unterstützen modern arbeitswelt gestalten,wirtschaft
157,stürmen blind halten maß mitte,wirtschaft
158,bedeuten versprechen einhalten,wirtschaft
159,hoch ausgabe bekämpfung pandemie finanziell spielraum staat deutlich einschränken,wirtschaft
160,schuld steuererhöhung sein fal- sch weg,wirtschaft
161,setzen wirtschaftlich wachstum unser staat finanziell spiel räume eröffnen,wirtschaft
162,spielraum finanzwirksam vorhaben pro gramm nutzen,wirtschaft
163,brauchen neustart verhältnis staat bürger,wirtschaft
164,staat pandemie deutlich zurückziehen bürgerin bürger unternehmen freiraum lassen,wirtschaft
165,aufhören jeder problem detail regeln geld lösen,wirtschaft
166,verlässlich modern staat,wirtschaft
167,ziel schnell normalität gelangen liebgewonnenes vermisst zurückgeben klug gestalten,wirtschaft
168,deutschland stark heimat bleiben möglichst mensch   seite  ,wirtschaft
169,        persönlich glück streben,wirtschaft
170,gesellschaft zusam- menhält einsatz belohnen aufstieg ermöglichen schützen helfen,wirtschaft
171,modern deutschland denken handeln gemeinsam weiterwachsen lässt wirtschaftlich stärke konse- quent klimaschutz sozial sicherheit,wirtschaft
172,deutschland deutlich mitte jahrhundert klimaneutral industrienation,wirtschaft
173,gemeinsam unser europäisch freund sorgen deutschland eu weltpolitik- fähig,Politik und Ideologie
174,aufgabe richtig wert prinzip vernunft ideologie innovation verbot sozial marktwirtschaft sozialistisch umverteilung chance angst respekt bevormundung familie christlich menschenbild gesellschaftlich vielfalt vorgefertigt lebensentwurf einzelner,Politik und Ideologie
175,spielen vermeintlich gegensatz unterschiedlich gruppe gegeneinander,wirtschaft
176,verbinden,wirtschaft
177,wissen individualisiert gesellschaft wichtig frage gemeinsam richtung gewissheit jung alt land stadt arbeitnehmer arbeitgeber,Infrastruktur
178,zusammenhalt ausdruck verant- wortung bürgerin bürger unser land umwelt zukünftig generation,wirtschaft
179,verant wortungsgemeinschaft nation europäisch union gemeinsam kultur gemeinsam geschichte gemeinsam wert gemeinsam ziel ge meinsamen zukunft,Politik und Ideologie
180,seite,wirtschaft
181,                      ,wirtschaft
182,verantwortung deutschland welt überzeugung frieden freiheit menschenrecht   unions-versprechen arbeiten weltoffen deutschland bündnis demokratie gemeinsam unser transatlantisch europäisch partner glo bal herausforderung gestalten,Politik und Ideologie
183,ziel sicherheit frieden freiheit wohl stehen mensch deutschland,wirtschaft
184,modernisierungsjahrzehnt deutsch land weltpolitikfähig neu außenpolitisch stärke gelingen,wirtschaft
185,pandemie erneut zeigen vernetzen welt,wirtschaft
186,weder coronavirus klimawandel digital transformation grenze halt,wirtschaft
187,gro- weltweit menschheitsaufgaben lösen gemeinsam global anpacken,wirtschaft
188,unser interesse international verantwortung übernehmen,wirtschaft
189,bedingung gravierend verändern befinden inmitten welt- weit epochenwechsel,wirtschaft
190,wirtschaftlich dynamik asien aufstieg china verändern international machtgefüge,wirtschaft
191,erleben missachtung völkerrecht regelbrüch bedeutend staat international system sehen weltweit populistisch strömung ausbreiten demokratisch staat,Politik und Ideologie
192,hinzu technologie bestimmen unser alltag relevant faktor international politik,wirtschaft
193,reichen krise reagieren,wirtschaft
194,sicherheitsarchitektur schaf fen gut koordinierung vorausschauend strategisch ansatz,wirtschaft
195,grundlage unser weltweit politisch handeln bleiben christli- che menschenbild,wirtschaft
196,bekennen deutschland aktiv international krise bewältigung gestaltung weltordnung beitragen europäisch union nato vereint nation international organisation,Politik und Ideologie
197,stärkung werte- regelbasiert international ordnung bündnis demokratie schmieden   demokratie autoritär staat ringen global gestaltungsanspruch   jahrhundert,wirtschaft
198,fortbestand freiheitlich-demokratisch ordnung autoritär staat frage stellen destabilisieren versuchen,wirtschaft
199,systemri valität ergeben verpflichtung anspruch international regel- wertebasiert ordnung stärken,wirtschaft
200,voraussetzung sicherheit frieden freiheit wohlstand leben,wirtschaft
201,deutsch land europa stärken herausforderung hervorgehen gemeinsam usa fähigkeit bedenken,wirtschaft
202,e gemeinsam zusammenarbeit unser transatlantisch part nern ausbauen handlungsfähig struktur unser weltweit de   seite,wirtschaft
203,mokratisch partner entwickeln indo-pazifisch raum lateiname- rika,wirtschaft
204,bündnis demokratie prägend einfluss global ordnung nehmen insbesondere klima handel digital sicherheitspolitik,wirtschaft
205,leiten gedanke freiheit unantastbar mensch,wirtschaft
206,setzen frieden freiheit sicherheit wahrung men- schenrecht einhaltung weiterentwicklung völkerrecht nachhal- tig entwicklung frei fair welthandel,wirtschaft
207,unser außenpolitisch handeln suchen stets international partnerschaft multilateral ansatz,wirtschaft
208,vereint nation vn organisation alleine universell gültigkeit grundsatz ziel beanspruchen,wirtschaft
209,vereint nation bleiben grundlegend international ordnung bewältigung international herausforderung,wirtschaft
210,entschei- dungs- handlungsfähig,wirtschaft
211,universell geltung menschenrecht durchsetzen   menschenrecht gelten universell unteilbar unveräußerlich,wirtschaft
212,versuch au- toritärer staat konsens aufzuweichen treten entschieden entgegen,wirtschaft
213,hierfür menschenrechtsmechanism stärken,wirtschaft
214,kind mensch be- hinderunge flüchtling schutzbedürftig,wirtschaft
215,menschenrecht religionsfreiheit weltweit geltung verschaffen kritisch lage religiös minderheit verbessern,wirtschaft
216,insbesondere weiterhin beharrlich verfolgt christ einsetzen,wirtschaft
217,deutschland stabilitätsanker global welt   deutschland stark wirtschaftsnation europa führend außen sicher- heitspolitisch rolle einnehmen,wirtschaft
218,bereit unser verbündeter partner wahrung völkerrechtlich ver fassungsrechtlich vorgabe instrument außen verteidigung ent- wicklungspolitik anwenden militärisch nötig,wirtschaft
219,stark strategisch ansatz außen sicherheitspolitik regelmäßig vorzulegend national sicherheitsstrategie bündeln parlamen- tarisch erörtern,wirtschaft
220,vernetzung sicherheit regierung abbilden,wirtschaft
221,bundeskanzleramt national sicherheitsrat schaffen außen sicherheitspolitisch koordinierung strategisch vorausschau nachrichten dienstlich erkenntnis bund land zusammenführen,wirtschaft
222,politisch stiftung weiterhin angemessen finanziell ausstatten,wirtschaft
223,leisten wesentlich beitrag politisch bildung studienförderung   seite,wirtschaft
224,wissenschaftlich forschung international bereich stärkung demo kratie zivilgesellschaft entwicklungszusammenarbeit,Wissenschaft
225,aufbruch transatlantisch partnerschaft beziehung amerika stärken   usa wichtig weltpolitisch partner,wirtschaft
226,präsident joe biden verbinden chance aufbruch transatlantisch partnerschaft,wirtschaft
227,eng abstimmung gestaltend impuls klima handel wissenschaft technologiepolitik setzen,wirtschaft
228,ziel gemeinsam gegner frei heit trotzen global standard setzen unser technologisch vorsprung wahren ausbauen,wirtschaft
229,hierzu vertiefung handel wisse schaftsbeziehunge unabdingbar,wirtschaft
230,e ziel umfassend transatlantisch wirtschaft handel zukunft raum,wirtschaft
231,technologieführerschaft wertegebunden westen bewahren spitzenforschung produktanwendung eng abstimmen,wirtschaft
232,e zudem gemeinsam bekämpfung organisierten kriminalität terrorismus intensivieren klimaaußenpolitisch usa eng zusammenarbei- ten,wirtschaft
233,e kanada demokratisch gefestigt staat lateinamerika karibik eng kooperieren,wirtschaft
234,e austausch usa gesellschaftlich ebene deutlich ausbauen,wirtschaft
235,wissen völkerverständigung beginnen persönlich freundschaft im- mer neu wachsen generation,wirtschaft
236,deutsch-amerika- nisch jugendwerk einrichten erfolgreich jugendaustauschprogramm parla- mentarisch patenschaftsprogramm bundestag verdoppeln,wirtschaft
237,nato wertegemeinschaft sicherheitsbündnis begreifen   nato rückgrat euroatlantisch sicherheit,wirtschaft
238,garantiert sicherheit nuklear teilhabe beistandsklausel bündnisfall präsenz ame- rikanisch soldat europa,wirtschaft
239,e solange staat atomwaffe wertegemeinschaft aktiv herausfor- dern brauchen europa weiterhin nuklear schutzschirm usa bleiben deut- sch beteiligung nuklear teilhabe rahmen nato wichtig bestand- glaubwürdig abschreckung bündnis,wirtschaft
240,stehen deutschland entschlossen fortsetzung nuklear teilhabe innerhalb nato be kennen notwendig bereitstellen,wirtschaft
241,e europa anspruch gleichberechtigt partner gemeinsam usa freiheit frieden demokratie welt einstehen,wirtschaft
242,gehören verantwortung verbund unser bündnispartner übernehmen   seite,wirtschaft
243,sowohl robust einsatz friedensmission entwicklungszu- sammenarbeit ort,wirtschaft
244,e europäisch pfeiler nato stärken,Politik und Ideologie
245,deutschland moder nisierungsjahrzehnen wichtig beitrag umsetzung konzept nato ausrichtung nato nächster generation leisten,wirtschaft
246,europäer stark stabilität nachbarschaft sorge tragen fair lastenverteilung eintreten,wirtschaft
247,bekennen explizit -ziel nato,wirtschaft
248,rüstungskontrolle abrüstung voranbringen   langfristig vision welt nuklear waffe abschreckung nötig,wirtschaft
249,drängen dynamik rüstungskontrolle abrüs tung unterstützen initiative sicherheit beitragen,wirtschaft
250,e langfristig ziel bleiben vollständig abrüstung nuklear mittelstrecken raket marschflugkörper europa,wirtschaft
251,bestehend abkommen einhalten,wirtschaft
252,e unterstützen maßnahme weiterverbreitung massenvernichtung waffe dazugehörig raketentechnologie ächtung autonom-töten- waffensystem,wirtschaft
253,e bundeswehr modern technologie verfügen verteidigung nötig,wirtschaft
254,zählen unbemannt kl-integrierend system,wirtschaft
255,stabilität europa östliche partner eu stärken   unabhängigkeit östlich partner eu stärken politisch wirtschaftlich modernisierung europäisch rechtsstaat tatkräftig fördern,Politik und Ideologie
256,un ser ziel bleiben europäisch friedensordnung wiederherzustellen völker- rechtswidrig annexion krim russland kraft setzen,Politik und Ideologie
257,e \wirwerden weiterhin konflikt ostukraine rück kehr legitim völkerrechtlich status krim einsetzen,wirtschaft
258,solange russisch regierung bereit sanktion bestehen bleiben,wirtschaft
259,e stehen seite mensch belarus freiheit demokratie einsetzen,wirtschaft
260,regime weg friedlich übergang freimachen andernfalls härte sanktion spüren bekommen,wirtschaft
261,russland konstruktiv entschlossen begegnen   russland fordern wert heraus,wirtschaft
262,ernsthaft militärisch bedrohung europa,wirtschaft
263,interesse durchsetzen greifen russisch regierung mittlerweile offen drohung nato-verbündet cyberangriffe desinformation propaganda,wirtschaft
264,seite,wirtschaft
265,brauchen eu nato politisch geschlossenheit fähigkeit glaubhaft abschreckung resilienz heraus- forderung begegnen,wirtschaft
266,suchen dialog zusammenarbeit russland gemeinsam interesse bestehen,wirtschaft
267,beispielsweise weltweit klimaschutz russland wirkungsvoll wirtschaftlich zusammenarbeit allseitig inte- resse,wirtschaft
268,lebensbedingung südlich mittelmeerraum verbessern   sicherheit deutschland europa hängen stabilität staat südlich mittelmeerraum nahe mittleren osten,wirtschaft
269,terror wirtschaftlich perspektivlosigkeit herrschen mensch versuchen eu ropa fliehen,wirtschaft
270,deutschland europa mittels prävention vermittlung verantwor tung region übernehmen,wirtschaft
271,humanitär hilfe flüchtling programm beschäftigungsoffensive cash for work verbessern lebensperspektiv mensch ort,soziale Ursachen
272,unterstützen staat region kampf terrorismus,wirtschaft
273,anrainerstaat mittelmeerraum bieten chance zusammenarbeit feld grün wasserstoff europäisch nachbarschaftspolitik impuls verleihen nachbar eng wertegemeinschaft binden,Politik und Ideologie
274,besonderer verantwortung deutschland israel   bekennen besonderer verantwortung deutschland israel,wirtschaft
275,sicherheit existenzrecht israel deutsch staatsräson,wirtschaft
276,mensch israel anrecht frei angst terror gewalt leben,wirtschaft
277,des- halb stehen selbstverteidigungsrecht israel,wirtschaft
278,treten iran verpflichtung wiener nuklearverein barung jcpoa strikt einhalten ballistisch raketenprogramm aggressiv rolle region beenden,wirtschaft
279,unterstützen friedlich zusammenleben israeli palästine sern fördern zweistaatenlösung ermöglichen,wirtschaft
280,fest basis eng freundschaftlich zusammenarbeit israel politikbereiche ausbauen insbesondere jugendaus- tausch hochtechnologie förderung startups,wirtschaft
281,seite,wirtschaft
282,aufmerksamkeit asiatisch-pazifisch raum asiatisch-pazifisch demokratie partner begreifen     jahrhundert wesentlich land asien pazifik prägen wer,wirtschaft
283,setzen eng partnerschaft,wirtschaft
284,demokratie aust rali neuseeland japan indien südkorea stärkung regelbasiert in ternational ordnung eintreten natürlich kooperation wertepart ner,wirtschaft
285,entsendung deutsch fregatte asiatisch-pazifisch raum zeigen präsenz setzen richtig signal abstimmung unser partner,Politik und Ideologie
286,china augenhöhe begegnen   groß außen sicherheitspolitisch herausforderung volksre publik china,wirtschaft
287,wettbewerber kooperationspartner systemisch ri val,wirtschaft
288,china wille zusehends machtanspruch international ord nung vorstellung prägen verändern tun mit- teln,wirtschaft
289,china nehmen technologie infrastrukturinvestition einfluss staat schaffen geostrategisch abhängigkeit,wirtschaft
290,brauchen zweifach ansatz   e einerseits nötig china machtwill eng abstimmung unser transatlantisch partner gleichgesinnt demokratie stärke geschlossenheit entgegentreten,wirtschaft
291,gelten insbesondere schutz geis- tig eigentum hochtechnologie datum gefähr- lich abhängigkeit geraten,wirtschaft
292,e andererseits zusammenarbeit china anstre ben,wirtschaft
293,echt partnerschaft rahmen fair wettbewerb glei- chen bedingung wahrung prinzip gegenseitigkeit,wirtschaft
294,e balance europäisch ebene gelingen setzen europäisch china-strategie gemeinsam vorgehen westen,Politik und Ideologie
295,modern voll einsatzbereit bundeswehr glaubwürdig sicherheitsvorsorge leisten   schutz frieden freiheit vornehm aufgabe staat,wirtschaft
296,bürgerin nen bürger unser land glaubwürdig sicherheitsvorsorge ver- lassen,wirtschaft
297,cdu csu garant deutschland last kind enkel vernachlässigen,wirtschaft
298,verstehen partei bundeswehr,wirtschaft
299,soldatin soldat verantwortung schwierig einsatz über nehmen anspruch gut ausrüstung,wirtschaft
300,e unser militärisch verpflichtung nachkommen vollaus stattung bundeswehr erreichen,wirtschaft
301,zahl soldatin soldat bundeswehr gemäß personalstrukturmodell aufstocken,wirtschaft
302,  seite,wirtschaft
303,stehen unser zusage rahmen nato eu verteidigungshaus halt prozent bruttoinlandsprodukt erhöhen,wirtschaft
304,erhalten bundeswehr planungssicherheit,wirtschaft
305,spätestens bundeswehr befähigen mindestens pro zent militärisch fähigkeit bündnis bereitstellen,wirtschaft
306,leisten ei- nen entscheidend beitrag fair lastenteilung zusammenhalt nato,wirtschaft
307,beitrag voraussetzung bündnisfähigkeit unser interesse,wirtschaft
308,landesverteidigung bündnisverteidigung,wirtschaft
309,deutschland gemein sam partner leisten,wirtschaft
310,bundeswehr weg koope ration integration streitkraft europa verbündeter be schreiten gemeinsam strategisch kultur hinarbeiten,wirtschaft
311,auslands- einsätzen bündnispartner beteiligen deutsch sicherheitsinteresse gefährden,wirtschaft
312,bundeswehr gesellschaft begreifen   soldatin soldat bundeswehr arbeiten tagtäglich frie- freiheit sicherheit leben,wirtschaft
313,stehen bereit not kata strophenfälle inland helfen,wirtschaft
314,soldatin soldat verdienen unser respekt anerkennung,wirtschaft
315,bundeswehr fest platz mitte gesellschaft,wirtschaft
316,gehören selbstverständlich schule,wirtschaft
317,jugendoffizier leisten wertvoll arbeit,wirtschaft
318,ausbauen sorgen besuch ju gendoffiziern fest platz schullaufbahn,wirtschaft
319,kostenlos bahnfahren soldatinn soldat voll erfolg fortsetzen perspektivisch öffentlich personennahverkehr ausweiten,wirtschaft
320,eid land gehören mitte gesellschaft,wirtschaft
321,gelöbnis grundsätzlich öffentlichkeit stattfinden,wirtschaft
322,aufgabe erfüllen brauchen bundeswehr einsatzbereit re serve,wirtschaft
323,freiwillig wehrdienst heimatschutz fortführen,wirtschaft
324,geben jung mensch chance bundeswehr dienen da- reserve stärken,wirtschaft
325,extremist bundeswehr platz,Politik und Ideologie
326,beste ausrüstung bundeswehr gewährleisten   bundeswehr optimal ausrüsten organisieren,wirtschaft
327,eckpunkt bun deswehr zukunft dienen leitfaden,wirtschaft
328,beschaffungswesen erneu ern material zügig erhalten,wirtschaft
329,seite,wirtschaft
330,e fähigkeit cyber informationsraum weltraum auf bauen streben rechtlich regelung militärisch nutzung kl cyber weltraumfähigkeit,wirtschaft
331,e schutz soldatin soldat einsatz setzen mi- litärisch selbstverständlich bewaffnung drohne,wirtschaft
332,jung kampf region bergkarabach deutlich stark kriegerisch auseinan dersetzung drohne prägen,wirtschaft
333,soldatinn solda ten lage versetzen gefahr schutz wirksam abwehren,wirtschaft
334,wirksam fähigkeit bundeswehr drohnenabwehr luftver teidigung elektronisch kampf deutlich stärken,wirtschaft
335,e kosten militärisch beschaffung entwicklung umset- zung gemeinsam rüstungsprojekt europäisch partner begrenzen,Politik und Ideologie
336,wol- len leistungsfähig wehrtechnisch industrie deutschland erhalten,wirtschaft
337,wol- len europäisch verteidigungspolitik zentral schlüsselprojekt engagiert vorantreiben,Politik und Ideologie
338,rüstungsexport gestaltend element sicherheitspoli tik,wirtschaft
339,setzen einheitlich europäisch richtlinie,Politik und Ideologie
340,e bundeswehrplanungsgesetz beitragen sicherheit unab- hängig konjunkturell schwankung kurzfristig änderung politisch stimmungsbilder kernaufgabe staat verlässlich finanziell sichern bleiben,wirtschaft
341,nachhaltig entwicklung welt entwicklungszusammenarbeit stärken   ziel vereint nation nachhaltig entwicklung agenda   pariser klimaschutzabkommen menschenrecht leitbild ge globalisierung friedlich nachhaltig entwicklung welt,wirtschaft
342,folgend ziel ansatz vorrangig   e welt hunger erreichen,wirtschaft
343,konflikt lösen steigend betrag ernährungshilfen leisten ertrag landwirtschaft welt steigern,wirtschaft
