,text,topic
165,demokratie stärken,wirtschaft
166,fürein solidarisch europat,wirtschaft
167,investieren terrorund gewalt stoppen,wirtschaft
168,zukunft blockieren,wirtschaft
169,minderheit stärken,wirtschaft
170,europaweit reichtum sicherheit unten verteilen,wirtschaft
171,überwachungsstaat,wirtschaft
172,europäisch zentralbank polizei rechtsstaat,Politik und Ideologie
173,demokratisch kontrollieren unabhängigkeit politik sichern,wirtschaft
174,sozial ökologisch nutzen,wirtschaft
175,demokratie demokratisieren,wirtschaft
176,wirtschaft umbauen,wirtschaft
177,bürgerschaftliches engagement sozial absicherung arbeit,wirtschaft
178,unterstützen,wirtschaft
179,ccccccn,wirtschaft
180,demokratie herrschaft kultur krisenfest vielfältig lobbyist,wirtschaft
181,cccccccn,wirtschaft
182,zugänglich,wirtschaft
183,menschenrecht festung europa,wirtschaft
184,ccn,wirtschaft
185,medienvielfalt unabhängig journalismus land verändern rennen nnn,wirtschaft
186,pressefreiheit stärken,wirtschaft
187,stichwortverzeichnis einführung  ,wirtschaft
188,  bundestagswahl entscheiden weg nächster aussehen,wirtschaft
189,treten dei ne sorge wunsch traum land ernst nehmen,wirtschaft
190,stehen politik verlässlichkeit ehrlichkeit mut verändern,wirtschaft
191,coronakrise ungerechtigkeit kapitalismus deutlich zutage treten lassen arbeitsplatz bildung kind gesundheit bangen steigeren konzern gewinn,wirtschaft
192,finden verhältnis bereit profiteur*in anlegen,wirtschaft
193,gemeinsam deutschland demokratisch sozial gerecht ma- chen,wirtschaft
194,hand,wirtschaft
195,wirtschaft deutschland europa weltweit sozial demokrati- scher umweltgerechter umgestalten,wirtschaft
196,demokratie stark mensch teilha- ben,wirtschaft
197,zukunft solidarisch anfangen gestalten,wirtschaft
198,wahl,wirtschaft
199,  stark linke,wirtschaft
200,wahl,wirtschaft
201,unser programm zeigen vorschlag,wirtschaft
202,laden veränderung mitwirken,wirtschaft
203,versprechen linke unterschied,wirtschaft
204,mut notwendig veränderung wagen,wirtschaft
205,gerechtigkeit frieden sicher zukunft,wirtschaft
206,,wirtschaft
207,,wirtschaft
208,lassen   lassen,wirtschaft
209,verwirklichung sozial demo- kratisch grundrecht mensche,wirtschaft
210,mensch traum   leben verwirklichung alt menschheitstraum welt frieden sozial gerechtigkeit kämpfen kämpfen,wirtschaft
211,sicherheit zukunft mitmensche angst bange lohn miete strom rechnung alter denken,wirtschaft
212,vertrauen sozial sicherheit lang übersehen missachten verletzen sorge not zählen,wirtschaft
213,bestehen ding ändern ändern,wirtschaft
214,lassen über- windung coronakrise,wirtschaft
215,gesellschaft demokratie krisen- sicherer,wirtschaft
216,gerechtig keit geborgenheit,wirtschaft
217,mensch brauchen anerkennung sozial halt,wirtschaft
218,alltag arbeit kommune kultur,wirtschaft
219,lassen umsteu ern klimakatastrophe,wirtschaft
220,klima- wandel weisen unverändert beschleunigen kapitalistisch wirt- schaftsweise ressourcenverbrauch schadstoffemission nachhaltig erwärmung weltklima unheilbar gefährdung artenvielfalt ge- samt biosphäre verbinden kurzfristig leben erde gefähr-,wirtschaft
221,gesellschaft wende gute sozial solidarisch rüsten,wirtschaft
222,wandel brauchen hoffnung gelingen mitmachen nie- mand ausschließen fühlen,wirtschaft
223,veränderung brauchen sozial sicherheit fried- lich welt,wirtschaft
224,veränderung brauchen vertrauen,wirtschaft
225,werben,wirtschaft
226,solidarisch schaffen,wirtschaft
227,bewegen   beherrschen corona krise unser alltag,wirtschaft
228,mensch sorge liebsten gesundheit,wirtschaft
229,pandemie treffen treffen gleichermaßen,wirtschaft
230,million mensch arbeiten hart bekommen,wirtschaft
231,gelten besonderen coronakrise,wirtschaft
232,armut bedroht mensch tragen hoch risiko einkommen verlieren krank,soziale Ursachen
233,schnell zuvor sozial ungleichheit globa- len norden süden verschärfen,wirtschaft
234,stützen privat verfügung pharmapatent zentral indus triestaaten art impfnationalismus ökonomisch benachteiligt land hervorbringen,soziale Ursachen
235,jahr- hundertkrise virus leiden all geben bekom- men,wirtschaft
236,laden zusam- menhalt verdienen arbeiten,wirtschaft
237,anerkennung lohnzettel ausdrücken,wirtschaft
238,gelten genauso angestellter einzel- handel beschäftigter gastrono- mie kitas sozialarbeit reinigungskraft zusteller*inn,wirtschaft
239,kunst kultur,wirtschaft
240,all traum selbstständigkeit erfüllen versuchen schwierigkeit runde,wirtschaft
241,million jahr- hundertkrise treffen brau chen sicher fundament sozial perspektive existenz lebenstraum,wirtschaft
242,ändern,wirtschaft
243,gemeinsam erreichen,wirtschaft
244,wissen mensch nötig pandemie griff bekommen leben schützen rückkehr alltag ermög- lich,wirtschaft
245,bundesregierung versagen land krise herausführen impfstoffbeschaf fung versorgung test wirtschaftshilfe,wirtschaft
246,koalition großkonzern helfen mensch masche rettungsnetze fallen,wirtschaft
247,kulturbranche liegen boden,wirtschaft
248,regierung pandemiebekämpfung versagen profitinteresse wirtschaft     gesundheitsschutz stellen,wirtschaft
249,sogar kosten pandemie beschäftigter abwälzen,wirtschaft
250,versicherter gesetzlich krank kasse tragen großteil kosten gesundheitsversorgung pandemie,wirtschaft
251,bestreben infektionszahl rahmen halten kaputt- gespart gesundheitswesen zusam- menbrechen lässn,wirtschaft
252,virus zirkulieren mensch erkranken sterben,wirtschaft
253,land taumeln halbherzig lockdown nächster,wirtschaft
254,angela merkel schleier sozial unterschied legen gesellschaft zerklüften un- ruhe versetzen spalten wut ohnmacht führen,wirtschaft
255,sprechen unterschied kritisieren,wirtschaft
256,über winden,wirtschaft
257,sozial gerechtig keit gerecht vertei lung reichtum reich land welt,wirtschaft
258,ändern,wirtschaft
259,coronapandemiie krise infrastruktur öffentlich dasein vorsorge offenlegen,wirtschaft
260,jahrzehntelang kaputtsparen dringend ge brauchen,wirtschaft
261,gesundheit niemals hoch stellenwert,wirtschaft
262,all krankenhaus einstehen stunde stunde mensch pandemie opfer fallen brauchen bes ser arbeitszeit brauchen lohn,wirtschaft
263,bessere gehalt pflege krankenhaus helfen konkret beschäftige investition wohlbefinden gesellschaft,wirtschaft
264,personalmangel dauerstress gesundheit bildungssystem,wirtschaft
265,gesundheitswesen fehlen   pflegekräft belastung steigen einkommen steigen,wirtschaft
266,politisch gewollt entscheidung führen arbeit last gesellschaft ungleich verteilen,wirtschaft
267,ändern,wirtschaft
268,,wirtschaft
269,streiten gemeinwohl stärken kapitalinteresso zurückdrängen,wirtschaft
270,kämpfen neu wirtschaft gesellschaftsmodell,wirtschaft
271,alternative ökologisch demokratisch sozialismus,wirtschaft
272,politik längst verdienen   ziel politik mehr- heit längst verdienen,wirtschaft
273,kämpfen stark sozial infrastruktur,wirtschaft
274,öffentlich daseinsvor- sorge verwaltung reich land krise vorbereiten,wirtschaft
275,rechnen krise schutz hilfe erhalten,wirtschaft
276,anerkennung gesellschaft laufen halten portemonnaie lohn leben reichen,wirtschaft
277,ziel gesellschaft gut leben,wirtschaft
278,arbeit entlohnen tariflich absichern   gerecht verteilen,wirtschaft
279,stark demokratisch zukunfts- fest sozialstaat gerecht finanzieren schützen,wirtschaft
280,daseinsvorsorge gesundheit pflege bildung erziehung wohnen nah- verkehr energieversorgung öffentlich organisieren gemeinwohl dienen chance bekommen traum leben,wirtschaft
281,schlagen link programm zurücklässt plan neustart pandemie heraus,wirtschaft
282,plan sozial klimagerecht umbau wirtschaft infrastruktur,wirtschaft
283,plan erneuert sozial staat,wirtschaft
284,angebot krisensicher gesellschaft mensch aufheben bergen fühlen,wirtschaft
285,politik überwiegend mehrheit mensch land profitieren,wirtschaft
286,einhaltung sozial grundrecht unabdingbar voraussetzung würdevoll leben sozial gerecht gesellschaft,wirtschaft
287,setzen wahrung sozial grundrecht gesellschaftlich ebene,wirtschaft
288,arbeitsplatz krise verteidigen bezahlt klimagerecht arbeit schaffen folge pandemie drohen branche entlassung kahlschlag innenstadt,Infrastruktur
289,staatlich unterstützung garantie arbeitsplatz tarifvertrag binden weiche gut zukunft stellen sicher arbeitsplatz funktionierend öffentlich infrastruktur,wirtschaft
290,investitionspro gramm ausstattung bildung erziehung gesundheit pflege deutlich ausbauen personal einstellen,wirtschaft
291,breitbandnetzausbau investieren,wirtschaft
292,kommune investitionsmittel verfügung stellen solardächer energieeffizient gebäude bezahl- bar wohnen bezahlbar mobilität kultur sport attraktiv innenstadt investieren,Infrastruktur
293,kahl schlagen folge lockdowns verhin- dern weiche zukunft stellen,wirtschaft
294,schlagen öffent- lich transformationsfond klima- gerecht arbeitsplatz zukunft sichern ökologisch umsteuern fördern,wirtschaft
295,unser zukunftsinvestition programm million bezahlt arbeitsplatz schaffen helfen wirtschaft infrastruktur   klimaneutral,wirtschaft
296,arbeit gerecht bezahlung mensch laden laufen halten dennoch monats- runde brauchen dringend hoch lohn,wirtschaft
297,gesetzlich mindestlohn   euro anheben einkommen arbeit armut schützen,soziale Ursachen
298,gehalt normal geringverdie nend deutlich steigen,wirtschaft
299,gewerkschaft stärken einfach tarifvertrag allge- meinverbindlich erklären,wirtschaft
300,leiharbeit sachgrundlos befristung mini midijob drücken lohn schwä- chen sozialversicherung,wirtschaft
301,job möglichst regulär voll sozial abgesichert arbeitsverhältnis über- führen,wirtschaft
302,stress überbelastung job dastehen,wirtschaft
303,arbeitszeitverkürzung sichern arbeitsplatz industrie digitalisierung verändert branche ermöglichen wohlstand,wirtschaft
304,unterstützen gewerkschaft kampf deutlich arbeitszeitver kürzung richtung stunden-woche voll lohn notwendig perso nalausgleich,wirtschaft
305,weg dorthin begrenzung überstunde absenkung gesetzlich höchst arbeitszeit flankieren,wirtschaft
306,gesundheitsversorgung menschenwürdig pflege coronakrise ergebnis vernach lässigung wichtig pfeiler funktio- nierend gesellschaft,wirtschaft
307,falsch krankenhaus fallpauschale gewinnorientierung wirtschaften,wirtschaft
308,krankenhaus pflege einrichtung fehlen betreu ung jeweils pflegekraft,wirtschaft
309,krankenhaus pflegekonzern börse nehmen,wirtschaft
310,privat krankenhaus pflegebetrieb gemeinnützig arbeiten gemeineigentum überführen,wirtschaft
311,bedarf gemeinwohl organisieren,wirtschaft
312,system fallpauschale bedarfsgerecht finanzierung ersetzen,wirtschaft
313,gehalt pflege erhöhen helfen fachkräftemangel,wirtschaft
314,zweiklassenmedizin solidarisch gesundheitsversiche rung ablösen einzahle,wirtschaft
315,pflegeversicherung voll versicherung umbauen leistung übernehmen,wirtschaft
316,eigenanteil ver sichern angehörige mensch armut verzweiflung treiben entfallen,soziale Ursachen
317,mensch patent zugang medikament impfstoff ausge- schließen profit pharmakonzern halten,soziale Ursachen
318,pandemie zeigen pharma forschung öffentliches,soziale Ursachen
319,lizenz coronaimpfstoff freigeben impfstoff produktion beschleunigen,wirtschaft
320,bildungsgerechtigkeit corona zeigen versäumnis bildung politik personalschlüssel     digital ausstattung unzu- reichend schutzmaßnahm,wirtschaft
321,bildung kind   aufbauprogramm erzieher*inn lehrer*in sozialpädagog*innen,wirtschaft
322,rechtsanspruch kitaplatz bedeuten anspruch betreuung gruppe bezahlt ausgebildet erzieher*in gebühr,wirtschaft
323,selbstver- ständlich durch schul- dach regnen toilette sauber jeder kind mobil endgerät zugang datenvolumen,wirtschaft
324,neu sozialstaat gesell- schaft sicherheit schaffen wandel ermöglichen ausreichend krisenfest sozial absicherung machbar,wirtschaft
325,pandemie zeigen leistung knapp bemessen,wirtschaft
326,sorgen monat euro verfügung,wirtschaft
327,grenze gerecht mindesteinkommen,wirtschaft
328,ver- sicherung erwerbslosigkeit soloselbstständig absichern,wirtschaft
329,hartz iv ablaufen,wirtschaft
330,kämpfen mindestsicherung sanktionsfrei kürzen,wirtschaft
331,weg altersarmut,soziale Ursachen
332,liegen rentenniveau prozent bundesregierung prozent sinken,wirtschaft
333,programm altersarmut,soziale Ursachen
334,treten gesetzlich rente leben standard annähernd sichern ost west gleichermaßen,wirtschaft
335,rentenkürzung zurücknehmen regelaltersgrenze senken,wirtschaft
336,rentenniveau sofort pro zent anheben,wirtschaft
337,derzeit aktuell durchschnittsrente höhe euro netto bekommen erhalten knapp   euro monat,wirtschaft
338,rente frau mensch nied- rig lohn arbeiten aufwerten lebensleistung zählen,wirtschaft
339,alter alseuro netto leben,wirtschaft
340,beamt*in abgeordneter freiberufliche selbstständige zukunft gesetzlich rente einzahlen,wirtschaft
341,gesetzlich regelung anerke nung lebensarbeitsleistungen,wirtschaft
342,ver- schieden ehemalig ddr-bürger*inn willkürlich altersversorgung begrenzen aufheben,wirtschaft
343,geschlechtergerechtigkeit selbstbestimmt sicher gerech- tes leben linke stehen feminismus wurzel,wirtschaft
344,zuallererst arbeit geschlecht gerecht verteilen,wirtschaft
345,gesellschaft frei sicher selbstbestimmt leben familie freund*inne gleichzeitig sinnvoll bezahlt arbeit nachgehen,wirtschaft
346,gesellschaft frau genauso politisch entscheidung mitwirken mann leben lohnar beit drehen,wirtschaft
347,rendite miete corona mensch zwingen haus bleiben arbeiten,wirtschaft
348,woh nung leisten,wirtschaft
349,miete explodieren stadt walzen immobilienkapital ver sprechen rendite,Infrastruktur
350,mietendeckel gesamt bundesgebiet,wirtschaft
351,ziel explosion miete bremsen beenden rück- gängig,wirtschaft
352,hoch miete absenken,wirtschaft
353,immobilienkon- zern börse nehmen,wirtschaft
354,notwendig mindestens   zusätzlich wohnung schaffen dauerhaft bezahlbar,wirtschaft
355,ungleichheit verringern sozial sicherheit neustart pandemie heraus klimagerecht umbaupro gramm gerecht finanzieren,wirtschaft
356,hoch vermögen erbschaft stark besteuern,wirtschaft
357,billigsteuer unternehmensgewinne pro- fit einkommen besteuern,wirtschaft
358,grundgesetz sehen möglichkeit vermögensteuer erheben multimillionäre milliardär progressiv steuertarif   prozent finanzierung gerecht gesellschaft einbeziehen,wirtschaft
359,einnahme bundesland dringend notwendig investition bil- dung gesundheit wohnen leisten,wirtschaft
360,halten gemeinsam expert*inn schuldenbremse volkswirtschaftlich schädlich abschaffen,wirtschaft
361,schlagen steuerfreibetrag einkommensteuer anheben euro pro monat steuer freistellen,wirtschaft
362,entlasten niedrig mittlerer einkom men spürbar,wirtschaft
363,neu aufbruch osten versprechen grundgesetz gleichwertig lebensverhältnis herr- schen,wirtschaft
364,streiten einheitlich tarifgebiet gleich lohn land,wirtschaft
365,rentenwert ost sofort west niveau anheben,wirtschaft
366,solange stark lohnunterschied ost west umrechnung ostgehalt rente erhalten bleiben,wirtschaft
367,angleichung ostrente nachteil heutig beschäftigter,wirtschaft
368,osten eigensinn aufbruchsgeist solidarität mensch stärken,wirtschaft
369,umbau regio nen kopf mensch ort hinweg,wirtschaft
370,schlagen sozial wirtschaftsrät mensch mitbestimmung ermöglichen,wirtschaft
371,digital sozial corona- krise zeigen lang wissen schnell digital zugang heutzutage faktisch gesellschaftlich teilhabe ausgeschlos- sen,wirtschaft
372,digital spaltung gesell schaft vertiefen bestehend armut hängen all wohnort internet langsam geld gut anschluss reichen,soziale Ursachen
373,schule behörde digital fit bürger*inne stadt ländlich raum schnell internetzugang,Infrastruktur
374,datensouveränität digital zugang gehören staatlich garantiert grundversorgung,wirtschaft
375,sagen einklagbar sozial grundrecht,wirtschaft
376,bedeuten digital teilhabe niemals sozial begegnung digital gerät ersetzen,wirtschaft
377,sozial klimagerechte wirtschaft politik umbau weitgehend kohlendioxidfrei ener- gie- ressourcensparend wirtschaft infrastruktur schnell schaffen chance grad-ziel begren- zung erderwärmung erreichen,wirtschaft
378,linke wirtschaftspolitik setzen hoch lohn sicher arbeitsverhältnis demokratisch entscheidung investition gemeinwohlorientiert klimaneutral wirtschaft weg bringen,wirtschaft
379,industriestruktur regional krisenfest unabhängig export,wirtschaft
380,staatlich industrie- transformationsfonds milliarde euro pro notwendig ökologisch umbau industrie insbesondere autozuliefererindustrie unterstützen,wirtschaft
381,fonds profitieren betrieb arbeitsplatz sichern lohn flächendeckend tarifvertrag,wirtschaft
382,öffentlich förderung regio nal wirtschaft transformationsrat entscheiden politik unternehmen gewerkschaft umwelt sozialverband gleichbe rechtigt stimmrecht,wirtschaft
383,genosse schafte fördern,wirtschaft
384,einzelhandel unterstützen   pandemie gefährden onlinehandel   supermarkt lieferservice einzelhandel stadt,Infrastruktur
385,gesetzlich regelung bund schaffen sodass land kommune rechtssich mietendeckel kleingewerbe handwerk kulturell einrichtung sozial gemeinnützig träger einführen,wirtschaft
386,arbeitsbedingung einzelhandel gekennzeichnet schlecht bezahlung überstunde befristet prekär beschäftigung,wirtschaft
387,tarifbindung rückläufig,wirtschaft
388,fordern linke lohn arbeitsbedingung beschäftigter einzelhandel,wirtschaft
389,sicher job mitbestimmung garantie arbeitsplatz einkommen beschäftigter,wirtschaft
390,krise unternehmen klimage produktion umstellen arbeitszeitverkürzung weiterbildung offensive arbeitsplatz sichern,wirtschaft
391,weiterbildung anteilig soli darfonds unternehmen agentur arbeit bezahlen,wirtschaft
392,weiterbildungsgeld einführen,wirtschaft
393,staatlich geld hilfszahlung subve tion unternehmen langfristig garantie arbeitsplatz tarifvertrag verbindlich investi- tionspläne ökologisch umbau binden,wirtschaft
394,öffentlich auftrag binden tariftreue,wirtschaft
395,vetorechte beschäftigter kahlschlag unternehmen wirk- sam mitbestimmung entscheidung standortschließung massenent lassung zukunftsinvestition,wirtschaft
396,konsequent klimaschutz lebensqualität mobilität agrar energiewende öffentlich nahverkehr ausbauen takt erhöhen service verbessern land,wirtschaft
397,ticketpreis nulltarif senken,wirtschaft
398,schaffen arbeitsplatz produktion bus bahn schiene beschäftigter öpnv,wirtschaft
399,beginnen modellprojekt meister abgase belastet stadt,Infrastruktur
400,verlagern kurzstreckenflug frachtverkehr schiene,wirtschaft
401,bahn ausbauen bezahlbar,wirtschaft
402,verkehr wende sorgen mobilität verkehr,wirtschaft
403,energiever- sorgung gemeinwohl ausrichten stadtwerk genossenschaft organi- sieren,Infrastruktur
404,gesamt energie schnell erneuerbar quelle,wirtschaft
405,kommune klima- neutral umbau schaffung arbeit unterstützen,wirtschaft
406,bedürfen ausbildung qualifizierungsoffensive handwerk bedarf fachpersonal bereich decken,wirtschaft
407,mensch ernährung sichern agrarindustrie krisenfest ökologisch landwirtschaft umbauen,wirtschaft
408,langfristig zugang wasser lebensmittel garantieren,wirtschaft
409,agrarland schützen öffent lich besitz land- forstwirtschaft lich fläche stärken landraub wirksam verhindern,wirtschaft
410,schlagen öffentlich bodenfond nachhaltig wirtschaftend ortsansässig agrarbetrieb fair kondition ver- pachten,wirtschaft
411,genossenschaftlich gemein nützig nutzung fördern bodenpreis deckeln,wirtschaft
412,sichern re- gional nahrungsproduktion ökologisch   umbau zukunft landwirt*inn,wirtschaft
413,antifaschismus grundlage politik zuletzt struktur richten faschismus hervorbringen stellen form menschenfeind lichkeit entgegen verteidigen demokratie straße alltag parlament,wirtschaft
414,kraft zivilgesellschaft demokratie fördergesetz stärken rassismus antisemitismus antiziga nismus neonazi engagieren,wirtschaft
415,sogenannter verfassungsschutz schützen demokratie struktur,wirtschaft
416,verfas sungsschutzbehörd form auflösen,wirtschaft
417,antifaschistisch arbeit zivilgesellschaft fördern unabhängig beobachtungsstelle einsetzen,Politik und Ideologie
418,untersuchungsausschuss rechtsterrorismus einsetzen ermitt lungsschwerpunkte militant neonazi schaffen,wirtschaft
419,antifa- schistisch erinnerungskultur stark,wirtschaft
420,aufrüstung krieg waffe finden krieg,wirtschaft
421,export waffe waffenfabriken verbieten,wirtschaft
422,rüstungsexport land krieg beteiligen men- schenrecht missachten sofort unterbinden,wirtschaft
423,linke frieden entspannungspolitik verbun,wirtschaft
424,zivil konfliktlösung stärken,wirtschaft
425,auslandseinsatz bundeswehr beenden verhindern,wirtschaft
426,mensch kriegsgebiet legal sicher möglichkeit flucht unterstützen treten menschenwürdig leben außerhalb   kriegsgebiet,wirtschaft
