text,topic,sentiment_label,sentiment_score,sentence,hate_label,hate_score,sequence,labels,scores,Top 3
kontinuierlich versorgungssicher heit garantieren eu-mitgliedstaat weiterhin energieimport angewiesen,Politik und Ideologie,neutral,0.6565718054771423,"Um eine kontinuierliche Versorgungssicher- heit zu garantieren, sind die EU-Mitgliedstaaten auch weiterhin auf Energieimporte angewiesen",neutral,0.9896509647369384,"Um eine kontinuierliche Versorgungssicher- heit zu garantieren, sind die EU-Mitgliedstaaten auch weiterhin auf Energieimporte angewiesen",bildung,0.2662490308284759,"[('bildung', 0.26624903082847595), ('gesundheit', 0.25042569637298584), ('wissenschaft', 0.10881276428699493)]"
einsatz uploadfilter lehnen immense gefahr meinung kunstfreiheit netz weiterhin,Politik und Ideologie,negativ,0.8708291053771973,Den Einsatz von Uploadfiltern lehnen wir als immense Gefahr für Meinungs- und Kunstfreiheit im Netz jedoch weiterhin ab,neutral,0.9872286319732666,Den Einsatz von Uploadfiltern lehnen wir als immense Gefahr für Meinungs- und Kunstfreiheit im Netz jedoch weiterhin ab,soziale ursachen,0.2790508568286896,"[('soziale ursachen', 0.2790508568286896), ('gesundheit', 0.2387835532426834), ('bildung', 0.16302265226840973)]"
unser land richtig rich tung geben,Politik und Ideologie,neutral,0.4485966861248016,"Nie gab es mehr zu tun, um unserem Land die richtige Rich- tung zu geben",neutral,0.8489528298377991,"Nie gab es mehr zu tun, um unserem Land die richtige Rich- tung zu geben",none,0.3649271130561828,"[('none', 0.36492711305618286), ('gesundheit', 0.21294505894184113), ('bildung', 0.12027834355831146)]"
setzen schlüsseltechnologie offen innovationsfördernd rahmenbedingung,Wissenschaft,positiv,0.6405325531959534,Daher setzen wir uns in diesen Schlüsseltechnologien für offenere und innovationsfördernde Rahmenbedingungen ein,neutral,0.9925153851509094,Daher setzen wir uns in diesen Schlüsseltechnologien für offenere und innovationsfördernde Rahmenbedingungen ein,bildung,0.4573909342288971,"[('bildung', 0.4573909342288971), ('soziale ursachen', 0.09308737516403198), ('gesundheit', 0.08013691008090973)]"
setzen zudem kooperativ maßnahme überwachung gesetzlich regelung grundlage wissenschaftlich erkenntnis basieren weiterentwickeln,Wissenschaft,neutral,0.781886875629425,"Wir setzen zudem auf kooperative Maßnahmen zur Überwachung gesetzlicher Regelungen, die immer auf Grundlage wissenschaftlicher Erkenntnisse basieren und weiterentwickelt werden müssen",neutral,0.9953098893165588,"Wir setzen zudem auf kooperative Maßnahmen zur Überwachung gesetzlicher Regelungen, die immer auf Grundlage wissenschaftlicher Erkenntnisse basieren und weiterentwickelt werden müssen",wissenschaft,0.6544498801231384,"[('wissenschaft', 0.6544498801231384), ('bildung', 0.1260441243648529), ('gesundheit', 0.049210548400878906)]"
tempo wasserstoff   frei demokrat wasserstoff synthetisch kraftstoff strom säule künftig ener     giesystem aufbauen hochlauf wasserstoffwirt schaft schnellstmöglich vorantreiben,Wissenschaft,neutral,0.703822672367096,Mehr Tempo beim Wasserstoff  Wir Freie Demokraten wollen Wasserstoff und synthetische Kraftstoffe neben Strom als zweite Säule des künftigen Ener-    giesystems aufbauen und den Hochlauf der Wasserstoffwirt- schaft schnellstmöglich vorantreiben,neutral,0.9156806468963624,Mehr Tempo beim Wasserstoff  Wir Freie Demokraten wollen Wasserstoff und synthetische Kraftstoffe neben Strom als zweite Säule des künftigen Ener-    giesystems aufbauen und den Hochlauf der Wasserstoffwirt- schaft schnellstmöglich vorantreiben,politik und ideologie,0.3632315695285797,"[('politik und ideologie', 0.3632315695285797), ('wirtschaft', 0.13895899057388306), ('infrastruktur', 0.10237568616867065)]"
pflegend angehörige tragend säule pflegerisch versorgung unser land,soziale Ursachen,neutral,0.7225854992866516,Denn pflegende Angehörige sind eine tragende Säule der pflegerischen Versorgung in unserem Land,neutral,0.9523061513900756,Denn pflegende Angehörige sind eine tragende Säule der pflegerischen Versorgung in unserem Land,gesundheit,0.4900093972682953,"[('gesundheit', 0.4900093972682953), ('soziale ursachen', 0.1786501556634903), ('bildung', 0.16141104698181152)]"
stellen wahl,soziale Ursachen,neutral,0.7328757643699646,"Wir stellen uns nicht zur Wahl, damit jemand etwas wird",neutral,0.9804757237434388,"Wir stellen uns nicht zur Wahl, damit jemand etwas wird",gesundheit,0.2715567350387573,"[('gesundheit', 0.2715567350387573), ('bildung', 0.15937747061252594), ('politik und ideologie', 0.12678419053554535)]"
nachhaltig energiewende unerlässlich interesse interessengruppe berücksichtigen,soziale Ursachen,neutral,0.6938570141792297,"Für eine nachhaltige Energiewende ist es unerlässlich, die Interessen aller Interessengruppen zu berücksichtigen",neutral,0.9949530959129332,"Für eine nachhaltige Energiewende ist es unerlässlich, die Interessen aller Interessengruppen zu berücksichtigen",bildung,0.3560756146907806,"[('bildung', 0.35607561469078064), ('gesundheit', 0.21426230669021606), ('politik und ideologie', 0.07621140778064728)]"
digital landwirtschaft smart farming   frei demokrat chance digitalisie rung landwirtschaft nutzen,wirtschaft,positiv,0.5139045715332031,Digitale Landwirtschaft - „Smart Farming”  Wir Freie Demokraten wollen die Chancen der Digitalisie- rung für die Landwirtschaft nutzen,neutral,0.9852487444877625,Digitale Landwirtschaft - „Smart Farming”  Wir Freie Demokraten wollen die Chancen der Digitalisie- rung für die Landwirtschaft nutzen,wirtschaft,0.5999475121498108,"[('wirtschaft', 0.5999475121498108), ('bildung', 0.1492438167333603), ('politik und ideologie', 0.09991157054901123)]"
blick demographisch wandel entwicklung sozialabgabe unvertretbar pflegefinanzierung zukünftig generation abwälzen,wirtschaft,neutral,0.5412269234657288,"Mit Blick auf den demographischen Wandel sowie die Entwicklung der Sozialabgaben ist es unvertretbar, die Pflegefinanzierung allein auf zukünftige Generationen abzuwälzen",neutral,0.9898634552955629,"Mit Blick auf den demographischen Wandel sowie die Entwicklung der Sozialabgaben ist es unvertretbar, die Pflegefinanzierung allein auf zukünftige Generationen abzuwälzen",bildung,0.2601142823696136,"[('bildung', 0.26011428236961365), ('gesundheit', 0.2498190701007843), ('soziale ursachen', 0.2415991723537445)]"
gespürt vorher,wirtschaft,neutral,0.5171318054199219,Gespürt haben wir es schon vorher,neutral,0.9721622467041016,Gespürt haben wir es schon vorher,gesundheit,0.4323733150959015,"[('gesundheit', 0.4323733150959015), ('politik und ideologie', 0.12885965406894684), ('bildung', 0.12583588063716888)]"
