,sequence,labels,scores,Top 3
0,Ein starkes Deutschland in einem starken Europa,bildung,0.6335626840591431,"[('bildung', 0.6335626840591431), ('gesundheit', 0.19631944596767426), ('wissenschaft', 0.04215150326490402)]"
0,euecereeesnesnsenesnsenseneennensennenennnene,bildung,0.30263397097587585,"[('bildung', 0.30263397097587585), ('none', 0.1308707892894745), ('politik und ideologie', 0.13036106526851654)]"
0,Mehr Europa in der Weltpolitik,politik und ideologie,0.4446668326854706,"[('politik und ideologie', 0.4446668326854706), ('gesundheit', 0.15453177690505981), ('bildung', 0.12697018682956696)]"
0,cuesecseesecssssnessesnennennesnennsennonennnenennnennennnnnennnnnennnnnne,none,0.2574945390224457,"[('none', 0.2574945390224457), ('bildung', 0.2284945696592331), ('politik und ideologie', 0.10648027062416077)]"
0,Nachhaltiges Europa,none,0.22202470898628235,"[('none', 0.22202470898628235), ('gesundheit', 0.20731721818447113), ('bildung', 0.1339043378829956)]"
0,ersesrsesossosesosnennenennennnnnnnnnennsnnnnennnnesnrnennennsnnsonnessenessennnnennnne,bildung,0.23389272391796112,"[('bildung', 0.23389272391796112), ('none', 0.22185690701007843), ('politik und ideologie', 0.149156391620636)]"
0,Wettbewerbsfähiges und stabiles Europa,wirtschaft,0.38332873582839966,"[('wirtschaft', 0.38332873582839966), ('gesundheit', 0.17853380739688873), ('bildung', 0.1679331660270691)]"
0,eeeseesesessesesosnenonnenennenennnnennnnenennnnennnnnnnen,none,0.2359103560447693,"[('none', 0.2359103560447693), ('bildung', 0.17381876707077026), ('politik und ideologie', 0.13829857110977173)]"
0,Unser Europa der Ordnung und Sicherheit,gesundheit,0.2875191271305084,"[('gesundheit', 0.2875191271305084), ('bildung', 0.25610747933387756), ('soziale ursachen', 0.13747939467430115)]"
0,ursesssessenesnennnnennennnnennenennnnnnnnnnnnene,none,0.27962204813957214,"[('none', 0.27962204813957214), ('bildung', 0.2005508542060852), ('soziale ursachen', 0.11826947331428528)]"
0,"Für ein modernes, innovatives und digitales Europa",bildung,0.32449421286582947,"[('bildung', 0.32449421286582947), ('gesundheit', 0.2902125418186188), ('soziale ursachen', 0.1143973246216774)]"
0,eeresersesesesnesosnennenonnennennnnnne,bildung,0.228472501039505,"[('bildung', 0.228472501039505), ('none', 0.16713441908359528), ('politik und ideologie', 0.13119255006313324)]"
0,Ein handlungsfähiges und bürgernahes Europa,bildung,0.3947907090187073,"[('bildung', 0.3947907090187073), ('gesundheit', 0.22764495015144348), ('soziale ursachen', 0.09528978914022446)]"
0,nuseesesesosssssosnsornensnnnnnnnnennnnnenen,none,0.24271278083324432,"[('none', 0.24271278083324432), ('bildung', 0.17287176847457886), ('politik und ideologie', 0.16744080185890198)]"
0,Neuer Wohlstand - mit nachhaltigem Wachstum zum klimaneutralen  Industrieland,klima,0.46826601028442383,"[('klima', 0.46826601028442383), ('gesundheit', 0.20767797529697418), ('wirtschaft', 0.11067025363445282)]"
0,sssssnnssssnnnnsssnnsnnssnnnssnnnnnnnsnnnnnnsnnnnsssnnnnsnsnnnnsnsnsnnnnnne,none,0.28863632678985596,"[('none', 0.28863632678985596), ('bildung', 0.1776079535484314), ('gesundheit', 0.13243764638900757)]"
0,Unser Entfesselungspaket für die Wirtschaft,wirtschaft,0.7047829627990723,"[('wirtschaft', 0.7047829627990723), ('bildung', 0.16205309331417084), ('gesundheit', 0.040067411959171295)]"
0,uueeessesesossesesssnesnenennsnenennnnennnnenennenen,none,0.2111818790435791,"[('none', 0.2111818790435791), ('bildung', 0.1768493801355362), ('gesundheit', 0.1436396837234497)]"
0,Sichere Arbeit mit Zukunft,gesundheit,0.309826135635376,"[('gesundheit', 0.309826135635376), ('wirtschaft', 0.24125108122825623), ('bildung', 0.1522057056427002)]"
0,uessessssesssesessnennsnenesnsnennnnsnennnnennnnenesnnnennsnenesnnnennsnenennnnen,none,0.25267094373703003,"[('none', 0.25267094373703003), ('bildung', 0.2114679515361786), ('politik und ideologie', 0.13859322667121887)]"
0,Deutschland als klimaneutrales Industrieland bis,klima,0.43620115518569946,"[('klima', 0.43620115518569946), ('bildung', 0.13098019361495972), ('gesundheit', 0.1249992623925209)]"
0,uessesessesossesoenennennennnonne,none,0.2643240690231323,"[('none', 0.2643240690231323), ('bildung', 0.2143152952194214), ('soziale ursachen', 0.12910762429237366)]"
0,Unser Energiekonzept für die Zukunft,bildung,0.42626649141311646,"[('bildung', 0.42626649141311646), ('gesundheit', 0.15396787226200104), ('klima', 0.11244150996208191)]"
0,uessesesessessssenesosnenonnensnnenennnnennnnnnennnnennnnnnnnen,none,0.22454866766929626,"[('none', 0.22454866766929626), ('bildung', 0.2016371786594391), ('politik und ideologie', 0.1269151270389557)]"
0,Nachhaltiges Wirtschaften zum Schutz unserer Ressourcen,wirtschaft,0.7231177687644958,"[('wirtschaft', 0.7231177687644958), ('gesundheit', 0.09160518646240234), ('bildung', 0.0723719373345375)]"
0,eesessesesessesennennsnennnnn,bildung,0.2691168785095215,"[('bildung', 0.2691168785095215), ('none', 0.19182232022285461), ('politik und ideologie', 0.11121080815792084)]"
0,Vorfahrt für intelligente Mobilität,bildung,0.2244100272655487,"[('bildung', 0.2244100272655487), ('gesundheit', 0.18138036131858826), ('soziale ursachen', 0.1241852194070816)]"
0,eeeesesssesesnenennenennsnennnnennnnenennnnennnnnnennnnennnnennnnn,none,0.21028922498226166,"[('none', 0.21028922498226166), ('bildung', 0.19791951775550842), ('gesundheit', 0.12397462129592896)]"
0,"Eine Landwirtschaft, die stark und nachhaltig ist",wirtschaft,0.44970834255218506,"[('wirtschaft', 0.44970834255218506), ('bildung', 0.27558496594429016), ('gesundheit', 0.1895568072795868)]"
0,rseessnenesenesosnennnnenennnnen,bildung,0.2200966775417328,"[('bildung', 0.2200966775417328), ('none', 0.19879500567913055), ('soziale ursachen', 0.13713623583316803)]"
0,Modernes Recht für mündige Verbraucherinnen und Verbraucher,bildung,0.3881661295890808,"[('bildung', 0.3881661295890808), ('soziale ursachen', 0.13731081783771515), ('gesundheit', 0.135048970580101)]"
0,Seite on,bildung,0.231351837515831,"[('bildung', 0.231351837515831), ('gesundheit', 0.16085699200630188), ('soziale ursachen', 0.15709997713565826)]"
0,Neue Fairness und soziale Sicherheit - für den gesellschaftlichen  Zusammenhalt,bildung,0.31112799048423767,"[('bildung', 0.31112799048423767), ('soziale ursachen', 0.25141045451164246), ('gesundheit', 0.19221392273902893)]"
0,ossssssssssssonsssssnnsnsssnnnnssnnnssnsnnnnnssnnnnnssnnnnssnnnnnssnnnsnnsnnsnnssnnnne,none,0.31095996499061584,"[('none', 0.31095996499061584), ('bildung', 0.1542951911687851), ('soziale ursachen', 0.1181517019867897)]"
0,Finanzielle Sicherheit im Alter,gesundheit,0.2698356509208679,"[('gesundheit', 0.2698356509208679), ('wirtschaft', 0.2592954933643341), ('bildung', 0.24248535931110382)]"
0,sesersessesessesosnesnenesnennnnennnnonnennnnennnnnsnnnonnennnnnnnsnnnen,none,0.28856024146080017,"[('none', 0.28856024146080017), ('bildung', 0.18097616732120514), ('politik und ideologie', 0.14685647189617157)]"
0,Soziale Sicherheit in allen Lebenslagen,gesundheit,0.43804123997688293,"[('gesundheit', 0.43804123997688293), ('bildung', 0.23574067652225494), ('soziale ursachen', 0.11067187041044235)]"
0,resersesossesnenosennnnennennnnennnnnnnnnennennnnennnn,none,0.3957254886627197,"[('none', 0.3957254886627197), ('bildung', 0.18269211053848267), ('politik und ideologie', 0.10191425681114197)]"
0,Leistungsfähiges Gesundheitswesen,gesundheit,0.7125844955444336,"[('gesundheit', 0.7125844955444336), ('bildung', 0.06759123504161835), ('soziale ursachen', 0.04810027778148651)]"
0,eusssessssssssenssnsnenosnenesnsnennnnennsnnnennnnennsnnnnsnnnene,bildung,0.2811258137226105,"[('bildung', 0.2811258137226105), ('none', 0.18960195779800415), ('politik und ideologie', 0.13848194479942322)]"
0,Gute Pflege für mehr Sicherheit und Halt,gesundheit,0.3021569550037384,"[('gesundheit', 0.3021569550037384), ('bildung', 0.29869720339775085), ('infrastruktur', 0.0897342786192894)]"
0,useeesssesssesssssesosnenesnenennnnennnnenennnene,bildung,0.24227692186832428,"[('bildung', 0.24227692186832428), ('none', 0.178537055850029), ('politik und ideologie', 0.13881564140319824)]"
0,Deutschlands Verantwortung für globale Gesundheit,gesundheit,0.626750111579895,"[('gesundheit', 0.626750111579895), ('bildung', 0.19420203566551208), ('soziale ursachen', 0.046722158789634705)]"
0,esessesessssesessenesnennnnnnene,bildung,0.2365572303533554,"[('bildung', 0.2365572303533554), ('none', 0.2124280333518982), ('soziale ursachen', 0.11804250627756119)]"
0,Neue Generationengerechtigkeit bei Finanzen und Steuern -  aus Verantwortung für unsere Kinder und Enkel,wirtschaft,0.3846006989479065,"[('wirtschaft', 0.3846006989479065), ('bildung', 0.2883187532424927), ('gesundheit', 0.12136513739824295)]"
0,sssssssssssonnnssnsnnrssnnnee,bildung,0.2609783411026001,"[('bildung', 0.2609783411026001), ('none', 0.22221268713474274), ('soziale ursachen', 0.10538213700056076)]"
0,Mit soliden Finanzen sicher in die Zukunft,gesundheit,0.36674219369888306,"[('gesundheit', 0.36674219369888306), ('bildung', 0.2097090780735016), ('wirtschaft', 0.187646746635437)]"
0,cuesssesessssessnenosnenesnsnennsnenennnnennnnenennnnen,none,0.23546747863292694,"[('none', 0.23546747863292694), ('bildung', 0.19993095099925995), ('politik und ideologie', 0.12588238716125488)]"
0,"Faire, leistungsgerechte und wettbewerbsfähige Steuern",bildung,0.28247949481010437,"[('bildung', 0.28247949481010437), ('gesundheit', 0.2687956392765045), ('wirtschaft', 0.1821189522743225)]"
0,uessesssesessnesnnnennnnen,bildung,0.2247004210948944,"[('bildung', 0.2247004210948944), ('none', 0.18617600202560425), ('gesundheit', 0.12263524532318115)]"
0,Vermögensbildung für jeden,bildung,0.7338073253631592,"[('bildung', 0.7338073253631592), ('gesundheit', 0.07582192122936249), ('soziale ursachen', 0.038058292120695114)]"
0,resesossesssenesnsnennsnenennenennsnennsnsnennnnennsnenennnnennsnenesnnnen,none,0.28574270009994507,"[('none', 0.28574270009994507), ('bildung', 0.2280912846326828), ('gesundheit', 0.1163611114025116)]"
0,Finanzplatz Deutschland stärken,wirtschaft,0.34315061569213867,"[('wirtschaft', 0.34315061569213867), ('gesundheit', 0.17155134677886963), ('bildung', 0.12029124051332474)]"
0,cueeeesnssnessssnsnnsensnnsenennensennennennennennennnnnennnenensnennnne,none,0.2637825310230255,"[('none', 0.2637825310230255), ('bildung', 0.18105904757976532), ('politik und ideologie', 0.12346318364143372)]"
0,Neues Aufstiegsversprechen - für Deutschland als Chancen- und Familienland,bildung,0.549193263053894,"[('bildung', 0.549193263053894), ('wirtschaft', 0.10101556032896042), ('soziale ursachen', 0.06582450866699219)]"
0,"Mehr Zeit, Raum und Unterstützung für Familien",gesundheit,0.27416396141052246,"[('gesundheit', 0.27416396141052246), ('bildung', 0.25439608097076416), ('soziale ursachen', 0.14698797464370728)]"
0,eesesersesessesesnesesnsnennnnnsennnnennnn,none,0.22492288053035736,"[('none', 0.22492288053035736), ('bildung', 0.19716046750545502), ('politik und ideologie', 0.15434406697750092)]"
0,Gleichberechtigte Chancen für Frauen und Männer,bildung,0.4927501976490021,"[('bildung', 0.4927501976490021), ('soziale ursachen', 0.11281578242778778), ('gesundheit', 0.10558909922838211)]"
0,uuesessesssnssesnsnennnnenennnnennenennnen,bildung,0.20210950076580048,"[('bildung', 0.20210950076580048), ('none', 0.20059001445770264), ('politik und ideologie', 0.13744297623634338)]"
0,Aufstieg durch Bildung,bildung,0.6600303053855896,"[('bildung', 0.6600303053855896), ('gesundheit', 0.14262644946575165), ('wissenschaft', 0.04089360684156418)]"
0,eeeesesessesesssnesnsnenonnenennenennnnennnnenennnnensnnenennnnennnnnnnnnnsennnnnenn,none,0.22010551393032074,"[('none', 0.22010551393032074), ('bildung', 0.1709957718849182), ('gesundheit', 0.1376810371875763)]"
0,Neuer Mut zur Innovation - aus Verantwortung für die Zukunft,bildung,0.37381890416145325,"[('bildung', 0.37381890416145325), ('gesundheit', 0.24419130384922028), ('klima', 0.06899872422218323)]"
0,esss,bildung,0.26802727580070496,"[('bildung', 0.26802727580070496), ('none', 0.12322941422462463), ('politik und ideologie', 0.11517047882080078)]"
0,Strategische Forschungs- und Innovationspolitik für Deutschland,politik und ideologie,0.2940274178981781,"[('politik und ideologie', 0.2940274178981781), ('bildung', 0.29383382201194763), ('soziale ursachen', 0.11333572119474411)]"
0,Die besten Köpfe für unser Land,bildung,0.28430137038230896,"[('bildung', 0.28430137038230896), ('gesundheit', 0.19930800795555115), ('wirtschaft', 0.13997706770896912)]"
0,ezueseesessssnesnesoessenssnennennennenennennennnnnnnnenennennenennnnnen,bildung,0.2779335379600525,"[('bildung', 0.2779335379600525), ('none', 0.21962644159793854), ('politik und ideologie', 0.10868752747774124)]"
0,Digitale Transformationsoffensive,soziale ursachen,0.25410741567611694,"[('soziale ursachen', 0.25410741567611694), ('none', 0.18446215987205505), ('bildung', 0.1215788796544075)]"
0,usesesssesessenssnsnesnnnensnnenennnnensnnenennnnennsnnnnnnnnennsnenenn,none,0.21908743679523468,"[('none', 0.21908743679523468), ('bildung', 0.18697310984134674), ('politik und ideologie', 0.13085149228572845)]"
0,Neue Leistungsfähigkeit für einen modernen Staat - zum Wohl der  Bürgerinnen und Bürger,bildung,0.37822848558425903,"[('bildung', 0.37822848558425903), ('politik und ideologie', 0.15269742906093597), ('gesundheit', 0.13494308292865753)]"
0,sssossssssssssnnnssnnnnssnsnnsnnnnnnnnnnnnnssnsnnnssnnnsssnsnnnsnssnnnnee,none,0.30131271481513977,"[('none', 0.30131271481513977), ('bildung', 0.1797807514667511), ('gesundheit', 0.12523211538791656)]"
0,Modernisierungsjahrzehnt für den Staat,bildung,0.2982726991176605,"[('bildung', 0.2982726991176605), ('gesundheit', 0.1630803495645523), ('soziale ursachen', 0.12095332890748978)]"
0,eseesesessenesessesonnenennenennnnennnnnnennnnennnnnnnnen,none,0.26660630106925964,"[('none', 0.26660630106925964), ('bildung', 0.18413808941841125), ('gesundheit', 0.10929622501134872)]"
0,Die Bürgerinnen und Bürger im Mittelpunkt,bildung,0.40642255544662476,"[('bildung', 0.40642255544662476), ('politik und ideologie', 0.13390220701694489), ('gesundheit', 0.1283845752477646)]"
0,usessesssessssesnenonsesonnonnennenenonnnnnnnnnnene,bildung,0.21804583072662354,"[('bildung', 0.21804583072662354), ('none', 0.20247487723827362), ('gesundheit', 0.1287488341331482)]"
0,Der öffentliche Dienst als moderner Arbeitgeber,bildung,0.4458489418029785,"[('bildung', 0.4458489418029785), ('gesundheit', 0.27252912521362305), ('politik und ideologie', 0.06893974542617798)]"
0,eenessesesessesesnenennsnennnnenennnnen,none,0.2520166039466858,"[('none', 0.2520166039466858), ('bildung', 0.1961585283279419), ('politik und ideologie', 0.1266036033630371)]"
0,Digitale Infrastruktur,infrastruktur,0.7097956538200378,"[('infrastruktur', 0.7097956538200378), ('bildung', 0.08866481482982635), ('gesundheit', 0.07329243421554565)]"
0,eesesssesessssesessenssnsnennsnennnnsnennsnensnnenennsnennnnenennsnennnnenennsnennnnennnnnnen,none,0.2754281461238861,"[('none', 0.2754281461238861), ('bildung', 0.17970576882362366), ('gesundheit', 0.12151408195495605)]"
0,Nachhaltiger Staat,gesundheit,0.22143299877643585,"[('gesundheit', 0.22143299877643585), ('none', 0.1667398363351822), ('bildung', 0.16349220275878906)]"
0,sersersenssesossosnssosnennennnnennnnnnnnnennennnnnnnnnennnnennennsnnnnnnesnenennennnnnnn,none,0.30122190713882446,"[('none', 0.30122190713882446), ('bildung', 0.16819873452186584), ('politik und ideologie', 0.1384062021970749)]"
0,Neue Stärke für mehr Sicherheit - aus Verantwortung für unsere Freiheit,gesundheit,0.27847403287887573,"[('gesundheit', 0.27847403287887573), ('bildung', 0.21201664209365845), ('infrastruktur', 0.10379385948181152)]"
0,Mehr Sicherheit überall und jederzeit,gesundheit,0.4866034686565399,"[('gesundheit', 0.4866034686565399), ('bildung', 0.2243947982788086), ('klima', 0.06898456066846848)]"
0,eeesessessesossossessesnennennennenennennennnnnnnennennennnn,none,0.29207539558410645,"[('none', 0.29207539558410645), ('bildung', 0.16636979579925537), ('politik und ideologie', 0.1294177770614624)]"
0,Voller Schutz für Kinder und Frauen vor Gewalt und Missbrauch,gesundheit,0.25769326090812683,"[('gesundheit', 0.25769326090812683), ('bildung', 0.2195604294538498), ('soziale ursachen', 0.15849949419498444)]"
0,Seite von,gesundheit,0.3300362825393677,"[('gesundheit', 0.3300362825393677), ('soziale ursachen', 0.17436383664608002), ('bildung', 0.1431041955947876)]"
0,Kein Raum für organisierte Kriminalität,none,0.7665828466415405,"[('none', 0.7665828466415405), ('bildung', 0.08775845915079117), ('gesundheit', 0.05267413333058357)]"
0,essesssesessnesnsnennsnenennnnennnnennnnnnennnnennnn,none,0.27248895168304443,"[('none', 0.27248895168304443), ('bildung', 0.1962837278842926), ('politik und ideologie', 0.12495942413806915)]"
0,Null Toleranz gegenüber kriminellen Familienclans,none,0.870930552482605,"[('none', 0.870930552482605), ('gesundheit', 0.0598892904818058), ('bildung', 0.019866377115249634)]"
0,resrseseseseseesesnenennene,none,0.18469274044036865,"[('none', 0.18469274044036865), ('bildung', 0.1750570684671402), ('soziale ursachen', 0.1256283074617386)]"
0,Schutz unserer Demokratie vor Extremisten und Terroristen,bildung,0.32746174931526184,"[('bildung', 0.32746174931526184), ('gesundheit', 0.28317123651504517), ('politik und ideologie', 0.12323368340730667)]"
0,eersersesernesenennene,bildung,0.22135812044143677,"[('bildung', 0.22135812044143677), ('soziale ursachen', 0.17577998340129852), ('none', 0.140251025557518)]"
0,Stärkung unserer Sicherheitsbehörden,bildung,0.3888091742992401,"[('bildung', 0.3888091742992401), ('gesundheit', 0.3213711380958557), ('klima', 0.08030443638563156)]"
0,sesesesorsennenennennnnenonnennennnnnnnnnennnnnnnene,none,0.24360263347625732,"[('none', 0.24360263347625732), ('bildung', 0.22241303324699402), ('politik und ideologie', 0.1281265914440155)]"
0,Gefahrenabwehr im Cyberraum,bildung,0.4673263430595398,"[('bildung', 0.4673263430595398), ('gesundheit', 0.16607354581356049), ('klima', 0.0870986059308052)]"
0,eeeesessesesnssnenennssnensnnenennnnnnennnnnsnenenennsnennenennennnnene,bildung,0.2138822227716446,"[('bildung', 0.2138822227716446), ('none', 0.19810782372951508), ('politik und ideologie', 0.12774129211902618)]"
0,Wirksamer Bevölkerungsschutz,wirtschaft,0.5585912466049194,"[('wirtschaft', 0.5585912466049194), ('gesundheit', 0.14580398797988892), ('bildung', 0.06725678592920303)]"
0,sesesesssessesorsesnenesnnsonnennnnennennnnnnonnennennsnnnnnnesnnnnnnene,none,0.25435203313827515,"[('none', 0.25435203313827515), ('bildung', 0.24415020644664764), ('politik und ideologie', 0.13249701261520386)]"
0,Starke und bürgernahe Justiz,bildung,0.2554081082344055,"[('bildung', 0.2554081082344055), ('gesundheit', 0.1619286835193634), ('soziale ursachen', 0.11367636173963547)]"
0,ereseesesssosssnornennenennnnonnennnnennennnnnsonnennennnnnnnnnesnnnnnnene,none,0.5644313097000122,"[('none', 0.5644313097000122), ('bildung', 0.15634872019290924), ('gesundheit', 0.06677193194627762)]"
0,Neue Lebensqualität in Stadt und Land - aus Liebe zu unserer Heimat,bildung,0.34632599353790283,"[('bildung', 0.34632599353790283), ('gesundheit', 0.2749793529510498), ('soziale ursachen', 0.12091024965047836)]"
0,Gutes Wohnen in lebendigen Dörfern und Städten,bildung,0.37541618943214417,"[('bildung', 0.37541618943214417), ('gesundheit', 0.20555725693702698), ('wirtschaft', 0.12993822991847992)]"
0,uesesessesesesesnssennnnennnnnnene,bildung,0.27141404151916504,"[('bildung', 0.27141404151916504), ('none', 0.2082439512014389), ('gesundheit', 0.106931671500206)]"
0,Gleichwertige Lebensverhältnisse und wirtschaftliche Entwicklung in allen Regionen,wirtschaft,0.6544479131698608,"[('wirtschaft', 0.6544479131698608), ('bildung', 0.10181263089179993), ('gesundheit', 0.08070499449968338)]"
0,eceesesssnssnssnsnnssnnsnnssnnsnnsnnnsnnsnnsnnnsnnsnnnsnnsnnsnnssnnsnnssnnsnnssnnsnnsnnssnnsnnssnnsnnssnnsnnene,none,0.3127569556236267,"[('none', 0.3127569556236267), ('bildung', 0.1860712170600891), ('gesundheit', 0.11610478907823563)]"
0,Stärkung von Zusammenhalt und Ehrenamt,bildung,0.40059858560562134,"[('bildung', 0.40059858560562134), ('gesundheit', 0.2567581832408905), ('soziale ursachen', 0.10353323072195053)]"
0,rsesssessesosnesnennnnennnnennennnnnnnnnennen,none,0.25238052010536194,"[('none', 0.25238052010536194), ('bildung', 0.17774903774261475), ('politik und ideologie', 0.15460580587387085)]"
0,Integration als Fundament des Miteinanders,bildung,0.27429306507110596,"[('bildung', 0.27429306507110596), ('infrastruktur', 0.22233285009860992), ('gesundheit', 0.13604766130447388)]"
0,ssusoesossesossennesnnnenonnennennnnnnnnnennen,none,0.21650360524654388,"[('none', 0.21650360524654388), ('politik und ideologie', 0.15405920147895813), ('bildung', 0.1523526906967163)]"
0,Deutschland als Kulturnation,klima,0.2960908114910126,"[('klima', 0.2960908114910126), ('politik und ideologie', 0.16873584687709808), ('bildung', 0.15756845474243164)]"
0,zesesersesessesossosnsnornennennsnnsnnnennnnnnnennnnennnnennennnnnnnnnennen,none,0.24695225059986115,"[('none', 0.24695225059986115), ('bildung', 0.1829889416694641), ('politik und ideologie', 0.13090750575065613)]"
0,Eine moderne Medienlandschäft,bildung,0.2905133366584778,"[('bildung', 0.2905133366584778), ('gesundheit', 0.24196742475032806), ('wirtschaft', 0.1859315037727356)]"
0,esessesesessesessesesnsnennnnennnnennnnnnennnnennnnnnnnnnnennnnnnene,none,0.2987425625324249,"[('none', 0.2987425625324249), ('bildung', 0.19986076653003693), ('politik und ideologie', 0.11639441549777985)]"
0,Engagierte Sportförderung,gesundheit,0.2429507076740265,"[('gesundheit', 0.2429507076740265), ('bildung', 0.22443777322769165), ('soziale ursachen', 0.13433580100536346)]"
0,uesessesssessesesnensnnenennnnennnnensnnnnennnnennnnnnennsnnnnnnnnnnnsnennsnnnene,bildung,0.26508066058158875,"[('bildung', 0.26508066058158875), ('none', 0.20350860059261322), ('gesundheit', 0.127700537443161)]"
0,Seite von,gesundheit,0.3300362825393677,"[('gesundheit', 0.3300362825393677), ('soziale ursachen', 0.17436383664608002), ('bildung', 0.1431041955947876)]"
0,"VO oa vu P,RPWwN Hr  ee R wepND HH ©  NS ee Te ee ee oO VO oo N da WW  DD DNDDNDDMND vv BP WwWwWRNMH  ww WWRDND_[ NND Mm oO A",bildung,0.22226758301258087,"[('bildung', 0.22226758301258087), ('politik und ideologie', 0.2075532078742981), ('none', 0.1341474950313568)]"
0,W WW W w  Sn oa vu PP Ww  BD w w OO \O,bildung,0.19815775752067566,"[('bildung', 0.19815775752067566), ('none', 0.17203131318092346), ('politik und ideologie', 0.15595529973506927)]"
